work_order,monster_id,skill_id,effect_role,production_decision,relative_path,frame_index,frame_count,canvas,frame_seconds,total_seconds,playback_mode,runtime_use,source_type,source_sheet,split_coords,sha256,validation,auto_validation,user_art_approval
2,m_axe_stump,s_mon_axe_stump,CAST_VFX,NEW_ART,CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F01.png,F01,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/002_m_axe_stump_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"444,0,887,444",532fdb022f44b573c4f69a6b69fbcbfeb873e58a35992f9a048e887a4a88b60e,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.6209, ""nonzero_pixels"": 55894, ""empty_frame"": false, ""bbox"": [0, 27, 384, 384], ""touches_edge"": {""left"": true, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
2,m_axe_stump,s_mon_axe_stump,CAST_VFX,NEW_ART,CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F02.png,F02,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/002_m_axe_stump_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"887,0,1330,444",1ef1d114d6a1312994c0add9eed8af1915bd0a986a551945230d968180e41e55,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.5297, ""nonzero_pixels"": 69355, ""empty_frame"": false, ""bbox"": [0, 18, 384, 384], ""touches_edge"": {""left"": true, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
2,m_axe_stump,s_mon_axe_stump,CAST_VFX,NEW_ART,CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F03.png,F03,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/002_m_axe_stump_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"1330,0,1774,444",f62ac75e2f036504192cdc3c2f8b4cbe7ca66c3ce9a8eaa1b01fb752cc378f8f,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.4837, ""nonzero_pixels"": 76130, ""empty_frame"": false, ""bbox"": [0, 16, 375, 384], ""touches_edge"": {""left"": true, ""top"": false, ""right"": false, ""bottom"": true}}",PASS,PENDING
2,m_axe_stump,s_mon_axe_stump,CAST_VFX,NEW_ART,CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F04.png,F04,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/002_m_axe_stump_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"0,444,444,887",a566f006a17d9e8a9b55e61de6f451aa67b34d419405d033f0139bb443b7bb69,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.4897, ""nonzero_pixels"": 75245, ""empty_frame"": false, ""bbox"": [16, 0, 384, 360], ""touches_edge"": {""left"": false, ""top"": true, ""right"": true, ""bottom"": false}}",PASS,PENDING
2,m_axe_stump,s_mon_axe_stump,CAST_VFX,NEW_ART,CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F05.png,F05,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/002_m_axe_stump_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"444,444,887,887",402be16bedba65ac6daa8600635057101cab2bf079c01e831b9d5dc1af98ff27,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.6625, ""nonzero_pixels"": 49770, ""empty_frame"": false, ""bbox"": [0, 0, 384, 384], ""touches_edge"": {""left"": true, ""top"": true, ""right"": true, ""bottom"": true}}",PASS,PENDING
2,m_axe_stump,s_mon_axe_stump,CAST_VFX,NEW_ART,CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F06.png,F06,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/002_m_axe_stump_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"887,444,1330,887",4d7bf53b1614f9fce14fa279b918af202e0174945286088c54d4b137ce338077,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.7703, ""nonzero_pixels"": 33871, ""empty_frame"": false, ""bbox"": [0, 0, 384, 384], ""touches_edge"": {""left"": true, ""top"": true, ""right"": true, ""bottom"": true}}",PASS,PENDING
2,m_axe_stump,s_mon_axe_stump,CAST_VFX,NEW_ART,CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F07.png,F07,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/002_m_axe_stump_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"1330,444,1774,887",cd7a9d9f54a3269fa9da2176b6caeb9698823a43e9a273459e6c02bfe3127d2b,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.9049, ""nonzero_pixels"": 14017, ""empty_frame"": false, ""bbox"": [0, 0, 382, 384], ""touches_edge"": {""left"": true, ""top"": true, ""right"": false, ""bottom"": true}}",PASS,PENDING
2,m_axe_stump,s_mon_axe_stump,ICON,NEW_ART,ICON/002_m_axe_stump_s_mon_axe_stump_ICON.png,ICON,1,256x256 RGBA,static,static,static,ui,generated_sheet_split,monsters/002_m_axe_stump_엑스텀프/SOURCE_SHEETS/icon_sheet.png,"444,0,887,444",182c9fdde631482a09eb6e915e55e88c26e4002e1dcdfc0da033d5925c26f1a1,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.3833, ""nonzero_pixels"": 40413, ""empty_frame"": false, ""bbox"": [8, 20, 253, 254], ""touches_edge"": {""left"": false, ""top"": false, ""right"": false, ""bottom"": false}}",PASS,PENDING
3,m_dark_axe_stump,s_mon_dark_axe_stump,CAST_VFX,NEW_ART,CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F00.png,F00,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/003_m_dark_axe_stump_다크_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"0,0,444,444",6f4b132e8bd9e2b93da0f056fca3bfe0a76e60b6da35af4211cc783f4491b776,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 253, ""transparent_pixel_ratio"": 0.6448, ""nonzero_pixels"": 52378, ""empty_frame"": false, ""bbox"": [0, 13, 384, 384], ""touches_edge"": {""left"": true, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
3,m_dark_axe_stump,s_mon_dark_axe_stump,CAST_VFX,NEW_ART,CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F01.png,F01,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/003_m_dark_axe_stump_다크_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"444,0,887,444",b5b7c234d99532d7bc22d7a65a455a99dc2dc86fc2c56a70228de5f28d7baa9e,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.6055, ""nonzero_pixels"": 58173, ""empty_frame"": false, ""bbox"": [0, 6, 384, 384], ""touches_edge"": {""left"": true, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
3,m_dark_axe_stump,s_mon_dark_axe_stump,CAST_VFX,NEW_ART,CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F02.png,F02,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/003_m_dark_axe_stump_다크_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"887,0,1330,444",fa1afebed8523e5bb1a2cd05b2d47c9edc21fd343922cf0fb6a968042b1160d4,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.5358, ""nonzero_pixels"": 68446, ""empty_frame"": false, ""bbox"": [0, 8, 384, 384], ""touches_edge"": {""left"": true, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
3,m_dark_axe_stump,s_mon_dark_axe_stump,CAST_VFX,NEW_ART,CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F03.png,F03,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/003_m_dark_axe_stump_다크_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"1330,0,1774,444",0a22e9519a99082b409b8e9a1d8cf0d8b599d29b5d3f711643db4e682f592354,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.4689, ""nonzero_pixels"": 78320, ""empty_frame"": false, ""bbox"": [0, 7, 383, 384], ""touches_edge"": {""left"": true, ""top"": false, ""right"": false, ""bottom"": true}}",PASS,PENDING
3,m_dark_axe_stump,s_mon_dark_axe_stump,CAST_VFX,NEW_ART,CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F04.png,F04,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/003_m_dark_axe_stump_다크_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"0,444,444,887",4965b08a07c8c76a51c087dd341209a0c25354ea8cf0e37b6dd44eb5418d1668,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.357, ""nonzero_pixels"": 94819, ""empty_frame"": false, ""bbox"": [0, 0, 384, 384], ""touches_edge"": {""left"": true, ""top"": true, ""right"": true, ""bottom"": true}}",PASS,PENDING
3,m_dark_axe_stump,s_mon_dark_axe_stump,CAST_VFX,NEW_ART,CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F05.png,F05,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/003_m_dark_axe_stump_다크_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"444,444,887,887",22a9adef16b49b9818cf31c79010386447eca8e31c4950bec94f2b20d7518991,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.4675, ""nonzero_pixels"": 78517, ""empty_frame"": false, ""bbox"": [0, 0, 384, 384], ""touches_edge"": {""left"": true, ""top"": true, ""right"": true, ""bottom"": true}}",PASS,PENDING
3,m_dark_axe_stump,s_mon_dark_axe_stump,CAST_VFX,NEW_ART,CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F06.png,F06,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/003_m_dark_axe_stump_다크_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"887,444,1330,887",6ab38e24811be0fbfe9761c729e10e8b73c869f724153c914454af51d6318e39,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.5551, ""nonzero_pixels"": 65603, ""empty_frame"": false, ""bbox"": [0, 0, 384, 384], ""touches_edge"": {""left"": true, ""top"": true, ""right"": true, ""bottom"": true}}",PASS,PENDING
3,m_dark_axe_stump,s_mon_dark_axe_stump,CAST_VFX,NEW_ART,CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F07.png,F07,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/003_m_dark_axe_stump_다크_엑스텀프/SOURCE_SHEETS/cast_vfx_sheet.png,"1330,444,1774,887",a1d0222911a0a59a696ef242fc49cdfc90009ce0625f2ba885c47892184dd521,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 253, ""transparent_pixel_ratio"": 0.6845, ""nonzero_pixels"": 46521, ""empty_frame"": false, ""bbox"": [0, 0, 372, 370], ""touches_edge"": {""left"": true, ""top"": true, ""right"": false, ""bottom"": false}}",PASS,PENDING
3,m_dark_axe_stump,s_mon_dark_axe_stump,ICON,NEW_ART,ICON/003_m_dark_axe_stump_s_mon_dark_axe_stump_ICON.png,ICON,1,256x256 RGBA,static,static,static,ui,generated_sheet_split,monsters/003_m_dark_axe_stump_다크_엑스텀프/SOURCE_SHEETS/icon_sheet.png,"887,0,1330,444",10719c46c2d26d28db8a0e0fc2a548c2560fa73620c943867a9004badea35545,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.3369, ""nonzero_pixels"": 43458, ""empty_frame"": false, ""bbox"": [1, 21, 253, 256], ""touches_edge"": {""left"": false, ""top"": false, ""right"": false, ""bottom"": true}}",PASS,PENDING
4,m_wild_boar,s_mon_wild_boar,CAST_VFX,NEW_ART,CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F00.png,F00,8,256x256 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/004_m_wild_boar_와일드보어/SOURCE_SHEETS/cast_vfx_sheet.png,"0,0,444,444",a56b3cc73c2f05410446e4b62d421ba7f8e6204743a59a136c5a94ab8d1c891a,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.8585, ""nonzero_pixels"": 9272, ""empty_frame"": false, ""bbox"": [14, 20, 256, 251], ""touches_edge"": {""left"": false, ""top"": false, ""right"": true, ""bottom"": false}}",PASS,PENDING
4,m_wild_boar,s_mon_wild_boar,CAST_VFX,NEW_ART,CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F01.png,F01,8,256x256 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/004_m_wild_boar_와일드보어/SOURCE_SHEETS/cast_vfx_sheet.png,"444,0,887,444",9ed370c0e8297eec14b82f46930a3b1ef3470a3f63229c3d8a65e7d00d1c85d7,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.7771, ""nonzero_pixels"": 14606, ""empty_frame"": false, ""bbox"": [0, 11, 256, 256], ""touches_edge"": {""left"": true, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
4,m_wild_boar,s_mon_wild_boar,CAST_VFX,NEW_ART,CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F02.png,F02,8,256x256 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/004_m_wild_boar_와일드보어/SOURCE_SHEETS/cast_vfx_sheet.png,"887,0,1330,444",6c421a28b3a2aa9a17c112eda51c34e375df7845a9f1490894174f3c77270ac4,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.6378, ""nonzero_pixels"": 23736, ""empty_frame"": false, ""bbox"": [1, 12, 256, 256], ""touches_edge"": {""left"": false, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
4,m_wild_boar,s_mon_wild_boar,CAST_VFX,NEW_ART,CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F03.png,F03,8,256x256 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/004_m_wild_boar_와일드보어/SOURCE_SHEETS/cast_vfx_sheet.png,"1330,0,1774,444",797ff9ede453d61a197c88fd0ff35a7d5c7a809065e08a2dfd21e1e7725b3bb7,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.4763, ""nonzero_pixels"": 34321, ""empty_frame"": false, ""bbox"": [0, 18, 246, 256], ""touches_edge"": {""left"": true, ""top"": false, ""right"": false, ""bottom"": true}}",PASS,PENDING
4,m_wild_boar,s_mon_wild_boar,CAST_VFX,NEW_ART,CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F04.png,F04,8,256x256 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/004_m_wild_boar_와일드보어/SOURCE_SHEETS/cast_vfx_sheet.png,"0,444,444,887",b75cb59d6eea0d95e7e6c292ac34e5ed79885b320869d1c2ff16b2bdd8c4c26e,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.6439, ""nonzero_pixels"": 23340, ""empty_frame"": false, ""bbox"": [19, 14, 256, 240], ""touches_edge"": {""left"": false, ""top"": false, ""right"": true, ""bottom"": false}}",PASS,PENDING
4,m_wild_boar,s_mon_wild_boar,CAST_VFX,NEW_ART,CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F05.png,F05,8,256x256 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/004_m_wild_boar_와일드보어/SOURCE_SHEETS/cast_vfx_sheet.png,"444,444,887,887",9a0c5d4257f7624c8c62c4df571dc3f9cc504613e4fba33dda2a82a12ce9343e,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.7439, ""nonzero_pixels"": 16783, ""empty_frame"": false, ""bbox"": [0, 0, 256, 241], ""touches_edge"": {""left"": true, ""top"": true, ""right"": true, ""bottom"": false}}",PASS,PENDING
4,m_wild_boar,s_mon_wild_boar,CAST_VFX,NEW_ART,CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F06.png,F06,8,256x256 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/004_m_wild_boar_와일드보어/SOURCE_SHEETS/cast_vfx_sheet.png,"887,444,1330,887",fc80d46172986057a9276ea6a59b2eabfd549a5f8b99fcfb444dfb96b84373ba,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.8202, ""nonzero_pixels"": 11786, ""empty_frame"": false, ""bbox"": [1, 0, 256, 256], ""touches_edge"": {""left"": false, ""top"": true, ""right"": true, ""bottom"": true}}",PASS,PENDING
4,m_wild_boar,s_mon_wild_boar,CAST_VFX,NEW_ART,CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F07.png,F07,8,256x256 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/004_m_wild_boar_와일드보어/SOURCE_SHEETS/cast_vfx_sheet.png,"1330,444,1774,887",3a3e3b2b8d3f9c69df227261bdf6e2ec4df8b8e895f5d4b6cf477a0ee984ed84,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.9288, ""nonzero_pixels"": 4664, ""empty_frame"": false, ""bbox"": [0, 0, 253, 242], ""touches_edge"": {""left"": true, ""top"": true, ""right"": false, ""bottom"": false}}",PASS,PENDING
4,m_wild_boar,s_mon_wild_boar,ICON,NEW_ART,ICON/004_m_wild_boar_s_mon_wild_boar_ICON.png,ICON,1,256x256 RGBA,static,static,static,ui,generated_sheet_split,monsters/004_m_wild_boar_와일드보어/SOURCE_SHEETS/icon_sheet.png,"1330,0,1774,444",188f5e83cffd069c055154686055a8c383d81feb5d58efed986da1bedde93203,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.3659, ""nonzero_pixels"": 41556, ""empty_frame"": false, ""bbox"": [3, 27, 249, 254], ""touches_edge"": {""left"": false, ""top"": false, ""right"": false, ""bottom"": false}}",PASS,PENDING
