monster_order,monster_id,monster_name,skill_id,skill_name,role,production_decision,file_relative_path,frame_index,frame_count,size,playback,runtime_use,source_monster_image,source_generated_asset,source_sheet_relative,split_coords,rgba_check,alpha_check,blank_check,edge_touch_check,text_intrusion_check,role_match_check,user_art_approval
002,m_dark_jr_yeti,다크 주니어 예티,s_mon_dark_jr_yeti,검은 설원의 은폐,REFERENCE_VFX,NEW_ART,REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F02.png,2,6,256x256,0.10s non-loop preview-only,false,../clean_refs/monster_dark_jr_yeti.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_game_2_batch_2.png,SOURCE_SHEETS/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_SHEET.png,"(1024, 0, 1536, 512)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
002,m_dark_jr_yeti,다크 주니어 예티,s_mon_dark_jr_yeti,검은 설원의 은폐,REFERENCE_VFX,NEW_ART,REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F03.png,3,6,256x256,0.10s non-loop preview-only,false,../clean_refs/monster_dark_jr_yeti.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_game_2_batch_2.png,SOURCE_SHEETS/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_SHEET.png,"(0, 512, 512, 1024)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
002,m_dark_jr_yeti,다크 주니어 예티,s_mon_dark_jr_yeti,검은 설원의 은폐,REFERENCE_VFX,NEW_ART,REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F04.png,4,6,256x256,0.10s non-loop preview-only,false,../clean_refs/monster_dark_jr_yeti.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_game_2_batch_2.png,SOURCE_SHEETS/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_SHEET.png,"(512, 512, 1024, 1024)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
002,m_dark_jr_yeti,다크 주니어 예티,s_mon_dark_jr_yeti,검은 설원의 은폐,REFERENCE_VFX,NEW_ART,REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F05.png,5,6,256x256,0.10s non-loop preview-only,false,../clean_refs/monster_dark_jr_yeti.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_game_2_batch_2.png,SOURCE_SHEETS/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_SHEET.png,"(1024, 512, 1536, 1024)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,ICON,NEW_ART,ICON/003_m_hector_s_mon_hector_ICON.png,,1,256x256,static,ui,../clean_refs/monster_hector.png,ghostwriter_images/generated/a_detailed_illustration_on_a_transparent_backgroun_8_batch_3.png,none,none,PASS,PASS,PASS,PASS,NOT_CHECKED,PASS_MANUAL,PENDING
003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,CAST_VFX,NEW_ART,CAST/003_m_hector_s_mon_hector_CAST_F00.png,0,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_hector.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_style_3_batch_3.png,SOURCE_SHEETS/003_m_hector_s_mon_hector_CAST_SHEET.png,"(0, 0, 444, 444)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,CAST_VFX,NEW_ART,CAST/003_m_hector_s_mon_hector_CAST_F01.png,1,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_hector.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_style_3_batch_3.png,SOURCE_SHEETS/003_m_hector_s_mon_hector_CAST_SHEET.png,"(444, 0, 888, 444)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,CAST_VFX,NEW_ART,CAST/003_m_hector_s_mon_hector_CAST_F02.png,2,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_hector.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_style_3_batch_3.png,SOURCE_SHEETS/003_m_hector_s_mon_hector_CAST_SHEET.png,"(888, 0, 1332, 444)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,CAST_VFX,NEW_ART,CAST/003_m_hector_s_mon_hector_CAST_F03.png,3,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_hector.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_style_3_batch_3.png,SOURCE_SHEETS/003_m_hector_s_mon_hector_CAST_SHEET.png,"(1332, 0, 1776, 444)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,CAST_VFX,NEW_ART,CAST/003_m_hector_s_mon_hector_CAST_F04.png,4,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_hector.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_style_3_batch_3.png,SOURCE_SHEETS/003_m_hector_s_mon_hector_CAST_SHEET.png,"(0, 444, 444, 888)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,CAST_VFX,NEW_ART,CAST/003_m_hector_s_mon_hector_CAST_F05.png,5,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_hector.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_style_3_batch_3.png,SOURCE_SHEETS/003_m_hector_s_mon_hector_CAST_SHEET.png,"(444, 444, 888, 888)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,CAST_VFX,NEW_ART,CAST/003_m_hector_s_mon_hector_CAST_F06.png,6,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_hector.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_style_3_batch_3.png,SOURCE_SHEETS/003_m_hector_s_mon_hector_CAST_SHEET.png,"(888, 444, 1332, 888)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,CAST_VFX,NEW_ART,CAST/003_m_hector_s_mon_hector_CAST_F07.png,7,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_hector.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_style_3_batch_3.png,SOURCE_SHEETS/003_m_hector_s_mon_hector_CAST_SHEET.png,"(1332, 444, 1776, 888)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,ICON,NEW_ART,ICON/004_m_white_fang_s_mon_white_fang_ICON.png,,1,256x256,static,ui,../clean_refs/monster_white_fang.png,ghostwriter_images/generated/a_high_detail_fantasy_game_style_icon_illustration_9_batch_4.png,none,none,PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,CAST_VFX,NEW_ART,CAST/004_m_white_fang_s_mon_white_fang_CAST_F00.png,0,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_white_fang.png,ghostwriter_images/generated/a_high_resolution_game_art_style_spritesheet_asse_4_batch_4.png,SOURCE_SHEETS/004_m_white_fang_s_mon_white_fang_CAST_SHEET.png,"(0, 0, 444, 444)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,CAST_VFX,NEW_ART,CAST/004_m_white_fang_s_mon_white_fang_CAST_F01.png,1,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_white_fang.png,ghostwriter_images/generated/a_high_resolution_game_art_style_spritesheet_asse_4_batch_4.png,SOURCE_SHEETS/004_m_white_fang_s_mon_white_fang_CAST_SHEET.png,"(444, 0, 888, 444)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,CAST_VFX,NEW_ART,CAST/004_m_white_fang_s_mon_white_fang_CAST_F02.png,2,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_white_fang.png,ghostwriter_images/generated/a_high_resolution_game_art_style_spritesheet_asse_4_batch_4.png,SOURCE_SHEETS/004_m_white_fang_s_mon_white_fang_CAST_SHEET.png,"(888, 0, 1332, 444)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,CAST_VFX,NEW_ART,CAST/004_m_white_fang_s_mon_white_fang_CAST_F03.png,3,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_white_fang.png,ghostwriter_images/generated/a_high_resolution_game_art_style_spritesheet_asse_4_batch_4.png,SOURCE_SHEETS/004_m_white_fang_s_mon_white_fang_CAST_SHEET.png,"(1332, 0, 1776, 444)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,CAST_VFX,NEW_ART,CAST/004_m_white_fang_s_mon_white_fang_CAST_F04.png,4,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_white_fang.png,ghostwriter_images/generated/a_high_resolution_game_art_style_spritesheet_asse_4_batch_4.png,SOURCE_SHEETS/004_m_white_fang_s_mon_white_fang_CAST_SHEET.png,"(0, 444, 444, 888)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,CAST_VFX,NEW_ART,CAST/004_m_white_fang_s_mon_white_fang_CAST_F05.png,5,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_white_fang.png,ghostwriter_images/generated/a_high_resolution_game_art_style_spritesheet_asse_4_batch_4.png,SOURCE_SHEETS/004_m_white_fang_s_mon_white_fang_CAST_SHEET.png,"(444, 444, 888, 888)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,CAST_VFX,NEW_ART,CAST/004_m_white_fang_s_mon_white_fang_CAST_F06.png,6,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_white_fang.png,ghostwriter_images/generated/a_high_resolution_game_art_style_spritesheet_asse_4_batch_4.png,SOURCE_SHEETS/004_m_white_fang_s_mon_white_fang_CAST_SHEET.png,"(888, 444, 1332, 888)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,CAST_VFX,NEW_ART,CAST/004_m_white_fang_s_mon_white_fang_CAST_F07.png,7,8,384x384,0.10s non-loop one-shot,true,../clean_refs/monster_white_fang.png,ghostwriter_images/generated/a_high_resolution_game_art_style_spritesheet_asse_4_batch_4.png,SOURCE_SHEETS/004_m_white_fang_s_mon_white_fang_CAST_SHEET.png,"(1332, 444, 1776, 888)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,ICON,NEW_ART,ICON/005_m_snow_witch_s_mon_snow_witch_ICON.png,,1,256x256,static,ui,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_high_resolution_stylized_fantasy_magical_icon_i_10_batch_5.png,none,none,PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,CAST_VFX,NEW_ART,CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F00.png,0,12,512x512,0.08s non-loop one-shot,true,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_vfx_5_batch_5.png,SOURCE_SHEETS/005_m_snow_witch_s_mon_snow_witch_CAST_SHEET.png,"(0, 0, 362, 362)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,CAST_VFX,NEW_ART,CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F01.png,1,12,512x512,0.08s non-loop one-shot,true,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_vfx_5_batch_5.png,SOURCE_SHEETS/005_m_snow_witch_s_mon_snow_witch_CAST_SHEET.png,"(362, 0, 724, 362)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,CAST_VFX,NEW_ART,CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F02.png,2,12,512x512,0.08s non-loop one-shot,true,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_vfx_5_batch_5.png,SOURCE_SHEETS/005_m_snow_witch_s_mon_snow_witch_CAST_SHEET.png,"(724, 0, 1086, 362)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,CAST_VFX,NEW_ART,CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F03.png,3,12,512x512,0.08s non-loop one-shot,true,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_vfx_5_batch_5.png,SOURCE_SHEETS/005_m_snow_witch_s_mon_snow_witch_CAST_SHEET.png,"(1086, 0, 1448, 362)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,CAST_VFX,NEW_ART,CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F04.png,4,12,512x512,0.08s non-loop one-shot,true,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_vfx_5_batch_5.png,SOURCE_SHEETS/005_m_snow_witch_s_mon_snow_witch_CAST_SHEET.png,"(0, 362, 362, 724)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,CAST_VFX,NEW_ART,CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F05.png,5,12,512x512,0.08s non-loop one-shot,true,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_vfx_5_batch_5.png,SOURCE_SHEETS/005_m_snow_witch_s_mon_snow_witch_CAST_SHEET.png,"(362, 362, 724, 724)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,CAST_VFX,NEW_ART,CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F06.png,6,12,512x512,0.08s non-loop one-shot,true,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_vfx_5_batch_5.png,SOURCE_SHEETS/005_m_snow_witch_s_mon_snow_witch_CAST_SHEET.png,"(724, 362, 1086, 724)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,CAST_VFX,NEW_ART,CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F07.png,7,12,512x512,0.08s non-loop one-shot,true,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_vfx_5_batch_5.png,SOURCE_SHEETS/005_m_snow_witch_s_mon_snow_witch_CAST_SHEET.png,"(1086, 362, 1448, 724)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,CAST_VFX,NEW_ART,CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F08.png,8,12,512x512,0.08s non-loop one-shot,true,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_vfx_5_batch_5.png,SOURCE_SHEETS/005_m_snow_witch_s_mon_snow_witch_CAST_SHEET.png,"(0, 724, 362, 1086)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,CAST_VFX,NEW_ART,CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F09.png,9,12,512x512,0.08s non-loop one-shot,true,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_vfx_5_batch_5.png,SOURCE_SHEETS/005_m_snow_witch_s_mon_snow_witch_CAST_SHEET.png,"(362, 724, 724, 1086)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,CAST_VFX,NEW_ART,CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F10.png,10,12,512x512,0.08s non-loop one-shot,true,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_vfx_5_batch_5.png,SOURCE_SHEETS/005_m_snow_witch_s_mon_snow_witch_CAST_SHEET.png,"(724, 724, 1086, 1086)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
005,m_snow_witch,설산의 마녀,s_mon_snow_witch,추방자의 눈보라,CAST_VFX,NEW_ART,CAST/005_m_snow_witch_s_mon_snow_witch_CAST_F11.png,11,12,512x512,0.08s non-loop one-shot,true,../clean_refs/monster_snow_witch.png,ghostwriter_images/generated/a_clean_transparent_background_sprite_sheet_vfx_5_batch_5.png,SOURCE_SHEETS/005_m_snow_witch_s_mon_snow_witch_CAST_SHEET.png,"(1086, 724, 1448, 1086)",PASS,PASS,PASS,WARN_EDGE_TOUCH,NOT_CHECKED,PASS_MANUAL,PENDING
