area_id,monster_id,skill_id,role,source,relative_path,issue,content_status,style_status,required_action,reason,changes_original_art
area_01,m_mushmom,s_mon_mushmom,ICON,PREVIOUS_MECHANICAL_AUDIT_REUSED,ICON/004_m_mushmom_s_mon_mushmom_ICON.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_mushmom_s_mon_mushmom_CAST_F00.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_mushmom_s_mon_mushmom_CAST_F01.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_mushmom_s_mon_mushmom_CAST_F02.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_mushmom_s_mon_mushmom_CAST_F03.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_mushmom_s_mon_mushmom_CAST_F04.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_mushmom_s_mon_mushmom_CAST_F05.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_mushmom_s_mon_mushmom_CAST_F06.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_mushmom_s_mon_mushmom_CAST_F07.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_mushmom_s_mon_mushmom_CAST_F08.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_mushmom_s_mon_mushmom_CAST_F09.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_mushmom_s_mon_mushmom_CAST_F10.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_mushmom_s_mon_mushmom_CAST_F11.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_horny_mushroom,s_mon_horny_mushroom,ICON,PREVIOUS_MECHANICAL_AUDIT_REUSED,ICON/005_m_horny_mushroom_s_mon_horny_mushroom_ICON.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_horny_mushroom,s_mon_horny_mushroom,REFERENCE_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F00.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_horny_mushroom,s_mon_horny_mushroom,REFERENCE_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F01.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_horny_mushroom,s_mon_horny_mushroom,REFERENCE_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F02.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_horny_mushroom,s_mon_horny_mushroom,REFERENCE_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F03.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_horny_mushroom,s_mon_horny_mushroom,REFERENCE_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F04.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,m_horny_mushroom,s_mon_horny_mushroom,REFERENCE_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F05.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F00.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F01.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F02.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F03.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F04.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F05.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F06.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F07.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_mushroom_주황_버섯/ICON/003_m_mushroom_s_mon_mushroom_ICON.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F00.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F01.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F02.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F03.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F04.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F05.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F06.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F07.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F08.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F09.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F10.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F11.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_mushmom_머쉬맘/ICON/004_m_mushmom_s_mon_mushmom_ICON.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_horny_mushroom_뿔버섯/ICON/005_m_horny_mushroom_s_mon_horny_mushroom_ICON.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F00.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F01.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F02.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F03.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F04.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_01,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F05.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_02,,,MANIFEST,PREVIOUS_MECHANICAL_AUDIT_REUSED,OUTPUT_MANIFEST.csv,"canonical per-file columns missing: area_id, area_name, monster_name, skill_name, skill_type",NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,MANIFEST,PREVIOUS_MECHANICAL_AUDIT_REUSED,OUTPUT_MANIFEST.csv,"canonical per-file columns missing: area_id, area_name, effect_role, frame_index, relative_path, sha256, skill_type, work_order",NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_dark_stump,s_mon_dark_stump,ICON,PREVIOUS_MECHANICAL_AUDIT_REUSED,ICON/002_m_dark_stump_s_mon_dark_stump_ICON.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_dark_stump,s_mon_dark_stump,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F00.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_dark_stump,s_mon_dark_stump,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F01.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
