area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,role,production_decision,relative_path,frame_index,frame_count,width,height,frame_seconds,playback,runtime_use,source_sheet,split_box,validation,user_art_approval
area_13,니할 사막,004,m_sand_dwarf,모래난쟁이,s_mon_sand_dwarf,사막 대장장이의 체력,패시브,REFERENCE_VFX,NEW_ART,REFERENCE/004_m_sand_dwarf_s_mon_sand_dwarf_REFERENCE_F03.png,F03,6,256,256,0.10,preview-only non-loop,false,SOURCE_SHEETS/004_m_sand_dwarf_s_mon_sand_dwarf_REFERENCE_SOURCE_SHEET.png,"[0, 256, 256, 512]",PASS,PENDING
area_13,니할 사막,004,m_sand_dwarf,모래난쟁이,s_mon_sand_dwarf,사막 대장장이의 체력,패시브,REFERENCE_VFX,NEW_ART,REFERENCE/004_m_sand_dwarf_s_mon_sand_dwarf_REFERENCE_F04.png,F04,6,256,256,0.10,preview-only non-loop,false,SOURCE_SHEETS/004_m_sand_dwarf_s_mon_sand_dwarf_REFERENCE_SOURCE_SHEET.png,"[256, 256, 512, 512]",PASS,PENDING
area_13,니할 사막,004,m_sand_dwarf,모래난쟁이,s_mon_sand_dwarf,사막 대장장이의 체력,패시브,REFERENCE_VFX,NEW_ART,REFERENCE/004_m_sand_dwarf_s_mon_sand_dwarf_REFERENCE_F05.png,F05,6,256,256,0.10,preview-only non-loop,false,SOURCE_SHEETS/004_m_sand_dwarf_s_mon_sand_dwarf_REFERENCE_SOURCE_SHEET.png,"[512, 256, 768, 512]",PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,ICON,NEW_ART,ICON/005_m_deo_s_mon_deo_ICON.png,ICON,1,256,256,static,static,ui,,,PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,CAST_VFX,NEW_ART,CAST/005_m_deo_s_mon_deo_CAST_F00.png,F00,12,512,512,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_deo_s_mon_deo_CAST_SOURCE_SHEET.png,"[0, 0, 512, 512]",PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,CAST_VFX,NEW_ART,CAST/005_m_deo_s_mon_deo_CAST_F01.png,F01,12,512,512,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_deo_s_mon_deo_CAST_SOURCE_SHEET.png,"[512, 0, 1024, 512]",PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,CAST_VFX,NEW_ART,CAST/005_m_deo_s_mon_deo_CAST_F02.png,F02,12,512,512,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_deo_s_mon_deo_CAST_SOURCE_SHEET.png,"[1024, 0, 1536, 512]",PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,CAST_VFX,NEW_ART,CAST/005_m_deo_s_mon_deo_CAST_F03.png,F03,12,512,512,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_deo_s_mon_deo_CAST_SOURCE_SHEET.png,"[1536, 0, 2048, 512]",PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,CAST_VFX,NEW_ART,CAST/005_m_deo_s_mon_deo_CAST_F04.png,F04,12,512,512,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_deo_s_mon_deo_CAST_SOURCE_SHEET.png,"[0, 512, 512, 1024]",PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,CAST_VFX,NEW_ART,CAST/005_m_deo_s_mon_deo_CAST_F05.png,F05,12,512,512,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_deo_s_mon_deo_CAST_SOURCE_SHEET.png,"[512, 512, 1024, 1024]",PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,CAST_VFX,NEW_ART,CAST/005_m_deo_s_mon_deo_CAST_F06.png,F06,12,512,512,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_deo_s_mon_deo_CAST_SOURCE_SHEET.png,"[1024, 512, 1536, 1024]",PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,CAST_VFX,NEW_ART,CAST/005_m_deo_s_mon_deo_CAST_F07.png,F07,12,512,512,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_deo_s_mon_deo_CAST_SOURCE_SHEET.png,"[1536, 512, 2048, 1024]",PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,CAST_VFX,NEW_ART,CAST/005_m_deo_s_mon_deo_CAST_F08.png,F08,12,512,512,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_deo_s_mon_deo_CAST_SOURCE_SHEET.png,"[0, 1024, 512, 1536]",PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,CAST_VFX,NEW_ART,CAST/005_m_deo_s_mon_deo_CAST_F09.png,F09,12,512,512,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_deo_s_mon_deo_CAST_SOURCE_SHEET.png,"[512, 1024, 1024, 1536]",PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,CAST_VFX,NEW_ART,CAST/005_m_deo_s_mon_deo_CAST_F10.png,F10,12,512,512,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_deo_s_mon_deo_CAST_SOURCE_SHEET.png,"[1024, 1024, 1536, 1536]",PASS,PENDING
area_13,니할 사막,005,m_deo,데우,s_mon_deo,잠든 선인장의 폭발,액티브,CAST_VFX,NEW_ART,CAST/005_m_deo_s_mon_deo_CAST_F11.png,F11,12,512,512,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_deo_s_mon_deo_CAST_SOURCE_SHEET.png,"[1536, 1024, 2048, 1536]",PASS,PENDING
