monster_id,monster_name,skill_id,skill_name,skill_type,role,decision,runtime_use,relative_path,frame_index,frame_count,canvas,frame_seconds,playback_mode,source_sheet,split_coordinates,check_mode,check_size,check_alpha,check_empty,check_text,check_crop,user_art_approval
m_peach_monkey,원공,s_mon_peach_monkey,천도 투척,액티브,CAST,NEW_ART,True,CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F03.png,F03,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/003_m_peach_monkey_s_mon_peach_monkey_CAST_SOURCE.png,"(1152, 0, 1536, 384)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_peach_monkey,원공,s_mon_peach_monkey,천도 투척,액티브,CAST,NEW_ART,True,CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F04.png,F04,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/003_m_peach_monkey_s_mon_peach_monkey_CAST_SOURCE.png,"(0, 384, 384, 768)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_peach_monkey,원공,s_mon_peach_monkey,천도 투척,액티브,CAST,NEW_ART,True,CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F05.png,F05,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/003_m_peach_monkey_s_mon_peach_monkey_CAST_SOURCE.png,"(384, 384, 768, 768)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_peach_monkey,원공,s_mon_peach_monkey,천도 투척,액티브,CAST,NEW_ART,True,CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F06.png,F06,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/003_m_peach_monkey_s_mon_peach_monkey_CAST_SOURCE.png,"(768, 384, 1152, 768)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_peach_monkey,원공,s_mon_peach_monkey,천도 투척,액티브,CAST,NEW_ART,True,CAST/003_m_peach_monkey_s_mon_peach_monkey_CAST_F07.png,F07,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/003_m_peach_monkey_s_mon_peach_monkey_CAST_SOURCE.png,"(1152, 384, 1536, 768)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_peach_monkey,원공,s_mon_peach_monkey,천도 투척,액티브,ICON,NEW_ART,True,ICON/003_m_peach_monkey_s_mon_peach_monkey_ICON.png,ICON,1,256x256 RGBA,static,static,SOURCE_SHEETS/003_m_peach_monkey_s_mon_peach_monkey_ICON_SOURCE.png,resized whole image to 256x256,RGBA,256x256,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_peach_monkey,원공,s_mon_peach_monkey,천도 투척,액티브,PROJECTILE,NEW_ART,True,PROJECTILE/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_F00.png,F00,4,384x384 RGBA,0.08,non-loop complete playback within 0.35s entity lifetime,SOURCE_SHEETS/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_SOURCE.png,"(0, 0, 384, 384)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_peach_monkey,원공,s_mon_peach_monkey,천도 투척,액티브,PROJECTILE,NEW_ART,True,PROJECTILE/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_F01.png,F01,4,384x384 RGBA,0.08,non-loop complete playback within 0.35s entity lifetime,SOURCE_SHEETS/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_SOURCE.png,"(384, 0, 768, 384)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_peach_monkey,원공,s_mon_peach_monkey,천도 투척,액티브,PROJECTILE,NEW_ART,True,PROJECTILE/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_F02.png,F02,4,384x384 RGBA,0.08,non-loop complete playback within 0.35s entity lifetime,SOURCE_SHEETS/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_SOURCE.png,"(0, 384, 384, 768)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_peach_monkey,원공,s_mon_peach_monkey,천도 투척,액티브,PROJECTILE,NEW_ART,True,PROJECTILE/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_F03.png,F03,4,384x384 RGBA,0.08,non-loop complete playback within 0.35s entity lifetime,SOURCE_SHEETS/003_m_peach_monkey_s_mon_peach_monkey_PROJECTILE_SOURCE.png,"(384, 384, 768, 768)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_straw_dummy,수련용 짚인형,s_mon_straw_dummy,짚단 균형감각,패시브,ICON,NEW_ART,True,ICON/001_m_straw_dummy_s_mon_straw_dummy_ICON.png,ICON,1,256x256 RGBA,static,static,SOURCE_SHEETS/001_m_straw_dummy_s_mon_straw_dummy_ICON_SOURCE.png,resized whole image to 256x256,RGBA,256x256,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_straw_dummy,수련용 짚인형,s_mon_straw_dummy,짚단 균형감각,패시브,REFERENCE,NEW_ART,True,REFERENCE/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_F00.png,F00,6,256x256 RGBA,0.10,preview-only non-loop,SOURCE_SHEETS/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_SOURCE.png,"(0, 0, 256, 256)",RGBA,256x256,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_straw_dummy,수련용 짚인형,s_mon_straw_dummy,짚단 균형감각,패시브,REFERENCE,NEW_ART,True,REFERENCE/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_F01.png,F01,6,256x256 RGBA,0.10,preview-only non-loop,SOURCE_SHEETS/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_SOURCE.png,"(256, 0, 512, 256)",RGBA,256x256,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_straw_dummy,수련용 짚인형,s_mon_straw_dummy,짚단 균형감각,패시브,REFERENCE,NEW_ART,True,REFERENCE/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_F02.png,F02,6,256x256 RGBA,0.10,preview-only non-loop,SOURCE_SHEETS/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_SOURCE.png,"(512, 0, 768, 256)",RGBA,256x256,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_straw_dummy,수련용 짚인형,s_mon_straw_dummy,짚단 균형감각,패시브,REFERENCE,NEW_ART,True,REFERENCE/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_F03.png,F03,6,256x256 RGBA,0.10,preview-only non-loop,SOURCE_SHEETS/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_SOURCE.png,"(0, 256, 256, 512)",RGBA,256x256,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_straw_dummy,수련용 짚인형,s_mon_straw_dummy,짚단 균형감각,패시브,REFERENCE,NEW_ART,True,REFERENCE/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_F04.png,F04,6,256x256 RGBA,0.10,preview-only non-loop,SOURCE_SHEETS/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_SOURCE.png,"(256, 256, 512, 512)",RGBA,256x256,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_straw_dummy,수련용 짚인형,s_mon_straw_dummy,짚단 균형감각,패시브,REFERENCE,NEW_ART,True,REFERENCE/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_F05.png,F05,6,256x256 RGBA,0.10,preview-only non-loop,SOURCE_SHEETS/001_m_straw_dummy_s_mon_straw_dummy_REFERENCE_SOURCE.png,"(512, 256, 768, 512)",RGBA,256x256,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,CAST,NEW_ART,True,CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F00.png,F00,12,512x512 RGBA,0.08,non-loop one-shot,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_CAST_SOURCE.png,"(0, 0, 512, 512)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,CAST,NEW_ART,True,CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F01.png,F01,12,512x512 RGBA,0.08,non-loop one-shot,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_CAST_SOURCE.png,"(512, 0, 1024, 512)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,CAST,NEW_ART,True,CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F02.png,F02,12,512x512 RGBA,0.08,non-loop one-shot,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_CAST_SOURCE.png,"(1024, 0, 1536, 512)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,CAST,NEW_ART,True,CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F03.png,F03,12,512x512 RGBA,0.08,non-loop one-shot,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_CAST_SOURCE.png,"(1536, 0, 2048, 512)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,CAST,NEW_ART,True,CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F04.png,F04,12,512x512 RGBA,0.08,non-loop one-shot,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_CAST_SOURCE.png,"(0, 512, 512, 1024)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,CAST,NEW_ART,True,CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F05.png,F05,12,512x512 RGBA,0.08,non-loop one-shot,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_CAST_SOURCE.png,"(512, 512, 1024, 1024)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,CAST,NEW_ART,True,CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F06.png,F06,12,512x512 RGBA,0.08,non-loop one-shot,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_CAST_SOURCE.png,"(1024, 512, 1536, 1024)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,CAST,NEW_ART,True,CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F07.png,F07,12,512x512 RGBA,0.08,non-loop one-shot,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_CAST_SOURCE.png,"(1536, 512, 2048, 1024)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,CAST,NEW_ART,True,CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F08.png,F08,12,512x512 RGBA,0.08,non-loop one-shot,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_CAST_SOURCE.png,"(0, 1024, 512, 1536)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,CAST,NEW_ART,True,CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F09.png,F09,12,512x512 RGBA,0.08,non-loop one-shot,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_CAST_SOURCE.png,"(512, 1024, 1024, 1536)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,CAST,NEW_ART,True,CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F10.png,F10,12,512x512 RGBA,0.08,non-loop one-shot,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_CAST_SOURCE.png,"(1024, 1024, 1536, 1536)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,CAST,NEW_ART,True,CAST/005_m_tae_roon_s_mon_tae_roon_CAST_F11.png,F11,12,512x512 RGBA,0.08,non-loop one-shot,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_CAST_SOURCE.png,"(1536, 1024, 2048, 1536)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,ICON,NEW_ART,True,ICON/005_m_tae_roon_s_mon_tae_roon_ICON.png,ICON,1,256x256 RGBA,static,static,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_ICON_SOURCE.png,resized whole image to 256x256,RGBA,256x256,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,PROJECTILE,NEW_ART,True,PROJECTILE/005_m_tae_roon_s_mon_tae_roon_PROJECTILE_F00.png,F00,4,512x512 RGBA,0.08,non-loop complete playback within 0.35s entity lifetime,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_PROJECTILE_SOURCE.png,"(0, 0, 512, 512)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,PROJECTILE,NEW_ART,True,PROJECTILE/005_m_tae_roon_s_mon_tae_roon_PROJECTILE_F01.png,F01,4,512x512 RGBA,0.08,non-loop complete playback within 0.35s entity lifetime,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_PROJECTILE_SOURCE.png,"(512, 0, 1024, 512)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,PROJECTILE,NEW_ART,True,PROJECTILE/005_m_tae_roon_s_mon_tae_roon_PROJECTILE_F02.png,F02,4,512x512 RGBA,0.08,non-loop complete playback within 0.35s entity lifetime,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_PROJECTILE_SOURCE.png,"(0, 512, 512, 1024)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_tae_roon,태륜,s_mon_tae_roon,태륜의 쌍권풍,액티브,PROJECTILE,NEW_ART,True,PROJECTILE/005_m_tae_roon_s_mon_tae_roon_PROJECTILE_F03.png,F03,4,512x512 RGBA,0.08,non-loop complete playback within 0.35s entity lifetime,SOURCE_SHEETS/005_m_tae_roon_s_mon_tae_roon_PROJECTILE_SOURCE.png,"(512, 512, 1024, 1024)",RGBA,512x512,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_wooden_dummy,수련용 나무인형,s_mon_wooden_dummy,목인 회전타,액티브,CAST,NEW_ART,True,CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F00.png,F00,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_SOURCE.png,"(0, 0, 384, 384)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_wooden_dummy,수련용 나무인형,s_mon_wooden_dummy,목인 회전타,액티브,CAST,NEW_ART,True,CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F01.png,F01,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_SOURCE.png,"(384, 0, 768, 384)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_wooden_dummy,수련용 나무인형,s_mon_wooden_dummy,목인 회전타,액티브,CAST,NEW_ART,True,CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F02.png,F02,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_SOURCE.png,"(768, 0, 1152, 384)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_wooden_dummy,수련용 나무인형,s_mon_wooden_dummy,목인 회전타,액티브,CAST,NEW_ART,True,CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F03.png,F03,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_SOURCE.png,"(1152, 0, 1536, 384)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_wooden_dummy,수련용 나무인형,s_mon_wooden_dummy,목인 회전타,액티브,CAST,NEW_ART,True,CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F04.png,F04,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_SOURCE.png,"(0, 384, 384, 768)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_wooden_dummy,수련용 나무인형,s_mon_wooden_dummy,목인 회전타,액티브,CAST,NEW_ART,True,CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F05.png,F05,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_SOURCE.png,"(384, 384, 768, 768)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_wooden_dummy,수련용 나무인형,s_mon_wooden_dummy,목인 회전타,액티브,CAST,NEW_ART,True,CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F06.png,F06,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_SOURCE.png,"(768, 384, 1152, 768)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_wooden_dummy,수련용 나무인형,s_mon_wooden_dummy,목인 회전타,액티브,CAST,NEW_ART,True,CAST/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_F07.png,F07,8,384x384 RGBA,0.10,non-loop one-shot,SOURCE_SHEETS/002_m_wooden_dummy_s_mon_wooden_dummy_CAST_SOURCE.png,"(1152, 384, 1536, 768)",RGBA,384x384,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
m_wooden_dummy,수련용 나무인형,s_mon_wooden_dummy,목인 회전타,액티브,ICON,NEW_ART,True,ICON/002_m_wooden_dummy_s_mon_wooden_dummy_ICON.png,ICON,1,256x256 RGBA,static,static,SOURCE_SHEETS/002_m_wooden_dummy_s_mon_wooden_dummy_ICON_SOURCE.png,resized whole image to 256x256,RGBA,256x256,PASS,PASS,VISUAL_PASS,VISUAL_PASS,PENDING
