skill,role,frame,original_path,original_sha256,candidate_path,candidate_sha256,method,reason
m_blue_snail,VFX,F01,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F01.png,cfac5775668a4cbc3538bc0bf5d3128c156420b4b10154719e7b40b2f3e954c8,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\002_m_blue_snail_파란_달팽이\VFX\002_m_blue_snail_s_mon_blue_snail_F01.png,cfac5775668a4cbc3538bc0bf5d3128c156420b4b10154719e7b40b2f3e954c8,변경 없음,기존 정상 파일 바이트 보존
m_blue_snail,VFX,F02,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F02.png,9c712f7984fa7cee2a34642bb6ea82d48e65ff40136722336230d5c108ed5cde,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\002_m_blue_snail_파란_달팽이\VFX\002_m_blue_snail_s_mon_blue_snail_F02.png,9c712f7984fa7cee2a34642bb6ea82d48e65ff40136722336230d5c108ed5cde,변경 없음,기존 정상 파일 바이트 보존
m_blue_snail,VFX,F03,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F03.png,9637aba5fa8311195959dfb12a284ce6ae384861e8b7e861b18c2a5fa9a6ff13,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\002_m_blue_snail_파란_달팽이\VFX\002_m_blue_snail_s_mon_blue_snail_F03.png,9637aba5fa8311195959dfb12a284ce6ae384861e8b7e861b18c2a5fa9a6ff13,변경 없음,기존 정상 파일 바이트 보존
m_blue_snail,VFX,F04,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F04.png,0bce8d96d2dbfc9ed65f5735bf440ff5467d1e6daddf44769af7c501530720b7,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\002_m_blue_snail_파란_달팽이\VFX\002_m_blue_snail_s_mon_blue_snail_F04.png,0bce8d96d2dbfc9ed65f5735bf440ff5467d1e6daddf44769af7c501530720b7,변경 없음,기존 정상 파일 바이트 보존
m_blue_snail,VFX,F05,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F05.png,7c711af880e09179d6e35cb0592244949ccf816ed2e0e843fb141e36b2f39d23,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\002_m_blue_snail_파란_달팽이\VFX\002_m_blue_snail_s_mon_blue_snail_F05.png,7c711af880e09179d6e35cb0592244949ccf816ed2e0e843fb141e36b2f39d23,변경 없음,기존 정상 파일 바이트 보존
m_blue_snail,VFX,F06,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F06.png,1a97d84716a4518c8af8262bb8cf503d43d9737ed0db3b262308d6a508bb0653,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\002_m_blue_snail_파란_달팽이\VFX\002_m_blue_snail_s_mon_blue_snail_F06.png,1a97d84716a4518c8af8262bb8cf503d43d9737ed0db3b262308d6a508bb0653,변경 없음,기존 정상 파일 바이트 보존
m_blue_snail,VFX,F07,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F07.png,d28d8ff99b111634ba2a755761085a260dda2100f83cf2e729812242dc98f7c1,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\002_m_blue_snail_파란_달팽이\VFX\002_m_blue_snail_s_mon_blue_snail_F07.png,d28d8ff99b111634ba2a755761085a260dda2100f83cf2e729812242dc98f7c1,변경 없음,기존 정상 파일 바이트 보존
m_blue_snail,ICON,ICON,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,defd113ea3c59d8b570f73a79533b4253b5e72f789347e13aaa6cdbfefe65d27,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\002_m_blue_snail_파란_달팽이\ICON\002_m_blue_snail_s_mon_blue_snail_ICON.png,defd113ea3c59d8b570f73a79533b4253b5e72f789347e13aaa6cdbfefe65d27,변경 없음,기존 정상 파일 바이트 보존
m_red_snail,VFX,F00,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F00.png,27d9b0dfc570f3a155a70bee2322b7729c54450512d3aa5d153d415cc3348678,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\003_m_red_snail_빨간_달팽이\VFX\003_m_red_snail_s_mon_red_snail_F00.png,27d9b0dfc570f3a155a70bee2322b7729c54450512d3aa5d153d415cc3348678,변경 없음,기존 정상 파일 바이트 보존
m_red_snail,VFX,F01,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F01.png,fb2b3172532e8aa6200c13412604e057a86501413a7038c9c48531856c94c8df,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\003_m_red_snail_빨간_달팽이\VFX\003_m_red_snail_s_mon_red_snail_F01.png,fb2b3172532e8aa6200c13412604e057a86501413a7038c9c48531856c94c8df,변경 없음,기존 정상 파일 바이트 보존
m_red_snail,VFX,F02,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F02.png,4d4c2dfe1ab765db3989b27949660c46f62a5e7cea23b74a6c3fa106882387a3,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\003_m_red_snail_빨간_달팽이\VFX\003_m_red_snail_s_mon_red_snail_F02.png,4d4c2dfe1ab765db3989b27949660c46f62a5e7cea23b74a6c3fa106882387a3,변경 없음,기존 정상 파일 바이트 보존
m_red_snail,VFX,F03,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F03.png,49b82856ad01e1a4da5f8ff71245488ce82f308f01e557afb0560cee7df0a287,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\003_m_red_snail_빨간_달팽이\VFX\003_m_red_snail_s_mon_red_snail_F03.png,49b82856ad01e1a4da5f8ff71245488ce82f308f01e557afb0560cee7df0a287,변경 없음,기존 정상 파일 바이트 보존
m_red_snail,VFX,F04,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F04.png,80630efa2f358a24d0e59981bbd309e1d8d9278fcc0fb536496cd0dab6e5fbe5,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\003_m_red_snail_빨간_달팽이\VFX\003_m_red_snail_s_mon_red_snail_F04.png,80630efa2f358a24d0e59981bbd309e1d8d9278fcc0fb536496cd0dab6e5fbe5,변경 없음,기존 정상 파일 바이트 보존
m_red_snail,VFX,F05,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F05.png,05643afdd7f9a4441b531468226ac429846f071b759c3fd598337e2114b9f21e,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\003_m_red_snail_빨간_달팽이\VFX\003_m_red_snail_s_mon_red_snail_F05.png,05643afdd7f9a4441b531468226ac429846f071b759c3fd598337e2114b9f21e,변경 없음,기존 정상 파일 바이트 보존
m_red_snail,VFX,F06,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F06.png,9bcc23d5a1035abadc431c5be975644df9021cc9401768a779c30d90baa7dba4,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\003_m_red_snail_빨간_달팽이\VFX\003_m_red_snail_s_mon_red_snail_F06.png,9bcc23d5a1035abadc431c5be975644df9021cc9401768a779c30d90baa7dba4,변경 없음,기존 정상 파일 바이트 보존
m_red_snail,VFX,F07,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F07.png,fe2aa3e8c66c51809d8d535588aba60a7073c0817efcabe3bb7fb9f01655999c,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\003_m_red_snail_빨간_달팽이\VFX\003_m_red_snail_s_mon_red_snail_F07.png,fe2aa3e8c66c51809d8d535588aba60a7073c0817efcabe3bb7fb9f01655999c,변경 없음,기존 정상 파일 바이트 보존
m_red_snail,ICON,ICON,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/ICON/003_m_red_snail_s_mon_red_snail_ICON.png,2b8cf4e30211c7e7f8c00633b21c5b01fdf34d2be053503f52c884180e005154,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\003_m_red_snail_빨간_달팽이\ICON\003_m_red_snail_s_mon_red_snail_ICON.png,2b8cf4e30211c7e7f8c00633b21c5b01fdf34d2be053503f52c884180e005154,변경 없음,기존 정상 파일 바이트 보존
m_mano,VFX,F00,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F00.png,8f1f41071662fbb08875040e369acdb54d9227630a796c048daa64cf2e2d65b6,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\VFX\004_m_mano_s_mon_mano_F00.png,0a788e63f230eb4bda259663f7a862d83f37745dde592b5da220310e63c9cb08,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_mano,VFX,F01,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F01.png,abc137353b8f6b0e44b1e2274880759a4385753ff4235be2cef3f7ef54360869,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\VFX\004_m_mano_s_mon_mano_F01.png,23797d096a52b19185ebc290ce8ab56212fd1a45444909a04d52937c5971854d,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_mano,VFX,F02,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F02.png,35982ce1814ac859f1cec3d397c08d1a4906a2c90809ba114cc4529f3e16acd9,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\VFX\004_m_mano_s_mon_mano_F02.png,7d0b02fcc26cbae9f1ef3c8a89de3721e5d64d2f9a7a3a51df39fe350dff95b7,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_mano,VFX,F03,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F03.png,1702b89bff1cd33ac97c4c10442599315950c8d6a611b710416745c59b22402a,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\VFX\004_m_mano_s_mon_mano_F03.png,2a966d19c9941bee6c7be82dfc1e0d31557af608562e82f35fe58532dc7575b0,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_mano,VFX,F04,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F04.png,f5ca5c4a81ded967c9d52990c072088f04f36614d6d5ee09e4c2f25a20a12795,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\VFX\004_m_mano_s_mon_mano_F04.png,8f3bf1900a0237f0ff008b436a506346d715e62e7c431f46e53e59c94c56b915,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_mano,VFX,F05,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F05.png,d79b60074ba5d1cfb15212ae71fe7e20a46bf7c4ad890d6a9adbe79f7f3e5b6e,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\VFX\004_m_mano_s_mon_mano_F05.png,66956d52de8f25c998ecfad30b6ac4a515b0a9a144bb5cbd232c4fb430a74bc8,원화 편집 + 공통 크기 보정,외곽 경계 참조 기반 원화 편집 후 전체 스킬 공통 배율
m_mano,VFX,F06,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F06.png,b082181995435a82578eb91d043600b29d5b5ac9935e4786fd636d8345e6d57e,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\VFX\004_m_mano_s_mon_mano_F06.png,fa4a81576d3e5a20a532a6f2ae8acabd61ec3a32efd2455f03c9f804eed7628f,원화 편집 + 공통 크기 보정,외곽 경계 참조 기반 원화 편집 후 전체 스킬 공통 배율
m_mano,VFX,F07,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F07.png,ba17ab18618796cfdebe0cee8abed448b98ece37dee7f8fec1c854b99121e90b,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\VFX\004_m_mano_s_mon_mano_F07.png,df5b56a70ea27d9afb9b7d5881ec5401d14e84d061cb03e13516183dcea760f7,원화 편집 + 공통 크기 보정,외곽 경계 참조 기반 원화 편집 후 전체 스킬 공통 배율
m_mano,VFX,F08,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F08.png,097503c7e5fb8b13debcfe2e6dba312428ff0c2761e0c8fdc705be54c7185626,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\VFX\004_m_mano_s_mon_mano_F08.png,892719803c182a17a54639868ec6407d1ef1fbaa6e3f77070f03efba8059b9a3,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_mano,VFX,F09,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F09.png,175d7162ff00cca8888cf50e9cb2639e095ae3aaaa8bb7fb6b169b09faa2c019,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\VFX\004_m_mano_s_mon_mano_F09.png,5233ab03815ffb45060377e877a500663c259703be70d7c1cb022fbc277c00ed,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_mano,VFX,F10,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F10.png,a86d25ac7e3756d004737b4cc483e065330dd19b8ba6384504ec5eb167ecffcb,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\VFX\004_m_mano_s_mon_mano_F10.png,ffac6bb542b29d6d2ec846023b7329bbae03f809090f802a76129c5c2c988ca6,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_mano,VFX,F11,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F11.png,99be0616d1b324fb0f61ac78b494a68d3d8c4d8b1dc0e2fb5857421c3dd38516,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\VFX\004_m_mano_s_mon_mano_F11.png,5a9b40224c1e06cb4c60dc87f6e37269c2753ef192433b506974c010a1399e9a,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
