area,skill,role,frame,path,sha256,size_ok,mode,edge_max,safe85_a16,partial_alpha_pixels,hash_ok
AREA_07,s_mon_jr_balrog,frames,11,AREA_07/s_mon_jr_balrog/005_m_jr_balrog_s_mon_jr_balrog_F11.png,7a0472a575160e375ea70e3bf96dba00c0dc9fa3297a0dd7b8f96a454cefdfd0,True,RGBA,0,True,10212,True
AREA_07,s_mon_jr_balrog,icons,0,AREA_07/s_mon_jr_balrog/005_m_jr_balrog_s_mon_jr_balrog_ICON.png,f6980e795c28cba4abac3be129af240f1bee2820e073675e9646f16ff53a0629,True,RGBA,0,True,2837,True
AREA_07,s_mon_tauromacis,frames,0,AREA_07/s_mon_tauromacis/006_m_tauromacis_s_mon_tauromacis_F00.png,f257792651b4e529df38a02597782ad31183a41889302a6b8af2e4e21b50991b,True,RGBA,0,True,3612,True
AREA_07,s_mon_tauromacis,frames,1,AREA_07/s_mon_tauromacis/006_m_tauromacis_s_mon_tauromacis_F01.png,c38d269e79b64039dcf0510184dd822d59289dab08d3eacbfdc7751d3223abad,True,RGBA,0,True,4339,True
AREA_07,s_mon_tauromacis,frames,2,AREA_07/s_mon_tauromacis/006_m_tauromacis_s_mon_tauromacis_F02.png,b004810ccd108bece5a8e5f51903fea9f6191f1223c370f13d51192741823130,True,RGBA,0,True,5221,True
AREA_07,s_mon_tauromacis,frames,3,AREA_07/s_mon_tauromacis/006_m_tauromacis_s_mon_tauromacis_F03.png,76dd2bfb3a1f4b4fe8c3243f4912197048b5512678e0203a682e25ca36bc8158,True,RGBA,0,True,5458,True
AREA_07,s_mon_tauromacis,frames,4,AREA_07/s_mon_tauromacis/006_m_tauromacis_s_mon_tauromacis_F04.png,8346e999c88eb945f9239c1bbba857d7f738997953d331175de3b24a0df36ab7,True,RGBA,0,True,6978,True
AREA_07,s_mon_tauromacis,frames,5,AREA_07/s_mon_tauromacis/006_m_tauromacis_s_mon_tauromacis_F05.png,2cbe355720862d4a0c95bb95cc7a3c24ceaa039081753fa65288923d967f9f0e,True,RGBA,0,True,7422,True
AREA_07,s_mon_tauromacis,frames,6,AREA_07/s_mon_tauromacis/006_m_tauromacis_s_mon_tauromacis_F06.png,02f9e8b9086dd203db8b5c4e0204c0b9a6c7e53ca891d51582aa5afe978e0ca5,True,RGBA,0,True,5403,True
AREA_07,s_mon_tauromacis,frames,7,AREA_07/s_mon_tauromacis/006_m_tauromacis_s_mon_tauromacis_F07.png,df7d89ebd710da5af982f9cfff5ee2189676b193e5f2ddee1645568e6027fb45,True,RGBA,0,True,4056,True
AREA_07,s_mon_tauromacis,icons,0,AREA_07/s_mon_tauromacis/006_m_tauromacis_s_mon_tauromacis_ICON.png,ce07d952031e086d4eca77aa8516e7345cf2eb5c6867264527550499686eed85,True,RGBA,0,True,2399,True
AREA_08,s_mon_star_pixie,frames,0,AREA_08/s_mon_star_pixie/001_m_star_pixie_s_mon_star_pixie_F00.png,cac73c6955b96dc87e02b195d83f62b89370187b96b7a667b76f805b82cdadf6,True,RGBA,0,True,2648,True
AREA_08,s_mon_star_pixie,frames,1,AREA_08/s_mon_star_pixie/001_m_star_pixie_s_mon_star_pixie_F01.png,e752274c8c00bff50f6760f3cdecbeca8a8b4f3e0bed9bab1ff576d343048f8a,True,RGBA,0,True,3577,True
AREA_08,s_mon_star_pixie,frames,2,AREA_08/s_mon_star_pixie/001_m_star_pixie_s_mon_star_pixie_F02.png,1a3fe11b1465b3cec04a5a9079871d31b053d9a0262826c24d64b2d12563404f,True,RGBA,0,True,4679,True
AREA_08,s_mon_star_pixie,frames,3,AREA_08/s_mon_star_pixie/001_m_star_pixie_s_mon_star_pixie_F03.png,a58c0bb791f6cefb6da6556596221390fa9beef90dc7a1ec176400f552a753f3,True,RGBA,0,True,7776,True
AREA_08,s_mon_star_pixie,frames,4,AREA_08/s_mon_star_pixie/001_m_star_pixie_s_mon_star_pixie_F04.png,f2756af3165375df4368fab75e134add9c00f1650ab6ce4780b1a3e422593e80,True,RGBA,0,True,11281,True
AREA_08,s_mon_star_pixie,frames,5,AREA_08/s_mon_star_pixie/001_m_star_pixie_s_mon_star_pixie_F05.png,dee141b125a280ef2dff73884620277faeeae5ceefa9d2ac89029ffa2fcae290,True,RGBA,0,True,9929,True
AREA_08,s_mon_star_pixie,frames,6,AREA_08/s_mon_star_pixie/001_m_star_pixie_s_mon_star_pixie_F06.png,f2736be7184df13ae8948cc33a56d014df77f77b441ae48949545418eb1ab6f4,True,RGBA,0,True,5765,True
AREA_08,s_mon_star_pixie,frames,7,AREA_08/s_mon_star_pixie/001_m_star_pixie_s_mon_star_pixie_F07.png,769f4e27c068a1d2a0d2286d32edaee904eec6046a2cc89758f0a3039619fa63,True,RGBA,0,True,2711,True
AREA_08,s_mon_star_pixie,icons,0,AREA_08/s_mon_star_pixie/001_m_star_pixie_s_mon_star_pixie_ICON.png,754d0f4ed5eb65757a8c3c183cad3430c426967d9430048570105c0be87df377,True,RGBA,0,True,4169,True
AREA_08,s_mon_jr_cellion,icons,0,AREA_08/s_mon_jr_cellion/002_m_jr_cellion_s_mon_jr_cellion_ICON.png,6bfe18a96cbc027bab02e198ffc6d6f2fc71688349b1283b9f68a30de81a8b00,True,RGBA,0,True,4429,True
AREA_08,s_mon_lunar_pixie,frames,0,AREA_08/s_mon_lunar_pixie/003_m_lunar_pixie_s_mon_lunar_pixie_F00.png,853ea970393856257a0e33f397304367575e6a149dc0232a751e4830be72b4ab,True,RGBA,0,True,3843,True
AREA_08,s_mon_lunar_pixie,frames,1,AREA_08/s_mon_lunar_pixie/003_m_lunar_pixie_s_mon_lunar_pixie_F01.png,69a19d410510aa5dd97184a75b189fffa8b0920a203b86c1a41769ca896cbf57,True,RGBA,0,True,4376,True
AREA_08,s_mon_lunar_pixie,frames,2,AREA_08/s_mon_lunar_pixie/003_m_lunar_pixie_s_mon_lunar_pixie_F02.png,4292efda254536837bb34ecf30d3b5459635b6db17c448b74b9a64c74fe57a86,True,RGBA,0,True,8036,True
AREA_08,s_mon_lunar_pixie,frames,3,AREA_08/s_mon_lunar_pixie/003_m_lunar_pixie_s_mon_lunar_pixie_F03.png,9f46b83f7f0ebda04582f42644090ed19f79df4d4690019a0fe5a1229b9ebd84,True,RGBA,0,True,11385,True
AREA_08,s_mon_lunar_pixie,frames,4,AREA_08/s_mon_lunar_pixie/003_m_lunar_pixie_s_mon_lunar_pixie_F04.png,d82e885b89b844f4c14d09c3d2933b060ed77c340717514f9110fabc1f4fcd5e,True,RGBA,0,True,14284,True
AREA_08,s_mon_lunar_pixie,frames,5,AREA_08/s_mon_lunar_pixie/003_m_lunar_pixie_s_mon_lunar_pixie_F05.png,5b3ff3119a39593f9c8cb8c564e6f5e6359962c9efadb3a1c1c9aafd635b529e,True,RGBA,0,True,13732,True
AREA_08,s_mon_lunar_pixie,frames,6,AREA_08/s_mon_lunar_pixie/003_m_lunar_pixie_s_mon_lunar_pixie_F06.png,60fb898b4a6f72ea8a4e4ae6b52eb1a1dfb5d466e714da9b8ddae1d0ef99f46f,True,RGBA,0,True,15303,True
AREA_08,s_mon_lunar_pixie,frames,7,AREA_08/s_mon_lunar_pixie/003_m_lunar_pixie_s_mon_lunar_pixie_F07.png,3e8ae1b035dfb0ed0c99ce44eb3e797a97b67c991f764ab62039f49b2326e924,True,RGBA,0,True,8298,True
AREA_08,s_mon_lunar_pixie,icons,0,AREA_08/s_mon_lunar_pixie/003_m_lunar_pixie_s_mon_lunar_pixie_ICON.png,ad8fb3e80c89da7cbafd36785f45ba0d6ba82c08aaffeb0ecf72ac014a855371,True,RGBA,0,True,13203,True
AREA_08,s_mon_luster_pixie,icons,0,AREA_08/s_mon_luster_pixie/004_m_luster_pixie_s_mon_luster_pixie_ICON.png,d8c1c5165a8986ad94ca1ca67e3ab684699938408301d089bafceee2e9dfbf8e,True,RGBA,0,True,5798,True
AREA_08,s_mon_eliza,frames,0,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_F00.png,efc084f3ff09159cab7a6264fb8c848275b6487a89e8206c747ed85ea1913ccd,True,RGBA,0,True,11402,True
AREA_08,s_mon_eliza,frames,1,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_F01.png,4f23020172fa01c5c43bd2fc0a7f9ea5a0a4b30de0db75b08ebc60251f2de641,True,RGBA,0,True,18125,True
AREA_08,s_mon_eliza,frames,2,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_F02.png,b36767117fff3b60636939031c139214ef1da1378375df48412b99ee1caa068e,True,RGBA,0,True,26707,True
AREA_08,s_mon_eliza,frames,3,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_F03.png,d8b127e7b759510ed3380d8168d50bd6396b6cecd01958a6d43794120c70dbab,True,RGBA,0,True,39380,True
AREA_08,s_mon_eliza,frames,4,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_F04.png,ef349c69ff409bf7e24269a173501db22da134d329d9d5f0849302ea0928c6ec,True,RGBA,0,True,51840,True
AREA_08,s_mon_eliza,frames,5,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_F05.png,3fa54380a58a99e0011bfde41bf6a165f79a8540f4126ea5319e9a763f9f61d0,True,RGBA,0,True,69086,True
AREA_08,s_mon_eliza,frames,6,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_F06.png,88ebf40f360b8a256b862a15d60b03a33d33139456f8b0dfcafb29e05d4af877,True,RGBA,0,True,52937,True
AREA_08,s_mon_eliza,frames,7,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_F07.png,677263a4416d98db6ccf26115895edb23514490535d5264f4a28a95bd0a53de4,True,RGBA,0,True,37264,True
AREA_08,s_mon_eliza,frames,8,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_F08.png,ce9fa5ad897b41a7df0be4ee7c3ac2bb2ea4aeb38028f31fa70b30ffb6de86d0,True,RGBA,0,True,33015,True
AREA_08,s_mon_eliza,frames,9,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_F09.png,13787e0ef0ebcdd7040ad97635a653a7a214b7e9c0180b400d8ab4971978353d,True,RGBA,0,True,21530,True
AREA_08,s_mon_eliza,frames,10,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_F10.png,b8808194cd763d268894d172c23f04c31f3013b8c5f75b7d9a06c5c3b883d7cd,True,RGBA,0,True,15293,True
AREA_08,s_mon_eliza,frames,11,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_F11.png,981004d75e313311ceb51e424830b2dbec3ae648cc07208e30775536b6b1fe27,True,RGBA,0,True,8345,True
AREA_08,s_mon_eliza,icons,0,AREA_08/s_mon_eliza/005_m_eliza_s_mon_eliza_ICON.png,b9950c92302150621d61f50b69ab808a612ee91f4ac37bb0019a7bf62df2fb5d,True,RGBA,0,True,4603,True
AREA_09,s_mon_jr_yeti,icons,0,AREA_09/s_mon_jr_yeti/001_m_jr_yeti_s_mon_jr_yeti_ICON.png,2961aaccb1dcea1ef710318c3d8c09192fb4fb7c907c4f9a95bbcd8dffb99caa,True,RGBA,0,True,2434,True
AREA_09,s_mon_dark_jr_yeti,icons,0,AREA_09/s_mon_dark_jr_yeti/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_ICON.png,039b3cea65e4dbdef4add39d988dfd85adc36581141a119ef601e24bb774a2e2,True,RGBA,0,True,7851,True
AREA_09,s_mon_hector,frames,0,AREA_09/s_mon_hector/003_m_hector_s_mon_hector_F00.png,25343b04294a36c5e818387697f3eeda42aede04fcfc2f806db443d2714cc849,True,RGBA,0,True,6891,True
AREA_09,s_mon_hector,frames,1,AREA_09/s_mon_hector/003_m_hector_s_mon_hector_F01.png,7ff4f9a1fb79ff9c9a7b1750f0df482be1c2a6c6297aa34efbb951d4511f7744,True,RGBA,0,True,13316,True
AREA_09,s_mon_hector,frames,2,AREA_09/s_mon_hector/003_m_hector_s_mon_hector_F02.png,807607def26506a707c953b1d619fcad6b4e4170dae8ce0506afde8e4f58d6de,True,RGBA,0,True,22414,True
AREA_09,s_mon_hector,frames,3,AREA_09/s_mon_hector/003_m_hector_s_mon_hector_F03.png,3a10a85078cc0732892fe2e0b34672f35f49c756a9631dba82c12bba14873aaa,True,RGBA,0,True,19142,True
AREA_09,s_mon_hector,frames,4,AREA_09/s_mon_hector/003_m_hector_s_mon_hector_F04.png,1d82ba82534d46fd6860fae19f6c08ee86fc219cf84c5f5dc2e2aa8685506245,True,RGBA,0,True,22198,True
AREA_09,s_mon_hector,frames,5,AREA_09/s_mon_hector/003_m_hector_s_mon_hector_F05.png,0f6a84fb88f02083a2df9f9662baf5a8225fa2f17cd10cdfe19b9e6bd6935eb1,True,RGBA,0,True,21214,True
AREA_09,s_mon_hector,frames,6,AREA_09/s_mon_hector/003_m_hector_s_mon_hector_F06.png,8faf6424c19bf5bb468f73c9771dd03082f3189b1296200de5929229b0ab1c3e,True,RGBA,0,True,9146,True
AREA_09,s_mon_hector,frames,7,AREA_09/s_mon_hector/003_m_hector_s_mon_hector_F07.png,ba4352911461a7b5895ee5e0646b64df81f8b41a9308d839f920514ab5a60d9e,True,RGBA,0,True,3607,True
AREA_09,s_mon_hector,icons,0,AREA_09/s_mon_hector/003_m_hector_s_mon_hector_ICON.png,6f8106e606d5a944eb7a04b8fd9736071aec96bfa5b3b1b8229190802479ca1c,True,RGBA,0,True,9667,True
AREA_09,s_mon_white_fang,frames,0,AREA_09/s_mon_white_fang/004_m_white_fang_s_mon_white_fang_F00.png,c5931281d1c0961a029fca2527a49afa8c6b0a4fe1ef28970a8a5fb868ad3398,True,RGBA,0,True,5726,True
AREA_09,s_mon_white_fang,frames,1,AREA_09/s_mon_white_fang/004_m_white_fang_s_mon_white_fang_F01.png,a390d4373c329900d2d99d4434b064c33e3a56a77a12750c84731e6a71dfcc2a,True,RGBA,0,True,7931,True
AREA_09,s_mon_white_fang,frames,2,AREA_09/s_mon_white_fang/004_m_white_fang_s_mon_white_fang_F02.png,1102036a5c6d044d8a7f65982f43ddf8954c7238054afc68a80c1b231ee44eb8,True,RGBA,0,True,9701,True
AREA_09,s_mon_white_fang,frames,3,AREA_09/s_mon_white_fang/004_m_white_fang_s_mon_white_fang_F03.png,fe7cac9e03463f33c5087e3583ea5d4aabff6ab92dc1dde912603e61e8dc1ecf,True,RGBA,0,True,11468,True
AREA_09,s_mon_white_fang,frames,4,AREA_09/s_mon_white_fang/004_m_white_fang_s_mon_white_fang_F04.png,13d2b894984b4179ecacd9086f6519645f765084ac5d5ededc003049966779a7,True,RGBA,0,True,12018,True
AREA_09,s_mon_white_fang,frames,5,AREA_09/s_mon_white_fang/004_m_white_fang_s_mon_white_fang_F05.png,6f7cba990741cbc732bd1f667ded03d0e478152115b5042e3efce4d71e1d91df,True,RGBA,0,True,14410,True
AREA_09,s_mon_white_fang,frames,6,AREA_09/s_mon_white_fang/004_m_white_fang_s_mon_white_fang_F06.png,faefbbcc69f11172fa9e47ff2c48caee8ddd7f66d81b1575e6e1d47bde5f55c6,True,RGBA,0,True,12056,True
AREA_09,s_mon_white_fang,frames,7,AREA_09/s_mon_white_fang/004_m_white_fang_s_mon_white_fang_F07.png,7f400ef9432889332893841e6c8c281c72869b5655823d5d8f2af4b8100f3f96,True,RGBA,0,True,7695,True
AREA_09,s_mon_white_fang,icons,0,AREA_09/s_mon_white_fang/004_m_white_fang_s_mon_white_fang_ICON.png,409be0c0258b9b0a48a96588c7b18e2e1dbca1a680c10b88fb4505e532343f03,True,RGBA,0,True,4854,True
AREA_09,s_mon_snow_witch,frames,0,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_F00.png,53b3b834d9ad2c4776c5b093a5672599b166b3efed3e18f7fae7915a4693738d,True,RGBA,0,True,6749,True
AREA_09,s_mon_snow_witch,frames,1,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_F01.png,c91597211d27d74c6b95c3ba1f9e5729cfd159137c7211563c758f0a1cd4db1d,True,RGBA,0,True,9970,True
AREA_09,s_mon_snow_witch,frames,2,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_F02.png,92ad729ce76def94c4d2991aeda42b7e49726da87bdc65ae44ba02ab2248584b,True,RGBA,0,True,19807,True
AREA_09,s_mon_snow_witch,frames,3,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_F03.png,e2c24778b3d06357865fa05c383d77470dd2341f9bbdc4a43e4444a7c7051bf3,True,RGBA,0,True,27373,True
AREA_09,s_mon_snow_witch,frames,4,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_F04.png,ff1d2433e0ba7343d36639cc3811dfc11656634c5d8be2f4debdaed3af9ab450,True,RGBA,0,True,38736,True
AREA_09,s_mon_snow_witch,frames,5,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_F05.png,b8358ef0e6db043c419c5d730e71eeea910904ca0b727c222d0a17c879bf1fac,True,RGBA,0,True,54503,True
AREA_09,s_mon_snow_witch,frames,6,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_F06.png,3c87fa912920f5d84939dc55425888db839f6f8aa3ceb57e6b15a348f3c201cd,True,RGBA,0,True,63428,True
AREA_09,s_mon_snow_witch,frames,7,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_F07.png,f1d71570205cfdb6e6f7031885cbc8260418a091134b4fb408728d6ecd90f9f3,True,RGBA,0,True,45463,True
AREA_09,s_mon_snow_witch,frames,8,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_F08.png,52979d046293d45e58c35ad6856f9855b9038ec8abefabc8adf32a743bf3dc42,True,RGBA,0,True,30572,True
AREA_09,s_mon_snow_witch,frames,9,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_F09.png,8ecd2f18c2b8fb9a6bde8a682a6c1057589b575fe890845714593a387ea967ec,True,RGBA,0,True,17065,True
AREA_09,s_mon_snow_witch,frames,10,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_F10.png,3169d736ce4b0b777cb0a87a88060a48532fc9c26929deb42d708d7672379750,True,RGBA,0,True,11395,True
AREA_09,s_mon_snow_witch,frames,11,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_F11.png,e9b1a91a7779cb616adb2ebfd5667cd9c9100a2d07601f30b05915a2be1d29bc,True,RGBA,0,True,7389,True
AREA_09,s_mon_snow_witch,icons,0,AREA_09/s_mon_snow_witch/005_m_snow_witch_s_mon_snow_witch_ICON.png,1af865f1a0fbec442fdc4d6e27d811ea4ada783a780e3d539b51a7f81b57c30c,True,RGBA,0,True,12898,True
AREA_10,s_mon_bubble_fish,icons,0,AREA_10/s_mon_bubble_fish/001_m_bubble_fish_s_mon_bubble_fish_ICON.png,62e49291089e6a71c35f9ec5d993c0fd90bbd252cce6d0c2e0e6ea2931109e1f,True,RGBA,0,True,3297,True
AREA_10,s_mon_mask_fish,icons,0,AREA_10/s_mon_mask_fish/002_m_mask_fish_s_mon_mask_fish_ICON.png,aafc865095a281d3def9ee42f6b8b0cd6331f3aeb09e4398c89d2bfee283863e,True,RGBA,0,True,4461,True
AREA_10,s_mon_squid,frames,0,AREA_10/s_mon_squid/003_m_squid_s_mon_squid_F00.png,c4cfa42947c74b66a441e3718d89ff59df16dfc531915a90a5a242860c41c77b,True,RGBA,0,True,885,True
AREA_10,s_mon_squid,frames,1,AREA_10/s_mon_squid/003_m_squid_s_mon_squid_F01.png,d5a66d17578acebea5ecd9913e6d25d44013190a5df65a3faa9f1a8235bd4519,True,RGBA,0,True,3765,True
AREA_10,s_mon_squid,frames,2,AREA_10/s_mon_squid/003_m_squid_s_mon_squid_F02.png,7f6a47df44634b1f50d0222b7956ebf4d87ee3a2df37e036c03af6b849122774,True,RGBA,0,True,4468,True
