area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,effect_role,production_decision,runtime_use,relative_file_path,frame_index,frame_count,width,height,frame_seconds,total_seconds,playback_mode,source_monster_image,generated_source_sheet,sheet_grid,split_coordinates,rgba_mode_ok,alpha_nonempty,alpha_range,size_ok,hash_sha256,inspection_notes,user_art_approval
area_12,루디브리엄,2,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F02.png,F02,8,384,384,0.10,0.8,non-loop one-shot,monsters/002_m_toy_trojan_장난감_목마/MONSTER_IMAGE.png,SOURCE_SHEETS/002_m_toy_trojan_s_mon_toy_trojan_CAST_SOURCE_SHEET.png,4x2,"[768,0,1152,384] -> resized to 384x384",True,True,0~255,True,7eb4f915f098fd99d5010a47f29d55af4f784dfb548f410c683b89a70b352ae5,PASS,PENDING
area_12,루디브리엄,2,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F03.png,F03,8,384,384,0.10,0.8,non-loop one-shot,monsters/002_m_toy_trojan_장난감_목마/MONSTER_IMAGE.png,SOURCE_SHEETS/002_m_toy_trojan_s_mon_toy_trojan_CAST_SOURCE_SHEET.png,4x2,"[1152,0,1536,384] -> resized to 384x384",True,True,0~255,True,4480d571e73acaec4f9cb7bb7cde59392e2074315be4068f8418d9e82067f766,PASS,PENDING
area_12,루디브리엄,2,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F04.png,F04,8,384,384,0.10,0.8,non-loop one-shot,monsters/002_m_toy_trojan_장난감_목마/MONSTER_IMAGE.png,SOURCE_SHEETS/002_m_toy_trojan_s_mon_toy_trojan_CAST_SOURCE_SHEET.png,4x2,"[0,384,384,768] -> resized to 384x384",True,True,0~255,True,cfc60379205fd1025bcb1fa643b19f3b5734d76d94f445082dbe224608a720cc,PASS,PENDING
area_12,루디브리엄,2,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F05.png,F05,8,384,384,0.10,0.8,non-loop one-shot,monsters/002_m_toy_trojan_장난감_목마/MONSTER_IMAGE.png,SOURCE_SHEETS/002_m_toy_trojan_s_mon_toy_trojan_CAST_SOURCE_SHEET.png,4x2,"[384,384,768,768] -> resized to 384x384",True,True,0~255,True,b48114f1dc9aee8b87d5793803b5b1ca7384682df759b390fe9ff047cf15058c,PASS,PENDING
area_12,루디브리엄,2,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F06.png,F06,8,384,384,0.10,0.8,non-loop one-shot,monsters/002_m_toy_trojan_장난감_목마/MONSTER_IMAGE.png,SOURCE_SHEETS/002_m_toy_trojan_s_mon_toy_trojan_CAST_SOURCE_SHEET.png,4x2,"[768,384,1152,768] -> resized to 384x384",True,True,0~255,True,258f2cc983b54b7e020b22d92fa1770fa87240307e06ae0c32d0e7324609d8b7,PASS,PENDING
area_12,루디브리엄,2,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F07.png,F07,8,384,384,0.10,0.8,non-loop one-shot,monsters/002_m_toy_trojan_장난감_목마/MONSTER_IMAGE.png,SOURCE_SHEETS/002_m_toy_trojan_s_mon_toy_trojan_CAST_SOURCE_SHEET.png,4x2,"[1152,384,1536,768] -> resized to 384x384",True,True,0~254,True,33a4406c94938715328a7f9ea45584e788e811f25f3dbcc5c22fc1bbdbadd921,PASS,PENDING
area_12,루디브리엄,3,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,ICON,NEW_ART,ui,ICON/003_m_master_robo_s_mon_master_robo_ICON.png,ICON,1,256,256,static,static,static,monsters/003_m_master_robo_마스터_로보/MONSTER_IMAGE.png,,,,True,True,0~255,True,b8ee2b0d6bcc00b388c33f0ab4a94e03adfb53d69c2fbc0e3f8f2353ede20153,PASS,PENDING
area_12,루디브리엄,3,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,REFERENCE_VFX,NEW_ART,false,REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F00.png,F00,6,256,256,0.10,0.6000000000000001,preview-only non-loop,monsters/003_m_master_robo_마스터_로보/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_master_robo_s_mon_master_robo_REFERENCE_SOURCE_SHEET.png,3x2,"[0,0,256,256] -> resized to 256x256",True,True,0~255,True,77fa39d3cff7e98d9b73dcd1ef6bf279b438b2fc2828468a9594362f9662699c,PASS,PENDING
area_12,루디브리엄,3,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,REFERENCE_VFX,NEW_ART,false,REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F01.png,F01,6,256,256,0.10,0.6000000000000001,preview-only non-loop,monsters/003_m_master_robo_마스터_로보/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_master_robo_s_mon_master_robo_REFERENCE_SOURCE_SHEET.png,3x2,"[256,0,512,256] -> resized to 256x256",True,True,0~255,True,2532e417e487f1bd5483f403c9109f9b62d346e183c96cf526d75c02819be330,PASS,PENDING
area_12,루디브리엄,3,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,REFERENCE_VFX,NEW_ART,false,REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F02.png,F02,6,256,256,0.10,0.6000000000000001,preview-only non-loop,monsters/003_m_master_robo_마스터_로보/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_master_robo_s_mon_master_robo_REFERENCE_SOURCE_SHEET.png,3x2,"[512,0,768,256] -> resized to 256x256",True,True,0~255,True,10fc26c57559d6b6110df98386dac153cb0ca16710c74706fae5d6455cb31e00,PASS,PENDING
area_12,루디브리엄,3,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,REFERENCE_VFX,NEW_ART,false,REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F03.png,F03,6,256,256,0.10,0.6000000000000001,preview-only non-loop,monsters/003_m_master_robo_마스터_로보/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_master_robo_s_mon_master_robo_REFERENCE_SOURCE_SHEET.png,3x2,"[0,256,256,512] -> resized to 256x256",True,True,0~255,True,b4bb94108fa01ff1e51dffaeca74ad31ca9716684b0b6aaff46b7a1349987b5d,PASS,PENDING
area_12,루디브리엄,3,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,REFERENCE_VFX,NEW_ART,false,REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F04.png,F04,6,256,256,0.10,0.6000000000000001,preview-only non-loop,monsters/003_m_master_robo_마스터_로보/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_master_robo_s_mon_master_robo_REFERENCE_SOURCE_SHEET.png,3x2,"[256,256,512,512] -> resized to 256x256",True,True,0~255,True,3645eb08604c9e3a752b83019a037b752410ddb26a84b99d36b1eef3014ab871,PASS,PENDING
area_12,루디브리엄,3,m_master_robo,마스터 로보,s_mon_master_robo,정밀 태엽회로,패시브,REFERENCE_VFX,NEW_ART,false,REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F05.png,F05,6,256,256,0.10,0.6000000000000001,preview-only non-loop,monsters/003_m_master_robo_마스터_로보/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_master_robo_s_mon_master_robo_REFERENCE_SOURCE_SHEET.png,3x2,"[512,256,768,512] -> resized to 256x256",True,True,0~255,True,503c1e3dc30f22c5bfab2e01232465c12033250cb97bbfb09c5676c83bac73d0,PASS,PENDING
area_12,루디브리엄,4,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,ICON,NEW_ART,ui,ICON/004_m_chronos_s_mon_chronos_ICON.png,ICON,1,256,256,static,static,static,monsters/004_m_chronos_크로노스/MONSTER_IMAGE.png,,,,True,True,0~255,True,d194ef0ef199273632d6174bd4dc72a6aa0883ec38b7eebad7cbeabf7829b62f,PASS,PENDING
area_12,루디브리엄,4,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_chronos_s_mon_chronos_CAST_F00.png,F00,8,384,384,0.10,0.8,non-loop one-shot,monsters/004_m_chronos_크로노스/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chronos_s_mon_chronos_CAST_SOURCE_SHEET.png,4x2,"[0,0,384,384] -> resized to 384x384",True,True,0~255,True,bef69bedac74bf051c4f000ac838b5393968c6d646eb627c80180de07a1c77bf,PASS,PENDING
area_12,루디브리엄,4,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_chronos_s_mon_chronos_CAST_F01.png,F01,8,384,384,0.10,0.8,non-loop one-shot,monsters/004_m_chronos_크로노스/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chronos_s_mon_chronos_CAST_SOURCE_SHEET.png,4x2,"[384,0,768,384] -> resized to 384x384",True,True,0~255,True,2cd7c9eca8bcb0fa208068dbdc2bf10e4f570b8afb69df0e6b671c6a6cb00e9b,PASS,PENDING
area_12,루디브리엄,4,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_chronos_s_mon_chronos_CAST_F02.png,F02,8,384,384,0.10,0.8,non-loop one-shot,monsters/004_m_chronos_크로노스/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chronos_s_mon_chronos_CAST_SOURCE_SHEET.png,4x2,"[768,0,1152,384] -> resized to 384x384",True,True,0~255,True,7463f4d17e52f071c818414a8f47ae78a8f1fe703cac6f3e3d3469fe1b174604,PASS,PENDING
area_12,루디브리엄,4,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_chronos_s_mon_chronos_CAST_F03.png,F03,8,384,384,0.10,0.8,non-loop one-shot,monsters/004_m_chronos_크로노스/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chronos_s_mon_chronos_CAST_SOURCE_SHEET.png,4x2,"[1152,0,1536,384] -> resized to 384x384",True,True,0~255,True,1317c3af41f7bc9344657b927f396ae20a4cf36efc4a1d83a548304bcd7d987b,PASS,PENDING
area_12,루디브리엄,4,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_chronos_s_mon_chronos_CAST_F04.png,F04,8,384,384,0.10,0.8,non-loop one-shot,monsters/004_m_chronos_크로노스/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chronos_s_mon_chronos_CAST_SOURCE_SHEET.png,4x2,"[0,384,384,768] -> resized to 384x384",True,True,0~255,True,3d5da1b65cac8bc70dffd52d8e9e9f04bf3328eca02af7b136ee913d4770a6d6,PASS,PENDING
area_12,루디브리엄,4,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_chronos_s_mon_chronos_CAST_F05.png,F05,8,384,384,0.10,0.8,non-loop one-shot,monsters/004_m_chronos_크로노스/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chronos_s_mon_chronos_CAST_SOURCE_SHEET.png,4x2,"[384,384,768,768] -> resized to 384x384",True,True,0~255,True,552fd4094c28d1c3f26b5c77f0f0aa8502fb01575979a253ebb27a1c810bcceb,PASS,PENDING
area_12,루디브리엄,4,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_chronos_s_mon_chronos_CAST_F06.png,F06,8,384,384,0.10,0.8,non-loop one-shot,monsters/004_m_chronos_크로노스/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chronos_s_mon_chronos_CAST_SOURCE_SHEET.png,4x2,"[768,384,1152,768] -> resized to 384x384",True,True,0~255,True,b37d2a3f1157861be2e3970984869bb3fb2fe616bea31a5942cefcdc730acd71,PASS,PENDING
area_12,루디브리엄,4,m_chronos,크로노스,s_mon_chronos,크로노스의 시간편린,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_chronos_s_mon_chronos_CAST_F07.png,F07,8,384,384,0.10,0.8,non-loop one-shot,monsters/004_m_chronos_크로노스/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chronos_s_mon_chronos_CAST_SOURCE_SHEET.png,4x2,"[1152,384,1536,768] -> resized to 384x384",True,True,0~255,True,816ce05d227ac9f21ba146d2df7f3334a43e2234f4b9a39bb46fe1671a072ffc,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,ICON,NEW_ART,ui,ICON/005_m_timer_s_mon_timer_ICON.png,ICON,1,256,256,static,static,static,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,,,,True,True,0~255,True,4b22d046780677f6437fa8b0989eb365f85e4bfaa158f2a1e819c43eab9cfdb9,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_timer_s_mon_timer_CAST_F00.png,F00,12,512,512,0.08,0.96,non-loop one-shot,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_timer_s_mon_timer_CAST_SOURCE_SHEET.png,4x3,"[0,0,512,512] -> resized to 512x512",True,True,0~252,True,4338daa0657c962da3e18a1aedb0d29bfafa12bcafe78495644f8d4dbce10303,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_timer_s_mon_timer_CAST_F01.png,F01,12,512,512,0.08,0.96,non-loop one-shot,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_timer_s_mon_timer_CAST_SOURCE_SHEET.png,4x3,"[512,0,1024,512] -> resized to 512x512",True,True,0~253,True,1668923efac2117c4ce0664fe0f8252ca97b35e21a0789400b4e8de6776e304c,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_timer_s_mon_timer_CAST_F02.png,F02,12,512,512,0.08,0.96,non-loop one-shot,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_timer_s_mon_timer_CAST_SOURCE_SHEET.png,4x3,"[1024,0,1536,512] -> resized to 512x512",True,True,0~253,True,e835fa818800e06dcd03d2f2f05394a0998c5b53ca6d01a98a7ed42627366b3f,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_timer_s_mon_timer_CAST_F03.png,F03,12,512,512,0.08,0.96,non-loop one-shot,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_timer_s_mon_timer_CAST_SOURCE_SHEET.png,4x3,"[1536,0,2048,512] -> resized to 512x512",True,True,0~253,True,f1bbf537955dc6c42926d358b3947586774b3eb69659b347eb9598d0ba0e9739,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_timer_s_mon_timer_CAST_F04.png,F04,12,512,512,0.08,0.96,non-loop one-shot,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_timer_s_mon_timer_CAST_SOURCE_SHEET.png,4x3,"[0,512,512,1024] -> resized to 512x512",True,True,0~253,True,e12ecaf217df4fb9e26552308d37695c8d514eb68f8f3b8ba083f95888f7344c,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_timer_s_mon_timer_CAST_F05.png,F05,12,512,512,0.08,0.96,non-loop one-shot,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_timer_s_mon_timer_CAST_SOURCE_SHEET.png,4x3,"[512,512,1024,1024] -> resized to 512x512",True,True,0~253,True,bf3e6ad292b8cd8bd6c32148bdfa182ec013004069785848d210fa4766cb8b5c,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_timer_s_mon_timer_CAST_F06.png,F06,12,512,512,0.08,0.96,non-loop one-shot,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_timer_s_mon_timer_CAST_SOURCE_SHEET.png,4x3,"[1024,512,1536,1024] -> resized to 512x512",True,True,0~253,True,54612af2d8523e350062f3d40b3e33bb8f8e4410910b960139be2a9ab9952674,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_timer_s_mon_timer_CAST_F07.png,F07,12,512,512,0.08,0.96,non-loop one-shot,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_timer_s_mon_timer_CAST_SOURCE_SHEET.png,4x3,"[1536,512,2048,1024] -> resized to 512x512",True,True,0~253,True,815e685f82ca21e59035576bb31102b90627f1931ac7e223e83f8a28a4b35d5a,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_timer_s_mon_timer_CAST_F08.png,F08,12,512,512,0.08,0.96,non-loop one-shot,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_timer_s_mon_timer_CAST_SOURCE_SHEET.png,4x3,"[0,1024,512,1536] -> resized to 512x512",True,True,0~253,True,818c9ca247b94dcf11cde147a37ce4a7294ab227183f3d0e9b0586c0039ca06e,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_timer_s_mon_timer_CAST_F09.png,F09,12,512,512,0.08,0.96,non-loop one-shot,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_timer_s_mon_timer_CAST_SOURCE_SHEET.png,4x3,"[512,1024,1024,1536] -> resized to 512x512",True,True,0~253,True,d3cdeb6f81870503d82b40ad5dd4277f56bf4173db20a92cc8094075ed12b719,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_timer_s_mon_timer_CAST_F10.png,F10,12,512,512,0.08,0.96,non-loop one-shot,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_timer_s_mon_timer_CAST_SOURCE_SHEET.png,4x3,"[1024,1024,1536,1536] -> resized to 512x512",True,True,0~253,True,430a2f9e2f430f34e561a465d373eae7e5a83a8613d449319a88e23691297bae,PASS,PENDING
area_12,루디브리엄,5,m_timer,타이머,s_mon_timer,시간 정지 충격,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_timer_s_mon_timer_CAST_F11.png,F11,12,512,512,0.08,0.96,non-loop one-shot,monsters/005_m_timer_타이머/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_timer_s_mon_timer_CAST_SOURCE_SHEET.png,4x3,"[1536,1024,2048,1536] -> resized to 512x512",True,True,0~252,True,938882c46b6d862e174bcb8f8c4677fba4c6027713f18300925117004ad0d66b,PASS,PENDING
