kind,path,baseline_sha256,final_sha256,unchanged,crc
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F00.png,d7b55014803cf9feed39d079ceb5deef7bf7f2780bfbbca351f8b3f6c00d8b7c,d7b55014803cf9feed39d079ceb5deef7bf7f2780bfbbca351f8b3f6c00d8b7c,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F01.png,cfac5775668a4cbc3538bc0bf5d3128c156420b4b10154719e7b40b2f3e954c8,cfac5775668a4cbc3538bc0bf5d3128c156420b4b10154719e7b40b2f3e954c8,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F02.png,9c712f7984fa7cee2a34642bb6ea82d48e65ff40136722336230d5c108ed5cde,9c712f7984fa7cee2a34642bb6ea82d48e65ff40136722336230d5c108ed5cde,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F03.png,9637aba5fa8311195959dfb12a284ce6ae384861e8b7e861b18c2a5fa9a6ff13,9637aba5fa8311195959dfb12a284ce6ae384861e8b7e861b18c2a5fa9a6ff13,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F04.png,0bce8d96d2dbfc9ed65f5735bf440ff5467d1e6daddf44769af7c501530720b7,0bce8d96d2dbfc9ed65f5735bf440ff5467d1e6daddf44769af7c501530720b7,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F05.png,7c711af880e09179d6e35cb0592244949ccf816ed2e0e843fb141e36b2f39d23,7c711af880e09179d6e35cb0592244949ccf816ed2e0e843fb141e36b2f39d23,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F06.png,1a97d84716a4518c8af8262bb8cf503d43d9737ed0db3b262308d6a508bb0653,1a97d84716a4518c8af8262bb8cf503d43d9737ed0db3b262308d6a508bb0653,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F07.png,d28d8ff99b111634ba2a755761085a260dda2100f83cf2e729812242dc98f7c1,d28d8ff99b111634ba2a755761085a260dda2100f83cf2e729812242dc98f7c1,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,defd113ea3c59d8b570f73a79533b4253b5e72f789347e13aaa6cdbfefe65d27,defd113ea3c59d8b570f73a79533b4253b5e72f789347e13aaa6cdbfefe65d27,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F00.png,27d9b0dfc570f3a155a70bee2322b7729c54450512d3aa5d153d415cc3348678,27d9b0dfc570f3a155a70bee2322b7729c54450512d3aa5d153d415cc3348678,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F01.png,fb2b3172532e8aa6200c13412604e057a86501413a7038c9c48531856c94c8df,fb2b3172532e8aa6200c13412604e057a86501413a7038c9c48531856c94c8df,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F02.png,4d4c2dfe1ab765db3989b27949660c46f62a5e7cea23b74a6c3fa106882387a3,4d4c2dfe1ab765db3989b27949660c46f62a5e7cea23b74a6c3fa106882387a3,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F03.png,49b82856ad01e1a4da5f8ff71245488ce82f308f01e557afb0560cee7df0a287,49b82856ad01e1a4da5f8ff71245488ce82f308f01e557afb0560cee7df0a287,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F04.png,80630efa2f358a24d0e59981bbd309e1d8d9278fcc0fb536496cd0dab6e5fbe5,80630efa2f358a24d0e59981bbd309e1d8d9278fcc0fb536496cd0dab6e5fbe5,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F05.png,05643afdd7f9a4441b531468226ac429846f071b759c3fd598337e2114b9f21e,05643afdd7f9a4441b531468226ac429846f071b759c3fd598337e2114b9f21e,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F06.png,9bcc23d5a1035abadc431c5be975644df9021cc9401768a779c30d90baa7dba4,9bcc23d5a1035abadc431c5be975644df9021cc9401768a779c30d90baa7dba4,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F07.png,fe2aa3e8c66c51809d8d535588aba60a7073c0817efcabe3bb7fb9f01655999c,fe2aa3e8c66c51809d8d535588aba60a7073c0817efcabe3bb7fb9f01655999c,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/ICON/003_m_red_snail_s_mon_red_snail_ICON.png,2b8cf4e30211c7e7f8c00633b21c5b01fdf34d2be053503f52c884180e005154,2b8cf4e30211c7e7f8c00633b21c5b01fdf34d2be053503f52c884180e005154,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F00.png,8f1f41071662fbb08875040e369acdb54d9227630a796c048daa64cf2e2d65b6,8f1f41071662fbb08875040e369acdb54d9227630a796c048daa64cf2e2d65b6,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F01.png,abc137353b8f6b0e44b1e2274880759a4385753ff4235be2cef3f7ef54360869,abc137353b8f6b0e44b1e2274880759a4385753ff4235be2cef3f7ef54360869,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F02.png,35982ce1814ac859f1cec3d397c08d1a4906a2c90809ba114cc4529f3e16acd9,35982ce1814ac859f1cec3d397c08d1a4906a2c90809ba114cc4529f3e16acd9,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F03.png,1702b89bff1cd33ac97c4c10442599315950c8d6a611b710416745c59b22402a,1702b89bff1cd33ac97c4c10442599315950c8d6a611b710416745c59b22402a,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F04.png,f5ca5c4a81ded967c9d52990c072088f04f36614d6d5ee09e4c2f25a20a12795,f5ca5c4a81ded967c9d52990c072088f04f36614d6d5ee09e4c2f25a20a12795,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F05.png,d79b60074ba5d1cfb15212ae71fe7e20a46bf7c4ad890d6a9adbe79f7f3e5b6e,d79b60074ba5d1cfb15212ae71fe7e20a46bf7c4ad890d6a9adbe79f7f3e5b6e,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F06.png,b082181995435a82578eb91d043600b29d5b5ac9935e4786fd636d8345e6d57e,b082181995435a82578eb91d043600b29d5b5ac9935e4786fd636d8345e6d57e,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F07.png,ba17ab18618796cfdebe0cee8abed448b98ece37dee7f8fec1c854b99121e90b,ba17ab18618796cfdebe0cee8abed448b98ece37dee7f8fec1c854b99121e90b,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F08.png,097503c7e5fb8b13debcfe2e6dba312428ff0c2761e0c8fdc705be54c7185626,097503c7e5fb8b13debcfe2e6dba312428ff0c2761e0c8fdc705be54c7185626,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F09.png,175d7162ff00cca8888cf50e9cb2639e095ae3aaaa8bb7fb6b169b09faa2c019,175d7162ff00cca8888cf50e9cb2639e095ae3aaaa8bb7fb6b169b09faa2c019,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F10.png,a86d25ac7e3756d004737b4cc483e065330dd19b8ba6384504ec5eb167ecffcb,a86d25ac7e3756d004737b4cc483e065330dd19b8ba6384504ec5eb167ecffcb,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F11.png,99be0616d1b324fb0f61ac78b494a68d3d8c4d8b1dc0e2fb5857421c3dd38516,99be0616d1b324fb0f61ac78b494a68d3d8c4d8b1dc0e2fb5857421c3dd38516,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/ICON/004_m_mano_s_mon_mano_ICON.png,376a834788509b198e36b78ce67fae4b14e2f543f7bd8832bb88e6a87f76c667,376a834788509b198e36b78ce67fae4b14e2f543f7bd8832bb88e6a87f76c667,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F00.png,8ea04631a8e2c5dda4644971dff0da46374f0516107a6c4078a22ed49eb84932,8ea04631a8e2c5dda4644971dff0da46374f0516107a6c4078a22ed49eb84932,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F01.png,a77604fc3e50d5c9fdf674f58e6e1c57cb0cf8339b88450916e15c8b1833854c,a77604fc3e50d5c9fdf674f58e6e1c57cb0cf8339b88450916e15c8b1833854c,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F02.png,ede62a4e5c2af755bf5a5bc759b33ab174bc95764b296a2c5bae4bcacd3e8fef,ede62a4e5c2af755bf5a5bc759b33ab174bc95764b296a2c5bae4bcacd3e8fef,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F03.png,7cb6d63a2e7a22ff318eb2349445368849f079f6bfbdcc6b4d85faffe8c388a0,7cb6d63a2e7a22ff318eb2349445368849f079f6bfbdcc6b4d85faffe8c388a0,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F04.png,142c9cb3c8fa789b4879c1ada3acf47e3da5fd019874363eb394a9d6582f3b4b,142c9cb3c8fa789b4879c1ada3acf47e3da5fd019874363eb394a9d6582f3b4b,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F05.png,21fb25a7fd72d26a6b3957326d232c4282d5c2018072a44907d0516d7bee63ca,21fb25a7fd72d26a6b3957326d232c4282d5c2018072a44907d0516d7bee63ca,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F06.png,d39b9691e36c96e2d79d8d1bff5d2168f4938a571b6f56b6a0ec6aa0bd225db3,d39b9691e36c96e2d79d8d1bff5d2168f4938a571b6f56b6a0ec6aa0bd225db3,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F07.png,3ef9a4d717b38c5f0755081303dab9fee17828fd647429da314c8eccb905f348,3ef9a4d717b38c5f0755081303dab9fee17828fd647429da314c8eccb905f348,True,ZIP_CRC_PASS
DELIVERED_PNG_COPY,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/ICON/005_m_slime_s_mon_slime_ICON.png,c4deb5eb4a24ea52d0e79ee12d2d9d73156ccc70de448cf5c902f7cfe1470b90,c4deb5eb4a24ea52d0e79ee12d2d9d73156ccc70de448cf5c902f7cfe1470b90,True,ZIP_CRC_PASS
