area_id,monster_id,monster_name,skill_id,skill_name,effect_role,production_decision,approval_status,relative_path,frame_index,frame_count,canvas,frame_seconds,playback_mode,runtime_use,source_sheet,split_box,source_monster_image,source_provenance,preview_path
area_10,m_mask_fish,마스크피쉬,s_mon_mask_fish,가면 아래의 감각,REFERENCE,NEW_ART,PENDING,REFERENCE/002_m_mask_fish_s_mon_mask_fish_REFERENCE_F04.png,4,6,256x256 RGBA,0.10,preview-only non-loop,false,SOURCE_SHEETS/002_m_mask_fish_sheet.png,"(444, 444, 887, 887)",monsters/002.../MONSTER_IMAGE.png,monsters/002.../SOURCE_PROVENANCE.md,PREVIEW/002_m_mask_fish/labeled_preview.png
area_10,m_mask_fish,마스크피쉬,s_mon_mask_fish,가면 아래의 감각,REFERENCE,NEW_ART,PENDING,REFERENCE/002_m_mask_fish_s_mon_mask_fish_REFERENCE_F05.png,5,6,256x256 RGBA,0.10,preview-only non-loop,false,SOURCE_SHEETS/002_m_mask_fish_sheet.png,"(887, 444, 1330, 887)",monsters/002.../MONSTER_IMAGE.png,monsters/002.../SOURCE_PROVENANCE.md,PREVIEW/002_m_mask_fish/labeled_preview.png
area_10,m_squid,스퀴드,s_mon_squid,심해 먹물 폭발,ICON,NEW_ART,PENDING,ICON/003_m_squid_s_mon_squid_ICON.png,0,1,256x256 RGBA,static,static,true,SOURCE_SHEETS/003_m_squid_sheet.png,"(0, 0, 418, 418)",monsters/003.../MONSTER_IMAGE.png,monsters/003.../SOURCE_PROVENANCE.md,PREVIEW/003_m_squid/labeled_preview.png
area_10,m_squid,스퀴드,s_mon_squid,심해 먹물 폭발,CAST,NEW_ART,PENDING,CAST/003_m_squid_s_mon_squid_CAST_F00.png,0,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/003_m_squid_sheet.png,"(418, 0, 836, 418)",monsters/003.../MONSTER_IMAGE.png,monsters/003.../SOURCE_PROVENANCE.md,PREVIEW/003_m_squid/labeled_preview.png
area_10,m_squid,스퀴드,s_mon_squid,심해 먹물 폭발,CAST,NEW_ART,PENDING,CAST/003_m_squid_s_mon_squid_CAST_F01.png,1,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/003_m_squid_sheet.png,"(836, 0, 1254, 418)",monsters/003.../MONSTER_IMAGE.png,monsters/003.../SOURCE_PROVENANCE.md,PREVIEW/003_m_squid/labeled_preview.png
area_10,m_squid,스퀴드,s_mon_squid,심해 먹물 폭발,CAST,NEW_ART,PENDING,CAST/003_m_squid_s_mon_squid_CAST_F02.png,2,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/003_m_squid_sheet.png,"(0, 418, 418, 836)",monsters/003.../MONSTER_IMAGE.png,monsters/003.../SOURCE_PROVENANCE.md,PREVIEW/003_m_squid/labeled_preview.png
area_10,m_squid,스퀴드,s_mon_squid,심해 먹물 폭발,CAST,NEW_ART,PENDING,CAST/003_m_squid_s_mon_squid_CAST_F03.png,3,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/003_m_squid_sheet.png,"(418, 418, 836, 836)",monsters/003.../MONSTER_IMAGE.png,monsters/003.../SOURCE_PROVENANCE.md,PREVIEW/003_m_squid/labeled_preview.png
area_10,m_squid,스퀴드,s_mon_squid,심해 먹물 폭발,CAST,NEW_ART,PENDING,CAST/003_m_squid_s_mon_squid_CAST_F04.png,4,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/003_m_squid_sheet.png,"(836, 418, 1254, 836)",monsters/003.../MONSTER_IMAGE.png,monsters/003.../SOURCE_PROVENANCE.md,PREVIEW/003_m_squid/labeled_preview.png
area_10,m_squid,스퀴드,s_mon_squid,심해 먹물 폭발,CAST,NEW_ART,PENDING,CAST/003_m_squid_s_mon_squid_CAST_F05.png,5,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/003_m_squid_sheet.png,"(0, 836, 418, 1254)",monsters/003.../MONSTER_IMAGE.png,monsters/003.../SOURCE_PROVENANCE.md,PREVIEW/003_m_squid/labeled_preview.png
area_10,m_squid,스퀴드,s_mon_squid,심해 먹물 폭발,CAST,NEW_ART,PENDING,CAST/003_m_squid_s_mon_squid_CAST_F06.png,6,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/003_m_squid_sheet.png,"(418, 836, 836, 1254)",monsters/003.../MONSTER_IMAGE.png,monsters/003.../SOURCE_PROVENANCE.md,PREVIEW/003_m_squid/labeled_preview.png
area_10,m_squid,스퀴드,s_mon_squid,심해 먹물 폭발,CAST,NEW_ART,PENDING,CAST/003_m_squid_s_mon_squid_CAST_F07.png,7,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/003_m_squid_sheet.png,"(836, 836, 1254, 1254)",monsters/003.../MONSTER_IMAGE.png,monsters/003.../SOURCE_PROVENANCE.md,PREVIEW/003_m_squid/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,ICON,NEW_ART,PENDING,ICON/004_m_shark_s_mon_shark_ICON.png,0,1,256x256 RGBA,static,static,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(0, 0, 314, 314)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,CAST,NEW_ART,PENDING,CAST/004_m_shark_s_mon_shark_CAST_F00.png,0,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(314, 0, 627, 314)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,CAST,NEW_ART,PENDING,CAST/004_m_shark_s_mon_shark_CAST_F01.png,1,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(627, 0, 940, 314)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,CAST,NEW_ART,PENDING,CAST/004_m_shark_s_mon_shark_CAST_F02.png,2,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(940, 0, 1254, 314)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,CAST,NEW_ART,PENDING,CAST/004_m_shark_s_mon_shark_CAST_F03.png,3,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(0, 314, 314, 627)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,CAST,NEW_ART,PENDING,CAST/004_m_shark_s_mon_shark_CAST_F04.png,4,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(314, 314, 627, 627)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,CAST,NEW_ART,PENDING,CAST/004_m_shark_s_mon_shark_CAST_F05.png,5,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(627, 314, 940, 627)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,CAST,NEW_ART,PENDING,CAST/004_m_shark_s_mon_shark_CAST_F06.png,6,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(940, 314, 1254, 627)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,CAST,NEW_ART,PENDING,CAST/004_m_shark_s_mon_shark_CAST_F07.png,7,8,384x384 RGBA,0.10,non-loop one-shot,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(0, 627, 314, 940)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,PROJECTILE,NEW_ART,PENDING,PROJECTILE/004_m_shark_s_mon_shark_PROJECTILE_F00.png,0,4,384x384 RGBA,0.08,non-loop,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(314, 627, 627, 940)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,PROJECTILE,NEW_ART,PENDING,PROJECTILE/004_m_shark_s_mon_shark_PROJECTILE_F01.png,1,4,384x384 RGBA,0.08,non-loop,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(627, 627, 940, 940)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,PROJECTILE,NEW_ART,PENDING,PROJECTILE/004_m_shark_s_mon_shark_PROJECTILE_F02.png,2,4,384x384 RGBA,0.08,non-loop,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(940, 627, 1254, 940)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_shark,샤크,s_mon_shark,포식자의 수류탄,PROJECTILE,NEW_ART,PENDING,PROJECTILE/004_m_shark_s_mon_shark_PROJECTILE_F03.png,3,4,384x384 RGBA,0.08,non-loop,true,SOURCE_SHEETS/004_m_shark_sheet.png,"(0, 940, 314, 1254)",monsters/004.../MONSTER_IMAGE.png,monsters/004.../SOURCE_PROVENANCE.md,PREVIEW/004_m_shark/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,ICON,NEW_ART,PENDING,ICON/005_m_pianus_s_mon_pianus_ICON.png,0,1,256x256 RGBA,static,static,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(0, 0, 314, 314)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,CAST,NEW_ART,PENDING,CAST/005_m_pianus_s_mon_pianus_CAST_F00.png,0,12,512x512 RGBA,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(314, 0, 627, 314)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,CAST,NEW_ART,PENDING,CAST/005_m_pianus_s_mon_pianus_CAST_F01.png,1,12,512x512 RGBA,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(627, 0, 940, 314)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,CAST,NEW_ART,PENDING,CAST/005_m_pianus_s_mon_pianus_CAST_F02.png,2,12,512x512 RGBA,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(940, 0, 1254, 314)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,CAST,NEW_ART,PENDING,CAST/005_m_pianus_s_mon_pianus_CAST_F03.png,3,12,512x512 RGBA,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(0, 314, 314, 627)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,CAST,NEW_ART,PENDING,CAST/005_m_pianus_s_mon_pianus_CAST_F04.png,4,12,512x512 RGBA,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(314, 314, 627, 627)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,CAST,NEW_ART,PENDING,CAST/005_m_pianus_s_mon_pianus_CAST_F05.png,5,12,512x512 RGBA,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(627, 314, 940, 627)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,CAST,NEW_ART,PENDING,CAST/005_m_pianus_s_mon_pianus_CAST_F06.png,6,12,512x512 RGBA,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(940, 314, 1254, 627)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,CAST,NEW_ART,PENDING,CAST/005_m_pianus_s_mon_pianus_CAST_F07.png,7,12,512x512 RGBA,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(0, 627, 314, 940)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,CAST,NEW_ART,PENDING,CAST/005_m_pianus_s_mon_pianus_CAST_F08.png,8,12,512x512 RGBA,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(314, 627, 627, 940)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,CAST,NEW_ART,PENDING,CAST/005_m_pianus_s_mon_pianus_CAST_F09.png,9,12,512x512 RGBA,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(627, 627, 940, 940)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,CAST,NEW_ART,PENDING,CAST/005_m_pianus_s_mon_pianus_CAST_F10.png,10,12,512x512 RGBA,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(940, 627, 1254, 940)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
area_10,m_pianus,피아누스,s_mon_pianus,심해왕의 광선,CAST,NEW_ART,PENDING,CAST/005_m_pianus_s_mon_pianus_CAST_F11.png,11,12,512x512 RGBA,0.08,non-loop one-shot,true,SOURCE_SHEETS/005_m_pianus_sheet.png,"(0, 940, 314, 1254)",monsters/005.../MONSTER_IMAGE.png,monsters/005.../SOURCE_PROVENANCE.md,PREVIEW/005_m_pianus/labeled_preview.png
