area,monster_id,skill_id,role,frame,ruid,version,sha256,path
1,m_mushmom,s_mon_mushmom,ICON,,e9fd9337e1c345b2b0b319eca6672725,6aa79619a77bc7d802864792,a1d75c353de834876d50277b0e1239bcfa205d19a847820e76ec59d15c0f4786,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0010.png
1,m_mushmom,s_mon_mushmom,VFX,0,899ddc265060424d8517d87664b2ce4d,6aa7958d896a2707bf5dd9d9,599890f5401728364be1596f5164138bf113ea76e3be63ebdfcbaa39bf71ae65,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0011.png
1,m_mushmom,s_mon_mushmom,VFX,1,0b78c17f76e844ee8c57921c547d6df9,6aa7959e4d77c6b480adcc39,2bba9d5b8e5acce570fcd761219eccaf7c07e856de09b13c82c251a04f9c11ec,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0012.png
1,m_mushmom,s_mon_mushmom,VFX,2,3cdb66096e6047fa800c4015f3b6b0b6,6aa795af4d77c6b480adcc40,444b573b93ab5bc815f8d72dcaeac8d418e8c9486aa65660f33f3754a1bc7dfc,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0013.png
1,m_mushmom,s_mon_mushmom,VFX,3,d2b23eec1183402992fbfaf7474204e2,6aa795c25d0dc263f8402aed,f078c9dc9e47fcc9e1d62bc73a96e9689d93239714b54767ecbc3113a78f3e08,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0014.png
1,m_mushmom,s_mon_mushmom,VFX,4,78244ae992d8406fab46fd9d53475cd6,6aa795bd5d0dc263f8402aeb,6808427cec440084e3e1d34d44f82c91100c09bce2bdcfc2719494c3aca08c0b,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0015.png
1,m_mushmom,s_mon_mushmom,VFX,5,2548e01d00184d9a8669242cd718a26d,6aa795da5d0dc263f8402af3,1d24ea6261d96e4c120d5e852879f9412e722ac243cdfda03deff5efd1add2e8,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0016.png
1,m_mushmom,s_mon_mushmom,VFX,6,fde4e094001a47e4887a4a3bbac930e8,6aa795d34d77c6b480adcc4c,cc34fe5567d285514429bd5f3aa2470772f3d4ef54fc2fce7c261d26434b5698,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0017.png
1,m_mushmom,s_mon_mushmom,VFX,7,2801b3a237234e36a5ce95ee26860840,6aa795de4d77c6b480adcc51,de6f50a6ecc94f5d3b08245dc6a1c3f0758a1c35b28a35851a1498eeceaaeae2,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0018.png
1,m_mushmom,s_mon_mushmom,VFX,8,f82d373711d848a79ff488f628700cb1,6aa795ec4d77c6b480adcc54,4803696e72aa8f10b7dfbe34f72d7a5bccec751e98f54145d9d47f97bfdfa5ff,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0019.png
1,m_mushmom,s_mon_mushmom,VFX,9,334c65844d5f4b2cbf357e46df94057b,6aa795e45d0dc263f8402af5,260af3ec57c63f61c4396b058cb51617c6dbd1c7641b566f5af97271c960f8a5,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0020.png
1,m_mushmom,s_mon_mushmom,VFX,10,6ec0c9c916f34e0fa292e7c34169be9c,6aa795f5ca0a2020a0d8742e,52515e824c6c4cb9ac149cbffcc7eb8e4a067801deb9d8c4fc6e89bc2dcb703b,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0021.png
1,m_mushmom,s_mon_mushmom,VFX,11,357e86c46ce74d4b8c7697a1b863a29d,6aa795fea77bc7d80286478c,6b8d5fc86af574469fd4981bd20c370a60cc453f100f59456edf09c132379d8d,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0022.png
1,m_mushroom,s_mon_mushroom,ICON,,cf02e12a319d421ba5a0788cdb0e3b50,6aa79649ca0a2020a0d87446,f38c0a74f0e5d6eaaf91479da0cfe9ef5dbc09ff26d31edcf93985621fecb65d,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0023.png
1,m_mushroom,s_mon_mushroom,VFX,0,3ecce04d2ad849d5be72838a8b366904,6aa796275d0dc263f8402b05,2047d902828d286e8f1b19631124651b697a6ebb98ad4c6303cd2e431431175f,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0024.png
1,m_mushroom,s_mon_mushroom,VFX,1,2da3abeb3036413c97904244f1f839b4,6aa7960f4d77c6b480adcc5a,781087ab001870ac27fdae64e14010e92b5baa194553d7a03f3564c589433c1c,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0025.png
1,m_mushroom,s_mon_mushroom,VFX,2,c3c3d17688584fe497861696ad3a5c61,6aa79615a77bc7d802864791,ee982109aa20364d96b5072f9f0e673c882415e250e59edab627fce905faaddd,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0026.png
1,m_mushroom,s_mon_mushroom,VFX,3,3520b7305a064f99a852ec9456d18dc3,6aa796548b247671eef7afaa,dd4234052fe0f3a5a6870371ebb404c748e6a7673b9224d0a3c39147f6a850a3,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0027.png
1,m_mushroom,s_mon_mushroom,VFX,4,bc4b56c1a4ca45219e516b9ae2abc832,6aa79629d119b909e68b2784,03dbbfee499c0a4f473f4591bd189fb298ed204cb1ffe9fdedf52a1e2e9563e4,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0028.png
1,m_mushroom,s_mon_mushroom,VFX,5,2aa73c3764cd485bad5613014f562884,6aa79648a77bc7d80286479a,f72250b3092685be14a1d0d1711f427763318e7a0a75465656bb79ea8d1b1d4b,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0029.png
1,m_mushroom,s_mon_mushroom,VFX,6,d55d27ef5b644422a01830a86632f89c,6aa7985f4a5ad954719f34b4,dd5d0bc9f437a441f70918a474f645f3a1b7a187614ca406f79b473b69a77d67,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0030.png
1,m_mushroom,s_mon_mushroom,VFX,7,aedeb2899bae4a749d0a6a752040cb2c,6aa798a3d2156bd45f72d22e,a60bf38523c39634989602f314ee03c877aa91713ec3bc7b47718f058c29cff3,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0031.png
1,m_snail,s_mon_snail_dew_trail,ICON,,dca130e6fcc74ff7889d3bb5a2cdce61,6aa7989aa77bc7d8028647db,8805fcc0cada1204f3dd001c1d2d0934aba790b55769f60a6881af25aec75b87,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0032.png
1,m_snail,s_mon_snail_dew_trail,VFX,0,dc7e13dbdd1d4a33a718647c5aade1bb,6aa798934a5ad954719f34c9,0ff79dba891746b62e869d8cf44ff94c03c47ab50de83867013cc1bca50cf1fa,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0033.png
1,m_snail,s_mon_snail_dew_trail,VFX,1,4ce31f7b6c1c4c07b180bcad53aa4c98,6aa796c93d2793a4363db19c,f611ab5b048816c297602f33c0a70f8cfb075a0152803d9154d1626816499bcb,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0034.png
1,m_snail,s_mon_snail_dew_trail,VFX,2,6ee94619515d447f975d9021f6762eb5,6aa796afdd028465bf663d03,0fa822ce17591933f7675902a9f06a8be405d7eee21b42732463f14d76ea4476,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0035.png
1,m_snail,s_mon_snail_dew_trail,VFX,3,b4b726d68b6f433ab24348f025ded9a5,6aa796df3d2793a4363db1ad,7a1c9007086f5e283da282f785dd8b00d19b8011bf7bd6d83f376ade9f406f6b,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0036.png
1,m_snail,s_mon_snail_dew_trail,VFX,4,5c8e2c37a63a4955807b8d697782db30,6aa796f7cb73a580dcb777e9,7cb88943557724238eefe29a6cb356fad829b4f5aa3464ed3b8952046bba1dc4,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0037.png
1,m_snail,s_mon_snail_dew_trail,VFX,5,ef0dda4a9f1a4478a4a69b5e155bcebc,6aa79713566d7f01ee61c831,dbe4e8dcdcb0815b847e77195e5dfd7f6df3e2bd784a69d71b6fddfaaacdcea5,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0038.png
1,m_snail,s_mon_snail_dew_trail,VFX,6,6387e059de9e445b90ef0894bb1c86ad,6aa7971a1e4672497c5b4313,6c54dfa2bffaecc96a8e4613abfb48c57373d73f1c235bf6b402d3a8a4555147,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0039.png
1,m_snail,s_mon_snail_dew_trail,VFX,7,226207b150f34ef6aa2dbbb930c66bc7,6aa797259776e56500b51977,a8c085610ddf46237fdfafd29e6a6abcf772f016ebdb994c5a1e12f6b468a789,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0040.png
2,m_axe_stump,s_mon_axe_stump,ICON,,863967d57c9745fda84dfdb27682c3dd,6aa797194d77c6b480adcc74,286159381038ba427a1fdf2ac026bdd2eb76f860d699fb6121a42cefced8a852,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0041.png
2,m_axe_stump,s_mon_axe_stump,VFX,0,9709c7c6568c4d71a3b7ed83bfebcaa9,6aa796ee9776e56500b51976,cae8a535522936f5a1c77527052cdbcb95a24b8d5ae147867bf212800dcb5d8b,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0042.png
2,m_axe_stump,s_mon_axe_stump,VFX,1,dbc5a0783705434db07ed2527adccc20,6aa7971fcb73a580dcb777f1,fc02b9e1f31a6fee8921d15bb10db3300839077f6d82566d9fb3ee13309a3901,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0043.png
2,m_axe_stump,s_mon_axe_stump,VFX,2,bff3f21d458a4be8b8db0ca0b298dd65,6aa797349776e56500b5197a,f25b039acca351882410cc952dea01691587e0f5a8758aa484195ddfd24c2956,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0044.png
2,m_axe_stump,s_mon_axe_stump,VFX,3,a29e6c563f3240f89a142e43e6da99d6,6aa797419776e56500b5197d,6e39fe1849e74d62a3b05bf32b16f0bdbd71bbb6e0b8046fc2a267032806e75b,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0045.png
2,m_axe_stump,s_mon_axe_stump,VFX,4,bf93221095bc4798a65db3477d29a3f5,6aa7973bd43d0c8ffe66a1d0,9671721b4729b163f83d52c2846133710894a4bbd1b5d3e2d27305ab24456356,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0046.png
2,m_axe_stump,s_mon_axe_stump,VFX,5,77354053e34142c9b0b3b1748326c8bb,6aa79767ff7ea1f2f92ef9e7,cf442c744233c0e4d72c3d3d6f293c3e490fae0f017cec93ca7aff9842e9a158,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0047.png
2,m_axe_stump,s_mon_axe_stump,VFX,6,0f43a284c1234a2f922e2a3aeff26b15,6aa79760566d7f01ee61c84e,678b6b6c757ac13244c8a1eb3440806de18350bc6301bcdfb2bf93a68c5b026c,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0048.png
2,m_axe_stump,s_mon_axe_stump,VFX,7,c5b75d764cd24f3383d9cdb95e3ddecb,6aa7974c566d7f01ee61c841,fb5c3ed4e661a46f396dc0322b4671c282e1bae3046624ee697c9f76d4a4d898,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0049.png
2,m_dark_axe_stump,s_mon_dark_axe_stump,ICON,,1b10aa5c127e43c8b67b8e3cd64a737b,6aa79792d43d0c8ffe66a1e5,c3d765667a707a2f162c3c01ca5e06d6543fc58ba464f21e21e258ac8a7b7470,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0050.png
2,m_dark_axe_stump,s_mon_dark_axe_stump,VFX,0,6b453727715746d3ae204fc3951e3ae3,6aa7976c566d7f01ee61c853,e8265939b39e89647ae74d7640ea1a06236007eeb41072bb24b1cc5774175fae,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0051.png
2,m_dark_axe_stump,s_mon_dark_axe_stump,VFX,1,ee8cbcc6f5af4e8683dcf6d48b64a629,6aa797b46e6e2b1b7bf10dd2,6ddf6f7d4077b6f3e15fb2f34df0d5c2ac24e711ff4881cd3f77042a4a157783,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0052.png
2,m_dark_axe_stump,s_mon_dark_axe_stump,VFX,2,f62d239f0f9f4e00a1b23e3966e250ff,6aa79772d43d0c8ffe66a1dc,dae1b2982af099f7a488d0d41aa6b91b42cc5f1de995df684cb763417222248f,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0053.png
2,m_dark_axe_stump,s_mon_dark_axe_stump,VFX,3,d4fe81a44e894f06b0118bc78b71fd39,6aa797666c1999f2c89764c7,d5668e98d5be0f6a96afcc70d5b75a094f3f782e2c803ce6ec3bc635d8479040,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0054.png
2,m_dark_axe_stump,s_mon_dark_axe_stump,VFX,4,71b80676aa0146c19a19f2aef7c25ea0,6aa7978c9521f8039aa84a1d,8583beff4d4c6d8db063d43f16c97d8b00b70fd1868ba538f751c4856df016fa,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0055.png
2,m_dark_axe_stump,s_mon_dark_axe_stump,VFX,5,d7880d1003ea4d329e658ccdc6e919bd,6aa797ba6c1999f2c89764ed,797198d9d0ca7dfb0627321d057a606a3728d988139655619f880bfb1e2fa9ab,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0056.png
2,m_dark_axe_stump,s_mon_dark_axe_stump,VFX,6,7ae9913ecba04f5eb94b1f44a054e178,6aa797d86e6e2b1b7bf10de4,52bf5543a315b5791bc691138b5d3316ccb1365ad2cb58e0c84e8b1c17365e5e,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0057.png
2,m_dark_axe_stump,s_mon_dark_axe_stump,VFX,7,6d44181fdb8f489ea84aec35d2ae568f,6aa797e264283f7d05483860,cf87079559138181c448fee33f8bca2a8d0a349cb9796653c0bd0941fc28f01e,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0058.png
2,m_fire_boar,s_mon_fire_boar,ICON,,f1cdcec07b964736af9c03384ea995f1,6aa798314964baca293c2297,6220bf30711b2df52ea800b29fb932fedc91663de2d699957460dc6e9fe0f82a,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0059.png
2,m_fire_boar,s_mon_fire_boar,VFX,0,9554c1f79fcb4874b8b245568031011e,6aa797b16e6e2b1b7bf10dcf,1769ea5df893bf6b7e2e3b83728a57265126827af3f379160f2db3d365293107,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0060.png
2,m_fire_boar,s_mon_fire_boar,VFX,1,f5395678ce0548e69d33adfbaf9ab13b,6aa797c29521f8039aa84a3a,b87523d4d5fafa68b6ed7e231f9fec466b49b0f0630a5563608a2743e8d0c292,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0061.png
2,m_fire_boar,s_mon_fire_boar,VFX,2,cf87f6942fc643d897a2064043cc5d95,6aa797d1dd28f6470c293ee4,220bfc5fd63cee2c3d85a3900f0b0d97368930e90a8d5701b53865de4edb9417,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0062.png
2,m_fire_boar,s_mon_fire_boar,VFX,3,a1d0a09a37ee4ccd8888dcf659ebfb0d,6aa7981a5d0dc263f8402b40,a2ad767d1ec34027b57359123512c75376fbcb031f82cd54f5a525e615ad4096,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0063.png
2,m_fire_boar,s_mon_fire_boar,VFX,4,46f9548cde414ba4b92ad3ac8a445389,6aa798134964baca293c2291,73c3d567cdd151bbf4594b3bfe11dd964b9a870639768c202d24aecaaba947bb,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0064.png
2,m_fire_boar,s_mon_fire_boar,VFX,5,d2a18e563ce44e5a95e508034a1aa5e0,6aa7981e4964baca293c2293,ab55eeb74fb5a2f13b4696ac8e865972fd95433804e6f19d21b2e9f3fb5a1f21,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0065.png
2,m_fire_boar,s_mon_fire_boar,VFX,6,42cd43c8d1084112884e473367ec8f98,6aa797fedd28f6470c293eed,ecfbc29818a8e5f7a7df38aab72745ac8c12406bc11f8aa8b8353a08589223e1,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0066.png
2,m_fire_boar,s_mon_fire_boar,VFX,7,07dbb124de5e42ee8c5663609137f9e7,6aa7980164283f7d05483868,aa4894699bebfad16149e0fc7ddb88a08f7b2c36664e6e578f194e51bcfb17a8,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0067.png
2,m_iron_hog,s_mon_iron_hog,ICON,,92dabe6725664b49a65b71c8c9ad9933,6aa798954a5ad954719f34cb,cb36c30a94456f6fa89fd34bb908f2767e2d37eed9f8e6d38cbd061595b8b137,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0068.png
2,m_skeleton_commander,s_mon_skeleton_commander,ICON,,580fb483808f4c29b4dfa0961da12c2d,6aa79883a77bc7d8028647d5,c48e574820450254ba933c55003bd192df0632f0a4fca4db30fbf2d94520f878,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0069.png
2,m_skeleton_commander,s_mon_skeleton_commander,VFX,0,0a3e1cbb6ffc473884262486187d6bd5,6aa79887d43d0c8ffe66a1fa,78450969d103ac4d8d3a8bf055cc95269c33b4542786e3495047fe5694807c0f,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0070.png
2,m_skeleton_commander,s_mon_skeleton_commander,VFX,1,8fbbbcd264814b8f9084d61b528d5625,6aa798714964baca293c22a8,feefef06ac7d3206f655df30b55b191dc6e154e0ac0f344248c939f067d3a855,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0071.png
2,m_skeleton_commander,s_mon_skeleton_commander,VFX,2,5f3582b89f944805a28009cbcd0e7304,6aa798275d0dc263f8402b42,ae39186d01d1592dc292de542a765feba366b86befe1c52e1a5d622ebe120caf,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0072.png
2,m_skeleton_commander,s_mon_skeleton_commander,VFX,3,4e73d36faf7741b2ad3bb4ccc909d9da,6aa79880a77bc7d8028647d4,f08ec3aee6a6934b898747f142d77a6fd80786c0ababacc9145c93b0a70b29e5,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0073.png
2,m_skeleton_commander,s_mon_skeleton_commander,VFX,4,0d9e6dbe44e04294af958ee2a0ec738f,6aa798a0bd3304e6b2159b76,b3b177a3267528fc7e2a3462f7a86cd18cd6d2f21053c0c9e1009810998e2b20,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0074.png
2,m_skeleton_commander,s_mon_skeleton_commander,VFX,5,860cd685e56b40d5a3ed5e482d744835,6aa798aa5c07d346a4cd839d,9696f7284e1fd42bfbd061d762a669cab0d78021a418bc9f2f2c6b0e7238d7aa,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0075.png
2,m_skeleton_commander,s_mon_skeleton_commander,VFX,6,6c4c7313c6a549c69b676617eefbd28e,6aa798b1a77bc7d8028647df,fdbd1ff62635b9ce67db6b3a6da5908d12aa8f0acfe6861087935feed4547c55,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0076.png
2,m_skeleton_commander,s_mon_skeleton_commander,VFX,7,8d34edea0de74ec7856dcc14e5184ffa,6aa7984b4964baca293c229e,22d0c4639a252104306bd66681edd084faf4524bb8dfe07d67af306d30b50133,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0077.png
2,m_stone_golem,s_mon_stone,ICON,,76348de1ce654d5a961d9c64baf7b370,6aa79892d43d0c8ffe66a1fd,25ee865021fe261a927fd0e7e2824b22daf12b2447af721d7a4b11035c6e859d,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0078.png
2,m_stone_golem,s_mon_stone,VFX,0,e69f3f0977a047b19a2c75b554be26b6,6aa79887d2156bd45f72d229,4f326422159809d0a2505c596a40c98f0eb4d7058bff4a715073e7ddfa9247de,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0079.png
2,m_stone_golem,s_mon_stone,VFX,1,d5ba309905b847b4a2991f54973dfe43,6aa79cda896a2707bf5ddaa7,09353647cf1b37da4cfcd4847965bedbae1eb2ecbc12ce07fb3c9e6b882ee87c,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0080.png
2,m_stone_golem,s_mon_stone,VFX,2,c211839e744b47269eb946d64c455114,6aa79cd1d119b909e68b2872,8fd2a25b9157985a335bd2e40ad1e9f7f5566f89837c1acdf72d62ea817f723c,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0081.png
2,m_stone_golem,s_mon_stone,VFX,3,65dd8c912a674d16882ea982fed6665a,6aa79ceb896a2707bf5ddab4,e62950c83530947663253524bff33fe6887fece86ec0c6db97ded9c79191bd6c,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0082.png
2,m_stone_golem,s_mon_stone,VFX,4,5ac3dd0e38384c0cafe7f1a98f2f8de8,6aa79909941a9d6fddd87908,2fa87e451d231b8df87e304968b07028358391bd38a0ef59905498bd3a5d2e7d,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0083.png
2,m_stone_golem,s_mon_stone,VFX,5,a9d65f018d774ac6bdc2dc666071808a,6aa79918941a9d6fddd8790c,2ff231d60829083b653410d24fcd1653a3f7542454eb88b99a4cfd132b6434d0,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0084.png
2,m_stone_golem,s_mon_stone,VFX,6,12cc423118434edca5ca1c1fe9bfa12c,6aa7993b941a9d6fddd87913,37b046a9c386b87431287d75df23f07782bc4bade88c074796359248de0c9913,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0085.png
2,m_stone_golem,s_mon_stone,VFX,7,0f0ebbc5ceed4ead8092d1523b34d78c,6aa79945941a9d6fddd87915,609e003ffe96945acd066495be783c5f538103c6c439f8acae96908bc553216c,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0086.png
2,m_stumpy,s_mon_stumpy,ICON,,ccfb3398d2b740e8a1e881f16f380129,6aa7996a941a9d6fddd8791f,e0189ab294c795f99fcbcddc0f19d1a6e6345e91d4c3027e507b521cc87d27f1,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0087.png
2,m_stumpy,s_mon_stumpy,VFX,0,e779e28c9b1e4fd2af885272529c1d54,6aa799614a5ad954719f34ff,3da76846421ce22addf92841ffdb7402f23d9249827a178c72623e3591cc056f,D:\maplestory_levup\docs\art\import-runs\ALL_AREAS_20260914_151243\staging\full\0088.png
