area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,effect_role,production_decision,runtime_use,relative_path,frame_index,frame_count,canvas,frame_seconds,total_seconds,playback_mode,source_reference,source_sheet,split_coords,sha256,validation_summary,user_art_approval
area_01,헤네시스 근교,2,m_blue_snail,파란 달팽이,s_mon_blue_snail,푸른 껍질,버프,CAST,AREA00_APPROVED_REUSE,true,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F07.png,7.0,8,256x256 RGBA,0.10,0.80,non-loop one-shot,AREA_00 approved reuse,,,d28d8ff99b111634ba2a755761085a260dda2100f83cf2e729812242dc98f7c1,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""PASS""}",AREA00_APPROVED_REUSE_PRESERVED
area_01,헤네시스 근교,3,m_mushroom,주황 버섯,s_mon_mushroom,포자 살포,액티브,ICON,NEW_ART,ui,monsters/003_m_mushroom_주황_버섯/ICON/003_m_mushroom_s_mon_mushroom_ICON.png,,1,256x256 RGBA,static,static,static,image_gen generated icon,,,418e8d5744d14d41f673a4f4bcd0bf8851013345baf02b86e4f3e40bbb968fcf,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,3,m_mushroom,주황 버섯,s_mon_mushroom,포자 살포,액티브,CAST,NEW_ART,true,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F00.png,0.0,8,384x384 RGBA,0.10,0.80,non-loop one-shot,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,"[{""frame"": 0, ""box"": [0, 0, 384, 384]}, {""frame"": 1, ""box"": [384, 0, 768, 384]}, {""frame"": 2, ""box"": [768, 0, 1152, 384]}, {""frame"": 3, ""box"": [1152, 0, 1536, 384]}, {""frame"": 4, ""box"": [0, 384, 384, 768]}, {""frame"": 5, ""box"": [384, 384, 768, 768]}, {""frame"": 6, ""box"": [768, 384, 1152, 768]}, {""frame"": 7, ""box"": [1152, 384, 1536, 768]}]",8e91de1708861cdd0b9a0c1059b1a87bd1e1d64ffa303619fb7fe6298f5e41db,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,3,m_mushroom,주황 버섯,s_mon_mushroom,포자 살포,액티브,CAST,NEW_ART,true,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F01.png,1.0,8,384x384 RGBA,0.10,0.80,non-loop one-shot,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,,3aae8e5b878cb29b5849b461d805f57092e6eafc699812915037b13f356ea6ea,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,3,m_mushroom,주황 버섯,s_mon_mushroom,포자 살포,액티브,CAST,NEW_ART,true,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F02.png,2.0,8,384x384 RGBA,0.10,0.80,non-loop one-shot,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,,9835ce8057220f24db89dd19dc10611e33b2d1fa009f1fd2a6f3fb404e62711f,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,3,m_mushroom,주황 버섯,s_mon_mushroom,포자 살포,액티브,CAST,NEW_ART,true,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F03.png,3.0,8,384x384 RGBA,0.10,0.80,non-loop one-shot,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,,a7952df960598212dc4776638a69be40f6812b50b6574187f539a0e90985a0d8,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,3,m_mushroom,주황 버섯,s_mon_mushroom,포자 살포,액티브,CAST,NEW_ART,true,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F04.png,4.0,8,384x384 RGBA,0.10,0.80,non-loop one-shot,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,,cfc62fd0b8c691b0aa4c431c5f72fb5c387bb5a03e3caf8a7f33dd9a1c0bc538,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,3,m_mushroom,주황 버섯,s_mon_mushroom,포자 살포,액티브,CAST,NEW_ART,true,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F05.png,5.0,8,384x384 RGBA,0.10,0.80,non-loop one-shot,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,,f29195265514338fe34f237a7d51ed8c9858e3404b34f6996e16b58b0513f516,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,3,m_mushroom,주황 버섯,s_mon_mushroom,포자 살포,액티브,CAST,NEW_ART,true,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F06.png,6.0,8,384x384 RGBA,0.10,0.80,non-loop one-shot,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,,059ee28bbb562138091299c31696649ec4a633df0c4a4833fb24a95b003c4fb0,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,3,m_mushroom,주황 버섯,s_mon_mushroom,포자 살포,액티브,CAST,NEW_ART,true,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F07.png,7.0,8,384x384 RGBA,0.10,0.80,non-loop one-shot,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,monsters/003_m_mushroom_주황_버섯/SOURCE_SHEET/003_m_mushroom_s_mon_mushroom_CAST_SOURCE_SHEET.png,,3d58e23958b929bb35333c6c394140f39dd7208158c936d930634e0bdebeac49,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,ICON,NEW_ART,ui,monsters/004_m_mushmom_머쉬맘/ICON/004_m_mushmom_s_mon_mushmom_ICON.png,,1,256x256 RGBA,static,static,static,image_gen generated icon,,,717e6678ae0895b704b10685d7e530727d37e88821ff523d48d09f93978a3a0e,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,CAST,NEW_ART,true,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F00.png,0.0,12,512x512 RGBA,0.08,0.96,non-loop one-shot,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,"[{""frame"": 0, ""box"": [0, 0, 512, 512]}, {""frame"": 1, ""box"": [512, 0, 1024, 512]}, {""frame"": 2, ""box"": [1024, 0, 1536, 512]}, {""frame"": 3, ""box"": [1536, 0, 2048, 512]}, {""frame"": 4, ""box"": [0, 512, 512, 1024]}, {""frame"": 5, ""box"": [512, 512, 1024, 1024]}, {""frame"": 6, ""box"": [1024, 512, 1536, 1024]}, {""frame"": 7, ""box"": [1536, 512, 2048, 1024]}, {""frame"": 8, ""box"": [0, 1024, 512, 1536]}, {""frame"": 9, ""box"": [512, 1024, 1024, 1536]}, {""frame"": 10, ""box"": [1024, 1024, 1536, 1536]}, {""frame"": 11, ""box"": [1536, 1024, 2048, 1536]}]",afed07ec9b37f009fee2ead17976c362e99f7fa56422da7f186add24d718b97a,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,CAST,NEW_ART,true,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F01.png,1.0,12,512x512 RGBA,0.08,0.96,non-loop one-shot,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,,7b5121aa3c54d1fd21039a7b7793ab5b706803003c465da2fbe6cf4e9346ba94,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,CAST,NEW_ART,true,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F02.png,2.0,12,512x512 RGBA,0.08,0.96,non-loop one-shot,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,,e935bd37208ae7aebca14ba88ff81e97ee723e62428d0fda2718b92e05347c45,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,CAST,NEW_ART,true,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F03.png,3.0,12,512x512 RGBA,0.08,0.96,non-loop one-shot,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,,92fcea9edbc400e72a96027f446c4c8e326741bf3cc26b6842bbe0d04364a8cb,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,CAST,NEW_ART,true,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F04.png,4.0,12,512x512 RGBA,0.08,0.96,non-loop one-shot,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,,79a8dd6a3800978c1ab8a503f6cac8899a62e90013976d30ceaa4f60640bb85c,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,CAST,NEW_ART,true,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F05.png,5.0,12,512x512 RGBA,0.08,0.96,non-loop one-shot,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,,27585bfc6299b4a2aa881a654768e72b0a42b2d393c680c646bb38510df59be4,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,CAST,NEW_ART,true,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F06.png,6.0,12,512x512 RGBA,0.08,0.96,non-loop one-shot,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,,82dff5342a293de13499248298b8175346585e56f945d93060c11f73b353edd1,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""WARN_EDGE_TOUCH"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
