id,name,source,scaling_stat,coefficient,slot_type,effect_type,is_key_skill,cooldown,skill_kind,target_mode,max_targets,effect_value,duration,range,dash_distance,tier,icon_ruid,icon_ratio,effect_ruid,effect_style,sfx_ruid,projectile_ruid,passive_stat,passive_value,description,layer_ruids,layer_types,layer_styles,layer_delays,layer_durations,layer_scales,layer_offsets_x,layer_offsets_y,layer_drifts_x,layer_drifts_y
s_hero_def,아이언 바디,boss,ATK,0,enemy,shield,false,10,defense,self,0,0.35,4,0,0,1,52162587bc534b9385af8c77513d93d4,1.0,af4e6abe766e4970a0e90aca58c6cc1c,,,,,,히어로 전투 전용. 몸을 굳혀 4초간 받는 피해를 35% 줄인다,,,,,,,,,,
s_hero_02,브랜디쉬,boss,ATK,1.6,enemy,damage,false,5,attack,area,0,0,0,4.0,0,2,429228115d56462ab0f65e7294a51609,1.0,8b26a0cdb63d455e82d1ca0fddf5e139,,f0c0c4016cf04d0d98886227cab56561,,,,히어로 전투 전용. 무기를 크게 휘둘러 닿는 적을 모두 베어 넘긴다,,,,,,,,,,
s_hero_03,오라 블레이드,boss,ATK,1.9,enemy,damage,false,6,attack,area,0,0,0,5.0,0,3,483690e55c974444aef84df3a6331d93,1.0,5c3501dc981941c5b04c2f690351bce8,,,,,,히어로 전투 전용. 검에 오라를 실어 주변을 베어 낸다,,,,,,,,,,
s_hero_04,레이징 블로우,boss,ATK,2.3,enemy,damage,false,7,attack,area,0,0,0,6.0,0,4,644fc39bcc684c209264eb9d9a4cd6f8,1.0,5308ef85369c4f31843d6e8cde4b1012,,aa92fddf0e404d35bf6406cef6bc7ad5,,,,히어로 전투 전용. 분노를 실어 주변의 적을 한 번에 내리친다,,,,,,,,,,
s_bow_01,애로우 블로우,boss,DEX,1.15,enemy,damage,false,3,attack,single,1,0,0,8.0,0,1,f62b353e3f704eb097e427b7fc97980e,1.0,2ed6be9152eb4bf0b22f4ca6e6fff9fe,,b4c345306d4948f1a0b8cc787fd57bef,64f775829e234918bd65e9d22214bb06,,,보우마스터 전투 전용. 한 명을 겨눠 강한 화살을 발사한다,,,,,,,,,,
s_bow_02,바람의 시,boss,DEX,1.35,enemy,damage,false,4,attack,fan,1,0,0,8.0,0,2,f527f0a168f34f31bd8b17e1059f3769,1.0,01f39ee5971246ed8306bc471d44a1fd,,1e3279c7a29346b68ce69c5abdfe07e2,6294c62288bd46beb2ff548bd8671ee0,,,보우마스터 전투 전용. 세 갈래 바람 화살로 넓게 압박한다,,,,,,,,,,
s_bow_03,애로우 플래터,boss,DEX,1.15,enemy,damage,false,7,attack,zone,1,0,2.2,8.0,0,3,22f848d3e25941d88f3bccaebe6f7f64,1.0,5f2d779cdb8b4cdb9620b2c235e51f25,,82293dd92078489db5580ec7f2c1b6ae,e2a05bd4787543618ffcbbe719288ee8,,,보우마스터 전투 전용. 사격 장치를 세워 짧은 시간 연속으로 화살을 쏜다,,,,,,,,,,
s_bow_04,피닉스,boss,DEX,1.8,enemy,damage,false,8,attack,projectile_area,0,1.4,0,9.0,0,3,fd051469cf104e0bb1597e6930619354,1.0,46198aa7dd8245b59ea37305c57df9f0,,27144cdcb71e40fba845e2f084b257ab,24a41e7c8ab9445589d9b637528b7a1c,,,보우마스터 전투 전용. 불새를 날려 착탄 지점의 적을 휩쓴다,,,,,,,,,,
s_bow_05,폭풍의 시,boss,DEX,0.75,enemy,damage,false,8,attack,barrage,1,0,0.65,10.0,0,4,b4fc4ca0e970498781b49ddfdffe9ff1,1.0,2ba72c9b0bdd4e2fb33269262e9a7dea,,1e1277a1cbce48a3aeb5297b9ca95b01,dccb430baeae4e0293035a3394b5e288,,,보우마스터 전투 전용. 낮은 체력에서 화살 다섯 발을 빠르게 퍼붓는다,,,,,,,,,,
s_mon_axe_stump,도끼 휘두르기,monster,ATK,1.3,monster,damage,false,4,attack,area,0,0,0,3.0,0,0,863967d57c9745fda84dfdb27682c3dd,1,,,afbb81b51fed47eaaee26cc403d59ccf,,,,몸에 박힌 도끼의 기억을 따라 몸을 크게 비틀어 흙먼지와 묵직한 충격을 원호처럼 남긴다,"9709c7c6568c4d71a3b7ed83bfebcaa9,dbc5a0783705434db07ed2527adccc20,bff3f21d458a4be8b8db0ca0b298dd65,a29e6c563f3240f89a142e43e6da99d6,bf93221095bc4798a65db3477d29a3f5,77354053e34142c9b0b3b1748326c8bb,0f43a284c1234a2f922e2a3aeff26b15,c5b75d764cd24f3383d9cdb95e3ddecb",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_dark_axe_stump,어둠의 뿌리,monster,INT,1.5,monster,damage,false,5,attack,area,0,0,0,4.0,0,0,1b10aa5c127e43c8b67b8e3cd64a737b,1,,,eb7f504670a14802a48cc94f4eb66848,,,,썩은 밑동 좌우에서 검은 뿌리가 차례로 솟아 적을 얽는다,"6b453727715746d3ae204fc3951e3ae3,ee8cbcc6f5af4e8683dcf6d48b64a629,f62d239f0f9f4e00a1b23e3966e250ff,d4fe81a44e894f06b0118bc78b71fd39,71b80676aa0146c19a19f2aef7c25ea0,d7880d1003ea4d329e658ccdc6e919bd,7ae9913ecba04f5eb94b1f44a054e178,6d44181fdb8f489ea84aec35d2ae568f",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_wild_boar,저돌 맹진,monster,ATK,1.5,monster,damage,false,5,attack,single,1,0,0,0,5.0,0,9cfec7ae0d99456bb583e2db17e8eda1,1,,,f5a9f40c07c645c88e069849a566b4ff,,,,땅을 박차 흙먼지를 길게 남기며 정면으로 돌진한다,"8c2ebfcc557144b89771a2f06c44f157,1a6edaf52e8548568b569b06e5c5e561,b1168c27f75d4ca9922d9388c98de450,bdebfdc5f3b240c99c5caef8ecbd611b,3994833e14824c368ae5c7518ae9bc7d,e22a276e42f647b89a3784a97228503b,73f3c77b9fc2483d9cbf5ffa9584fd74,62b18b03384446af97ca7d07200f363d",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_iron_hog,강철 발굽,monster,ATK,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,92dabe6725664b49a65b71c8c9ad9933,1,,,,,DEX,,강철 갑옷을 두르고도 빠르게 달리는 법을 익혀 보유한 수만큼 DEX를 높인다,,,,,,,,,,
s_mon_skeleton_commander,뼈 무덤,monster,ATK,2.0,monster,damage,false,6,attack,area,2,0,0,5.0,0,0,580fb483808f4c29b4dfa0961da12c2d,1,,,f0c0c4016cf04d0d98886227cab56561,,,,스켈레톤 지휘관이 무덤의 기운을 깨워 지면을 갈라 두 번의 묵직한 파쇄 충격을 일으킨다,"0a3e1cbb6ffc473884262486187d6bd5,8fbbbcd264814b8f9084d61b528d5625,5f3582b89f944805a28009cbcd0e7304,4e73d36faf7741b2ad3bb4ccc909d9da,0d9e6dbe44e04294af958ee2a0ec738f,860cd685e56b40d5a3ed5e482d744835,6c4c7313c6a549c69b676617eefbd28e,8d34edea0de74ec7856dcc14e5184ffa",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_fire_boar,화염 돌풍,monster,ATK,1.7,monster,damage,false,6,attack,area,0,0,0,4.5,0,0,f1cdcec07b964736af9c03384ea995f1,1,,,aa92fddf0e404d35bf6406cef6bc7ad5,,,,발굽의 흙먼지에 몸의 불길을 섞어 정면으로 흩뿌린다,"9554c1f79fcb4874b8b245568031011e,f5395678ce0548e69d33adfbaf9ab13b,cf87f6942fc643d897a2064043cc5d95,a1d0a09a37ee4ccd8888dcf659ebfb0d,46f9548cde414ba4b92ad3ac8a445389,d2a18e563ce44e5a95e508034a1aa5e0,42cd43c8d1084112884e473367ec8f98,07dbb124de5e42ee8c5663609137f9e7",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_stumpy,고목의 생기탄,monster,INT,1.9,monster,damage,false,7,attack,area,0,0,0,5.0,0,0,ccfb3398d2b740e8a1e881f16f380129,1,,,767b7de0d1e9447b91edbaeed49e7c2b,c6b3f052e977479ea5ad5329ce0981ca,,,페리온에서 빼앗은 생기를 응축해 던지고 닿은 자리의 적을 휩쓴다,"e779e28c9b1e4fd2af885272529c1d54,5dbb7d6f37c14314ade0599ea56e2223,4e967aafb8c24ee19e8665a04fc80932,19459826d59c4eac9be6b7663e2ab401,ce5aac2721f64f30af3e1f36d0fa8ff9,20edf1c0539a4f37b32dcf0a95943555,2d7b1d88f7ef4598b3266e12ebc27eaf,4dde5a40e068486280a95ba876533797,15930f5a2887411fb064709c7488575d,9aa08332609c4bc0af009eaa31e10ef8,7dad326e9a484b12bad31778fe0e9866,c3102837d60d45b8926c80ea0392c594",sprite_sequence,sequence,0,1.2,1,0,0,0,0
s_mon_slime,끈적한 몸통,monster,ATK,1.15,monster,damage,false,4,attack,single,1,0,0,0,0,0,79543e5ad88d423ba676e55d69aa432c,1.00,,,f5a9f40c07c645c88e069849a566b4ff,,,,슬라임이 몸을 납작하게 압축했다 탄성으로 튀어 오르며 점액 파동을 앞으로 밀어낸다,0ea4bec10d4c43f3aaded74dec60ca44,animationclip,clip,0,0.8,1,0,0,0,0
s_mon_fairy,요정의 마법가루,monster,INT,1.4,monster,damage,false,5,attack,area,3,0,0,3,0,0,b81a700d0bfc4862845b4fb637daef7c,1,,,eb7f504670a14802a48cc94f4eb66848,,,,날개에서 마법가루를 두 번 겹쳐 흩뿌려 가까운 적 셋의 마력을 뒤흔든다,"920f73e751a649e8ad8706f2659ac036,977f3c8366134af9a3b81eaefb859546,436526afb7184c4cb0c8a75d61913bd8,76e07fba10a3433fbc3f8164d31e9d90,447e0f9c328e4dc2ae5a337392f7b936,555e33ecbb1e45d196f76cf2e7e7f2e9,9d5caf2a988e468f94d2c1e7fd7a790f,31bd0f4576b749569ad3762724488720",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_dark_stump,단단한 밑동,monster,ATK,0,monster,shield,false,8,defense,self,0,0.45,5,0,0,0,a58824613d0b498cb3407c1e570ca4c8,1,,,605da1fc42f34ef4a1468387004a6223,,,,다크 스텀프가 땅속 뿌리를 끌어올려 밑동을 조이고 초록 방벽으로 굳힌다,"78e0734c92424c0eace65af662946ea9,989f4a6332ac48b0b6a1e9869c28d579,5a05ce6a351a4bdd91f0116f85e401be,b6d3c2c4a868410a9301539c58397810,725632e8526b43bca28f3b664873037d,be33e45d1b814a1fa9b879c9c35a2e37,e9999b4056ee46e5aa74e21b5219e513,54983d0bde5543b8914fa4642509c352",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_bubbling,물방울 마력,monster,INT,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,c0c1228427034f848f875368ce53365c,1,,,,,INT,,버블링이 머금은 맑은 마력을 익혀 보유한 수만큼 INT를 높인다,,,,,,,,,,
s_mon_faust,저주의 인형,monster,INT,1.55,monster,damage,true,6,attack,area,0,0,0,4,0,0,c08b9d79749c45f3b5dbcde677b0886d,1,,,0e3a97f6a83844859166d34a5a56b507,49b21aaa1d574ba787149841a31bf1a5,,,기묘한 인형에 저주를 실어 던지고 닿은 자리의 적을 휘감는다,"4c2bdeb65c9e40d3851c96d3b1879a32,f4ab94884eb04a45a0b37e61a54fe641,a3c3c1b80078436da361be633612ede2,54c94d187e064336a429aa8eb7a65246,ac8d9ee77e904e5dbc9f206f5a89aa02,ad619783f597410191aa2cf61426390e,9ac7d32d4ac844a2912e1e464688c782,572e9c279c68447c8b8bbad8b7e08170,5307702f2e0547e787d6f164b7d8fa7a,e4f7ffc053484cee980d6654bbded6f9,01c9fd4bd702417a9668753b713bc375,5659664bd3d741b284f01c0bb4fc9f73",sprite_sequence,sequence,0,1.2,1,0,0,0,0
s_mon_octopus,먹물 폭발,monster,INT,1.65,monster,damage,false,5,attack,area,3,0,0,3.5,0,0,8934b8fd498248e79aceefea2019c608,1,,,eb7f504670a14802a48cc94f4eb66848,,,,바닷물을 밀어낸 뒤 검보라 먹물 덩이로 가까운 적 셋을 덮는다,"3633aa96aa454eef9ae7e59e168c649f,891f74b98d044773a410e27f140f3d94,06fa590c6e184f718e64af5b5b6ee6b4,6f69fcc27801407d93195d464022e954,0afc44ac09b148a489e9202cf52b81a3,68400502b4fd4e68b95755d4f8ac81b6,e0695277d46d44a283f048543260232a,8bdaf5ffbc73439a984af2d5284c7bfe",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_stirge,밤의 감각,monster,LUK,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,5d106e419f2a4cc3b778ea6d29b27757,1,,,,,LUK,,어둠 속에서 무리의 움직임을 읽는 감각을 익혀 보유한 수만큼 LUK을 높인다,,,,,,,,,,
s_mon_jr_wraith,망령 충격,monster,INT,1.8,monster,damage,false,5,attack,area,2,0,0,4.0,0,0,493884af48ab49a78d0fac7aa8c5de7a,1,,,f0c0c4016cf04d0d98886227cab56561,,,,망령의 냉기를 퍼뜨려 가까운 적 둘을 내리친다,"b5aa73922c624a7aaabb3aa94fe66336,e55e6931d5854e83b1b78948272fbec8,a97b58395f484c46a1c748c72a40870d,e746c4a1b5de435d80baa4f898202bc5,0dbbd233429746f0807ac9c19083e9f8,4cdc14dce45744debfb576db2e451b6b,dd36e56dfd5c4050b8e6287e5ec04472,f6418104329e4fcf8f0610016db02c28",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_wraith,원혼의 기운,monster,INT,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,6e96f02743e049429c9defd3ef464310,1,,,,,INT,,지하철을 떠도는 원혼의 마력을 익혀 보유한 수만큼 INT를 높인다,,,,,,,,,,
s_mon_shade,심연의 장막,monster,INT,2.1,monster,damage,true,7,attack,area,0,0,0,4.8,0,0,8b3a46d1198a4d9bb22ea961654ace84,1,,,5bae51ff66374f2e93fa1cdd9f972f47,,,,깊은 지하의 그림자를 펼쳐 주변의 적을 한 번에 삼킨다,"4919dec4978b4b7da766fadd900aa08a,5d923997b052486aa28e8749a9affcac,6bd2c12bbfb542bca4862965e93ac15d,e93ac3d67f74439597f49e2fc6231509,19f31891d51b4a2fbb2defe395823c49,a4309d4709404ad7a25ad8f3c1e23b68,e3e935b3434947f8bc45538a2917f057,10595b0c90904810947145ea438776e1,6c94d904e5de49a7b6564662d3067ec3,e5c7a3946643426e97dad0951e5446c0,66b8a529f650449394f0b0f5f4f065c7,9e99dd9ef9804d5fafb7f8df60f616e7",sprite_sequence,sequence,0,1.2,1,0,0,0,0
s_mon_ribbon_pig,리본 돌진,monster,ATK,1.8,monster,damage,false,5,attack,single,1,0,0,0,5.5,0,a2dea40f86164551866400f7db4ac782,1,,,f5a9f40c07c645c88e069849a566b4ff,,,,리본 돼지가 고개를 낮추고 붉은 속도 잔상과 흙먼지를 길게 끌며 돌진한다,"4366010a86b442e49ec6fedb503bb8b0,0b902ff118be41a2b2dc92bbb8803848,fb012a83346d4b1682458b36093a10c8,4b0e73fcdf51411da9525e90175dff35,fb6975ffc1d243caac830a3d4ad2cb79,dfb5608af50b4c3fb4c5745c141abed9,8bd5a440a3964582ac55a223152ab570,c33816c229044a73bb6fe3ee7c275fc2",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_blue_pig,푸른 리본 매듭,monster,DEX,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,7b47a3a139ff4da696137caa5413dd52,1,,,,,DEX,,거친 파도에도 풀리지 않는 리본 매듭을 익혀 보유한 수만큼 DEX를 높인다,,,,,,,,,,
s_mon_starfish,별가시 회전,monster,ATK,1.95,monster,damage,false,6,attack,area,3,0,0,4.0,0,0,76e9165c2a64463c86c52f491fd066d6,1,,,bff845e488fc4d2095511c312872ded5,,,,불가사리가 몸의 다섯 가시를 축으로 회전해 물보라와 둥근 파도를 가까운 적에게 흩뿌린다,"6137c33ecb9341b3aea02271d7a69209,37ab625d70034045962a86abf355cf12,e951ff9b459c423694739f9c924820d4,ae9e436c2dd34ff3b0102264c4364a15,594fa6ccccbe4eb39d84c03d22a8eb53,3c6ba0d82faf4290a4b8abc430ab4a13,8a5a8ae4f6a148579f0e912ebc297235,55cb6305fbde4b93a25574d492484566",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_jellyfish,차가운 젤리,monster,INT,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,89695a39f8fa4fab9f89ddfc461f184b,1,,,,,INT,,차가운 젤리 속에 저장된 마력을 익혀 보유한 수만큼 INT를 높인다,,,,,,,,,,
s_mon_jr_balrog,발록의 화염 파동,monster,INT,2.35,monster,damage,true,8,attack,area,0,0,0,5.2,0,0,a3f5f0d3d0934cbc9405cd604270ae77,1,,,dbc755c0609e45f39f6b76a5ed119921,,,,금지된 제단의 주니어 발록처럼 날개 아래에서 화염 파동을 터뜨려 주변의 적을 휩쓴다,"0e20724107234998aec25d4db167b10e,ac3911733a2c460c95c6ede2bb384a3c,bc8c9a06f0f34a7e950f8b51fb1e6898,b07078fcef5442819d02d0966dae442b,11bead92255d4008a03dbc5925fb88eb,886e44ef41c447d1bc5ea7bd3033ad0b,275f0254e2e340768fc644120447fcc5,e76c0c4120fe4c6aa1ef89a07c853a22,8a7e5c7f52464301811005d741574448,5effe21c29e648fe9bc0e088eacbb734,29e14411bf3140b789f97e7c44b72e4f,776bdbc2256a4147b2dbad97e8bcf59f",sprite_sequence,sequence,0,1.2,1,0,0,0,0
s_mon_zombie_mushroom,죽은 포자의 끈기,monster,INT,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,b34a7a467be446c1b66d28a20aa52a20,1,,,,,INT,,죽어서도 움직이는 버섯의 포자 생명력을 익혀 보유 수만큼 INT를 높인다,,,,,,,,,,
s_mon_copper_drake,청동 비늘,monster,STR,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,6f984a42ef9e4116ae0e2b1875f83339,1,,,,,STR,,습한 동굴에서도 단단함을 잃지 않는 비늘을 익혀 보유 수만큼 STR을 높인다,,,,,,,,,,
s_mon_drake,동굴 용염,monster,INT,2.45,monster,damage,false,6,attack,area,3,0,0,4.6,0,0,98506e84fbde4ce083f1cff8c431b80c,1,,,,,,,드레이크가 품은 동굴의 열기를 전방에 터뜨려 가까운 적 셋을 휩쓴다,"e95e9bab373643caaa44e7e9eafd6fed,9f88c4d0660a49dc9b0fe489eee04b52,bf1394f6400942f48d2028c28bfc0f87,e9d6283683584988a7c02b70ba75a314,fab8c492f5154aed8d7e5bbfa1323e1c,8390104e3a674f1bb72371eb181310d5,bdc5ee797df3437fb5302d3c3477a908,ff3d76fe90474d3eb0556b16b4a962f2",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_wild_kargo,야수의 그림자 돌진,monster,ATK,2.55,monster,damage,false,6,attack,single,1,0,0,0,6.2,0,d5f918a66acc4c379a9831acc4f3b8e3,1,,,,,,,저주받은 신전을 지키는 와일드카고처럼 낮게 몸을 숙여 빠르게 돌진한다,"f48da5e1ea1b408f9f23e370ed9f5bfe,1d9f0d465bd04d9b95926083b08ad774,55a5da1b79fe4b7aa8aee3c770b47482,2e0d40441ef5430ebe082b59847297bf,24cb7dd9cc3148679f1f40b9008fc183,716915dea2704bd0836a5420c6c3e94c,57e1d4253d1e4643991a54f5dd6e51c7,6ecb7a65a9ea4f2bb19c77763001b835",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_tauromacis,수문장의 낙뢰,monster,INT,2.8,monster,damage,false,8,attack,area,0,0,0,5.4,0,0,ee37ae932b544b19958aa2dac41ab1fd,1,,,,,,,저주받은 신전의 수문장이 창끝으로 번개를 불러 주변을 내리친다,"dc4293d1e34940f6ae85e05a6b66ffa5,003082142d9c4e508d1ca2f11015a070,0125bf9d9793409fad770651d055a6ff,c318c11db59d40c6892bf7aba767743c,766cb3e4c2af46458057be333ff71ef8,07154d657d4249d9a5d20483e0e60716,2afcacc46cef4fd2a913cec3b1cf5564,5bc2954bd0614fb2b2f2105493da228c",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_star_pixie,별빛 탄환,monster,INT,2.45,monster,damage,false,5,attack,single,1,0,0,6,0,0,c47f536c508d4497887aa10c46188fdc,1,,,,b61e7e2a50b2405794f88fdddf44b73a,,,스타픽시의 작은 별을 쏘아 한 대상을 밝게 터뜨린다,"47afd9e3b8cd4085ba9a6e71539aca18,607e1a40235e46a7a6ef93eb3d258bea,8214af8b6a1c488bae422d91d28a6200,a57b387b12aa4c9e90e9ba75aee28df2,99251e81a23a49e18bb12f9ff5a410bb,48ce66329a1645ff9ae05f6d929cf8b2,e8d4f2be400a4a5ea84cd572fe3aa139,7ff631629d2145e4b42225f4f597f1e3",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_jr_cellion,붉은 뿔의 기백,monster,STR,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,291ba49f71d7455dbae84451b95b3291,1,,,,,STR,,구름공원을 뛰노는 주니어 샐리온의 기백을 익혀 보유 수만큼 STR을 높인다,,,,,,,,,,
s_mon_lunar_pixie,월광 구슬,monster,INT,2.6,monster,damage,false,6,attack,single,1,0,0,6.4,0,0,14038bdf0e2843f9be20d8cebff8f4f3,1,,,,4f6509d9539f4d76a9bb4e8f17e12cc7,,,루나픽시의 달빛 구슬을 날려 닿은 곳에 푸른 섬광을 남긴다,"9044ef3744be49b9b1c5c02e60599316,4656192b73f14feca92c0b95a1b2b53b,be38531f64824659b0ef12856840ba61,34eec17abb0743a1a0c5031b6008369c,bc8cb020661d475b9b2ae182ef8f9648,1b9f1b031a414f7c9928f07445bcc308,baf47aab551b4ce69a39ed0418126885,c5514324680e416cb30decdb6cd293fc",sprite_sequence,sequence,0,0.8,1,0,0,0,0
s_mon_luster_pixie,태양빛 잔상,monster,DEX,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,bd3610e81e624930888286f64ca89917,1,,,,,DEX,,러스터픽시의 눈부신 궤적을 익혀 보유 수만큼 DEX를 높인다,,,,,,,,,,
