monster_id,monster_name,skill_id,skill_name,role,decision,rel_path,frames,size,delay,runtime_use,alpha
m_roid,로이드,s_mon_roid,알카드노 에너지탄,CAST,NEW_ART,CAST/004_m_roid_s_mon_roid_CAST_F06.png,1,384x384,0.1,true,PASS
m_roid,로이드,s_mon_roid,알카드노 에너지탄,CAST,NEW_ART,CAST/004_m_roid_s_mon_roid_CAST_F07.png,1,384x384,0.1,true,PASS
m_roid,로이드,s_mon_roid,알카드노 에너지탄,PROJECTILE,NEW_ART,PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F00.png,1,384x384,0.08,true,PASS
m_roid,로이드,s_mon_roid,알카드노 에너지탄,PROJECTILE,NEW_ART,PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F01.png,1,384x384,0.08,true,PASS
m_roid,로이드,s_mon_roid,알카드노 에너지탄,PROJECTILE,NEW_ART,PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F02.png,1,384x384,0.08,true,PASS
m_roid,로이드,s_mon_roid,알카드노 에너지탄,PROJECTILE,NEW_ART,PROJECTILE/004_m_roid_s_mon_roid_PROJECTILE_F03.png,1,384x384,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,ICON,NEW_ART,ICON/005_m_chimera_s_mon_chimera_ICON.png,1,256x256,static,ui,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST,NEW_ART,CAST/005_m_chimera_s_mon_chimera_CAST_F00.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST,NEW_ART,CAST/005_m_chimera_s_mon_chimera_CAST_F01.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST,NEW_ART,CAST/005_m_chimera_s_mon_chimera_CAST_F02.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST,NEW_ART,CAST/005_m_chimera_s_mon_chimera_CAST_F03.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST,NEW_ART,CAST/005_m_chimera_s_mon_chimera_CAST_F04.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST,NEW_ART,CAST/005_m_chimera_s_mon_chimera_CAST_F05.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST,NEW_ART,CAST/005_m_chimera_s_mon_chimera_CAST_F06.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST,NEW_ART,CAST/005_m_chimera_s_mon_chimera_CAST_F07.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST,NEW_ART,CAST/005_m_chimera_s_mon_chimera_CAST_F08.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST,NEW_ART,CAST/005_m_chimera_s_mon_chimera_CAST_F09.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST,NEW_ART,CAST/005_m_chimera_s_mon_chimera_CAST_F10.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,CAST,NEW_ART,CAST/005_m_chimera_s_mon_chimera_CAST_F11.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,PROJECTILE,NEW_ART,PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F00.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,PROJECTILE,NEW_ART,PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F01.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,PROJECTILE,NEW_ART,PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F02.png,1,512x512,0.08,true,PASS
m_chimera,키메라,s_mon_chimera,융합체의 산성 포격,PROJECTILE,NEW_ART,PROJECTILE/005_m_chimera_s_mon_chimera_PROJECTILE_F03.png,1,512x512,0.08,true,PASS
