area_id,monster_id,skill_id,role,frame_index,source_zip,source_path,output_path,source_sha256,output_sha256,byte_preserved
area_01,m_blue_snail,s_mon_blue_snail,CAST_VFX,0,AREA_01_IMAGES_OUTPUT.zip,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F00.png,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F00.png,d7b55014803cf9feed39d079ceb5deef7bf7f2780bfbbca351f8b3f6c00d8b7c,d7b55014803cf9feed39d079ceb5deef7bf7f2780bfbbca351f8b3f6c00d8b7c,PASS
area_01,m_blue_snail,s_mon_blue_snail,CAST_VFX,1,AREA_01_IMAGES_OUTPUT.zip,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F01.png,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F01.png,cfac5775668a4cbc3538bc0bf5d3128c156420b4b10154719e7b40b2f3e954c8,cfac5775668a4cbc3538bc0bf5d3128c156420b4b10154719e7b40b2f3e954c8,PASS
area_01,m_blue_snail,s_mon_blue_snail,CAST_VFX,2,AREA_01_IMAGES_OUTPUT.zip,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F02.png,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F02.png,9c712f7984fa7cee2a34642bb6ea82d48e65ff40136722336230d5c108ed5cde,9c712f7984fa7cee2a34642bb6ea82d48e65ff40136722336230d5c108ed5cde,PASS
area_01,m_blue_snail,s_mon_blue_snail,CAST_VFX,3,AREA_01_IMAGES_OUTPUT.zip,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F03.png,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F03.png,9637aba5fa8311195959dfb12a284ce6ae384861e8b7e861b18c2a5fa9a6ff13,9637aba5fa8311195959dfb12a284ce6ae384861e8b7e861b18c2a5fa9a6ff13,PASS
area_01,m_blue_snail,s_mon_blue_snail,CAST_VFX,4,AREA_01_IMAGES_OUTPUT.zip,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F04.png,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F04.png,0bce8d96d2dbfc9ed65f5735bf440ff5467d1e6daddf44769af7c501530720b7,0bce8d96d2dbfc9ed65f5735bf440ff5467d1e6daddf44769af7c501530720b7,PASS
area_01,m_blue_snail,s_mon_blue_snail,CAST_VFX,5,AREA_01_IMAGES_OUTPUT.zip,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F05.png,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F05.png,7c711af880e09179d6e35cb0592244949ccf816ed2e0e843fb141e36b2f39d23,7c711af880e09179d6e35cb0592244949ccf816ed2e0e843fb141e36b2f39d23,PASS
area_01,m_blue_snail,s_mon_blue_snail,CAST_VFX,6,AREA_01_IMAGES_OUTPUT.zip,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F06.png,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F06.png,1a97d84716a4518c8af8262bb8cf503d43d9737ed0db3b262308d6a508bb0653,1a97d84716a4518c8af8262bb8cf503d43d9737ed0db3b262308d6a508bb0653,PASS
area_01,m_blue_snail,s_mon_blue_snail,CAST_VFX,7,AREA_01_IMAGES_OUTPUT.zip,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F07.png,monsters/002_m_blue_snail_파란_달팽이/CAST/002_m_blue_snail_s_mon_blue_snail_CAST_F07.png,d28d8ff99b111634ba2a755761085a260dda2100f83cf2e729812242dc98f7c1,d28d8ff99b111634ba2a755761085a260dda2100f83cf2e729812242dc98f7c1,PASS
area_01,m_mushroom,s_mon_mushroom,ICON,0,AREA_01_IMAGES_OUTPUT.zip,monsters/003_m_mushroom_주황_버섯/ICON/003_m_mushroom_s_mon_mushroom_ICON.png,ICON/003_m_mushroom_s_mon_mushroom_ICON.png,418e8d5744d14d41f673a4f4bcd0bf8851013345baf02b86e4f3e40bbb968fcf,418e8d5744d14d41f673a4f4bcd0bf8851013345baf02b86e4f3e40bbb968fcf,PASS
area_01,m_mushroom,s_mon_mushroom,CAST_VFX,0,AREA_01_IMAGES_OUTPUT.zip,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F00.png,CAST/003_m_mushroom_s_mon_mushroom_CAST_F00.png,8e91de1708861cdd0b9a0c1059b1a87bd1e1d64ffa303619fb7fe6298f5e41db,8e91de1708861cdd0b9a0c1059b1a87bd1e1d64ffa303619fb7fe6298f5e41db,PASS
area_01,m_mushroom,s_mon_mushroom,CAST_VFX,1,AREA_01_IMAGES_OUTPUT.zip,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F01.png,CAST/003_m_mushroom_s_mon_mushroom_CAST_F01.png,3aae8e5b878cb29b5849b461d805f57092e6eafc699812915037b13f356ea6ea,3aae8e5b878cb29b5849b461d805f57092e6eafc699812915037b13f356ea6ea,PASS
area_01,m_mushroom,s_mon_mushroom,CAST_VFX,2,AREA_01_IMAGES_OUTPUT.zip,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F02.png,CAST/003_m_mushroom_s_mon_mushroom_CAST_F02.png,9835ce8057220f24db89dd19dc10611e33b2d1fa009f1fd2a6f3fb404e62711f,9835ce8057220f24db89dd19dc10611e33b2d1fa009f1fd2a6f3fb404e62711f,PASS
area_01,m_mushroom,s_mon_mushroom,CAST_VFX,3,AREA_01_IMAGES_OUTPUT.zip,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F03.png,CAST/003_m_mushroom_s_mon_mushroom_CAST_F03.png,a7952df960598212dc4776638a69be40f6812b50b6574187f539a0e90985a0d8,a7952df960598212dc4776638a69be40f6812b50b6574187f539a0e90985a0d8,PASS
area_01,m_mushroom,s_mon_mushroom,CAST_VFX,4,AREA_01_IMAGES_OUTPUT.zip,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F04.png,CAST/003_m_mushroom_s_mon_mushroom_CAST_F04.png,cfc62fd0b8c691b0aa4c431c5f72fb5c387bb5a03e3caf8a7f33dd9a1c0bc538,cfc62fd0b8c691b0aa4c431c5f72fb5c387bb5a03e3caf8a7f33dd9a1c0bc538,PASS
area_01,m_mushroom,s_mon_mushroom,CAST_VFX,5,AREA_01_IMAGES_OUTPUT.zip,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F05.png,CAST/003_m_mushroom_s_mon_mushroom_CAST_F05.png,f29195265514338fe34f237a7d51ed8c9858e3404b34f6996e16b58b0513f516,f29195265514338fe34f237a7d51ed8c9858e3404b34f6996e16b58b0513f516,PASS
area_01,m_mushroom,s_mon_mushroom,CAST_VFX,6,AREA_01_IMAGES_OUTPUT.zip,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F06.png,CAST/003_m_mushroom_s_mon_mushroom_CAST_F06.png,059ee28bbb562138091299c31696649ec4a633df0c4a4833fb24a95b003c4fb0,059ee28bbb562138091299c31696649ec4a633df0c4a4833fb24a95b003c4fb0,PASS
area_01,m_mushroom,s_mon_mushroom,CAST_VFX,7,AREA_01_IMAGES_OUTPUT.zip,monsters/003_m_mushroom_주황_버섯/CAST/003_m_mushroom_s_mon_mushroom_CAST_F07.png,CAST/003_m_mushroom_s_mon_mushroom_CAST_F07.png,3d58e23958b929bb35333c6c394140f39dd7208158c936d930634e0bdebeac49,3d58e23958b929bb35333c6c394140f39dd7208158c936d930634e0bdebeac49,PASS
area_01,m_mushmom,s_mon_mushmom,ICON,0,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/ICON/004_m_mushmom_s_mon_mushmom_ICON.png,ICON/004_m_mushmom_s_mon_mushmom_ICON.png,717e6678ae0895b704b10685d7e530727d37e88821ff523d48d09f93978a3a0e,717e6678ae0895b704b10685d7e530727d37e88821ff523d48d09f93978a3a0e,PASS
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,0,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F00.png,CAST/004_m_mushmom_s_mon_mushmom_CAST_F00.png,afed07ec9b37f009fee2ead17976c362e99f7fa56422da7f186add24d718b97a,afed07ec9b37f009fee2ead17976c362e99f7fa56422da7f186add24d718b97a,PASS
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,1,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F01.png,CAST/004_m_mushmom_s_mon_mushmom_CAST_F01.png,7b5121aa3c54d1fd21039a7b7793ab5b706803003c465da2fbe6cf4e9346ba94,7b5121aa3c54d1fd21039a7b7793ab5b706803003c465da2fbe6cf4e9346ba94,PASS
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,2,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F02.png,CAST/004_m_mushmom_s_mon_mushmom_CAST_F02.png,e935bd37208ae7aebca14ba88ff81e97ee723e62428d0fda2718b92e05347c45,e935bd37208ae7aebca14ba88ff81e97ee723e62428d0fda2718b92e05347c45,PASS
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,3,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F03.png,CAST/004_m_mushmom_s_mon_mushmom_CAST_F03.png,92fcea9edbc400e72a96027f446c4c8e326741bf3cc26b6842bbe0d04364a8cb,92fcea9edbc400e72a96027f446c4c8e326741bf3cc26b6842bbe0d04364a8cb,PASS
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,4,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F04.png,CAST/004_m_mushmom_s_mon_mushmom_CAST_F04.png,79a8dd6a3800978c1ab8a503f6cac8899a62e90013976d30ceaa4f60640bb85c,79a8dd6a3800978c1ab8a503f6cac8899a62e90013976d30ceaa4f60640bb85c,PASS
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,5,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F05.png,CAST/004_m_mushmom_s_mon_mushmom_CAST_F05.png,27585bfc6299b4a2aa881a654768e72b0a42b2d393c680c646bb38510df59be4,27585bfc6299b4a2aa881a654768e72b0a42b2d393c680c646bb38510df59be4,PASS
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,6,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F06.png,CAST/004_m_mushmom_s_mon_mushmom_CAST_F06.png,82dff5342a293de13499248298b8175346585e56f945d93060c11f73b353edd1,82dff5342a293de13499248298b8175346585e56f945d93060c11f73b353edd1,PASS
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,7,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F07.png,CAST/004_m_mushmom_s_mon_mushmom_CAST_F07.png,e18f145a450d1379b244ecea204400b6a7c6f6614d6c89b10a9aceeb6498b931,e18f145a450d1379b244ecea204400b6a7c6f6614d6c89b10a9aceeb6498b931,PASS
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,8,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F08.png,CAST/004_m_mushmom_s_mon_mushmom_CAST_F08.png,969b755645b909e35ab9c83c83c474eed3ca0204b8814a710e15427fb86a92c3,969b755645b909e35ab9c83c83c474eed3ca0204b8814a710e15427fb86a92c3,PASS
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,9,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F09.png,CAST/004_m_mushmom_s_mon_mushmom_CAST_F09.png,6718fb27b0c2d2e4bcc34a32ecdf595c87bf7651bf092234a251564af5c5dba6,6718fb27b0c2d2e4bcc34a32ecdf595c87bf7651bf092234a251564af5c5dba6,PASS
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,10,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F10.png,CAST/004_m_mushmom_s_mon_mushmom_CAST_F10.png,428b72817619062f5e13440073fe30567fba4a8f64e6e9b1eeabf5d346687614,428b72817619062f5e13440073fe30567fba4a8f64e6e9b1eeabf5d346687614,PASS
area_01,m_mushmom,s_mon_mushmom,CAST_VFX,11,AREA_01_IMAGES_OUTPUT.zip,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F11.png,CAST/004_m_mushmom_s_mon_mushmom_CAST_F11.png,57b3f031a096a29d5a7f4f151b5b1a276757051664b96a6ce5437f75b548681a,57b3f031a096a29d5a7f4f151b5b1a276757051664b96a6ce5437f75b548681a,PASS
area_01,m_horny_mushroom,s_mon_horny_mushroom,ICON,0,AREA_01_IMAGES_OUTPUT.zip,monsters/005_m_horny_mushroom_뿔버섯/ICON/005_m_horny_mushroom_s_mon_horny_mushroom_ICON.png,ICON/005_m_horny_mushroom_s_mon_horny_mushroom_ICON.png,7d241fc303b55cbcdf8b5b618c13ef4f1a808e04e5dee183953131c05b730dac,7d241fc303b55cbcdf8b5b618c13ef4f1a808e04e5dee183953131c05b730dac,PASS
area_01,m_horny_mushroom,s_mon_horny_mushroom,REFERENCE_VFX,0,AREA_01_IMAGES_OUTPUT.zip,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F00.png,REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F00.png,5ae988bcbfda2bdc21b6f57386d1bdeb20e0ed69319f162b5c127051ac28d2c5,5ae988bcbfda2bdc21b6f57386d1bdeb20e0ed69319f162b5c127051ac28d2c5,PASS
area_01,m_horny_mushroom,s_mon_horny_mushroom,REFERENCE_VFX,1,AREA_01_IMAGES_OUTPUT.zip,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F01.png,REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F01.png,40cfaa0b168f2901c266195f3cdbd02174943f90b9d6a7f4e37324a34184bde8,40cfaa0b168f2901c266195f3cdbd02174943f90b9d6a7f4e37324a34184bde8,PASS
area_01,m_horny_mushroom,s_mon_horny_mushroom,REFERENCE_VFX,2,AREA_01_IMAGES_OUTPUT.zip,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F02.png,REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F02.png,8c5d58ad0d09113a05d0962e865ff1ef46af9fa8ed2837fb7f49a54e8ff6b435,8c5d58ad0d09113a05d0962e865ff1ef46af9fa8ed2837fb7f49a54e8ff6b435,PASS
area_01,m_horny_mushroom,s_mon_horny_mushroom,REFERENCE_VFX,3,AREA_01_IMAGES_OUTPUT.zip,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F03.png,REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F03.png,1d8f44bc31db8cd8969e3a215ae6ce302ccf23c6817ff77c09dcb0621a3dc95e,1d8f44bc31db8cd8969e3a215ae6ce302ccf23c6817ff77c09dcb0621a3dc95e,PASS
area_01,m_horny_mushroom,s_mon_horny_mushroom,REFERENCE_VFX,4,AREA_01_IMAGES_OUTPUT.zip,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F04.png,REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F04.png,16f78dcc84b5c2ef8aa5fb3efb6483e4aa54ee9ae58e2b76b04bc92ca403230a,16f78dcc84b5c2ef8aa5fb3efb6483e4aa54ee9ae58e2b76b04bc92ca403230a,PASS
area_01,m_horny_mushroom,s_mon_horny_mushroom,REFERENCE_VFX,5,AREA_01_IMAGES_OUTPUT.zip,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F05.png,REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F05.png,fbcefba40158b8b8864fed046786ce8312c378b9731cd8731b5300ba534b2f48,fbcefba40158b8b8864fed046786ce8312c378b9731cd8731b5300ba534b2f48,PASS
area_02,m_stone_golem,s_mon_stone,ICON,0,AREA_02_IMAGES_OUTPUT.zip,ICON/001_m_stone_golem_s_mon_stone_ICON.png,ICON/001_m_stone_golem_s_mon_stone_ICON.png,c5a45e3b3d1a0752a958e495426b0725edc2fef4b6369dd7c701b1e8f7c939dc,c5a45e3b3d1a0752a958e495426b0725edc2fef4b6369dd7c701b1e8f7c939dc,PASS
area_02,m_stone_golem,s_mon_stone,CAST_VFX,0,AREA_02_IMAGES_OUTPUT.zip,CAST/001_m_stone_golem_s_mon_stone_CAST_F00.png,CAST/001_m_stone_golem_s_mon_stone_CAST_F00.png,c382e0399b443795c1edcb818e142c6499e70a8f78a78bc859eee027c324a08c,c382e0399b443795c1edcb818e142c6499e70a8f78a78bc859eee027c324a08c,PASS
area_02,m_stone_golem,s_mon_stone,CAST_VFX,1,AREA_02_IMAGES_OUTPUT.zip,CAST/001_m_stone_golem_s_mon_stone_CAST_F01.png,CAST/001_m_stone_golem_s_mon_stone_CAST_F01.png,e64725abc356a8477921c2c45759e68c56a76e400fcb006bf0c963401922823e,e64725abc356a8477921c2c45759e68c56a76e400fcb006bf0c963401922823e,PASS
area_02,m_stone_golem,s_mon_stone,CAST_VFX,2,AREA_02_IMAGES_OUTPUT.zip,CAST/001_m_stone_golem_s_mon_stone_CAST_F02.png,CAST/001_m_stone_golem_s_mon_stone_CAST_F02.png,f0ff864e47ad3365f6ec7310f27e58683870316d53a23500d3b30266b744bb12,f0ff864e47ad3365f6ec7310f27e58683870316d53a23500d3b30266b744bb12,PASS
area_02,m_stone_golem,s_mon_stone,CAST_VFX,3,AREA_02_IMAGES_OUTPUT.zip,CAST/001_m_stone_golem_s_mon_stone_CAST_F03.png,CAST/001_m_stone_golem_s_mon_stone_CAST_F03.png,43ad84ead0b070d894cf559ea3276e36d7389006fb27024e742d71ff2a464893,43ad84ead0b070d894cf559ea3276e36d7389006fb27024e742d71ff2a464893,PASS
area_02,m_stone_golem,s_mon_stone,CAST_VFX,4,AREA_02_IMAGES_OUTPUT.zip,CAST/001_m_stone_golem_s_mon_stone_CAST_F04.png,CAST/001_m_stone_golem_s_mon_stone_CAST_F04.png,ab45b156bda57c38854b72523293752a41ea2bd39819394ef95dc239632061fa,ab45b156bda57c38854b72523293752a41ea2bd39819394ef95dc239632061fa,PASS
area_02,m_stone_golem,s_mon_stone,CAST_VFX,5,AREA_02_IMAGES_OUTPUT.zip,CAST/001_m_stone_golem_s_mon_stone_CAST_F05.png,CAST/001_m_stone_golem_s_mon_stone_CAST_F05.png,8683b08231953685668c3a83af175ea424ec63c94fd3ec0fcc86357a62fdf838,8683b08231953685668c3a83af175ea424ec63c94fd3ec0fcc86357a62fdf838,PASS
area_02,m_stone_golem,s_mon_stone,CAST_VFX,6,AREA_02_IMAGES_OUTPUT.zip,CAST/001_m_stone_golem_s_mon_stone_CAST_F06.png,CAST/001_m_stone_golem_s_mon_stone_CAST_F06.png,b14214f8b6fa00febb47ab833d5d2c85622ea4041723b02b99bcc21505b923e9,b14214f8b6fa00febb47ab833d5d2c85622ea4041723b02b99bcc21505b923e9,PASS
area_02,m_stone_golem,s_mon_stone,CAST_VFX,7,AREA_02_IMAGES_OUTPUT.zip,CAST/001_m_stone_golem_s_mon_stone_CAST_F07.png,CAST/001_m_stone_golem_s_mon_stone_CAST_F07.png,adf92c1b55b5e7b30b1ca0a8b867be6a32bb70e1e0f0f169ccf8681010a691bf,adf92c1b55b5e7b30b1ca0a8b867be6a32bb70e1e0f0f169ccf8681010a691bf,PASS
area_02,m_axe_stump,s_mon_axe_stump,ICON,0,AREA_02_IMAGES_OUTPUT.zip,ICON/002_m_axe_stump_s_mon_axe_stump_ICON.png,ICON/002_m_axe_stump_s_mon_axe_stump_ICON.png,182c9fdde631482a09eb6e915e55e88c26e4002e1dcdfc0da033d5925c26f1a1,182c9fdde631482a09eb6e915e55e88c26e4002e1dcdfc0da033d5925c26f1a1,PASS
area_02,m_axe_stump,s_mon_axe_stump,CAST_VFX,0,AREA_02_IMAGES_OUTPUT.zip,CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F00.png,CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F00.png,097e383f6b9c6bc0067e19712b9b4bf2af0289dca4882a31f7c4d521a629ea36,097e383f6b9c6bc0067e19712b9b4bf2af0289dca4882a31f7c4d521a629ea36,PASS
area_02,m_axe_stump,s_mon_axe_stump,CAST_VFX,1,AREA_02_IMAGES_OUTPUT.zip,CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F01.png,CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F01.png,532fdb022f44b573c4f69a6b69fbcbfeb873e58a35992f9a048e887a4a88b60e,532fdb022f44b573c4f69a6b69fbcbfeb873e58a35992f9a048e887a4a88b60e,PASS
