area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,role,production_decision,runtime_use,output_rel_path,frame_index,frame_count_total,width,height,mode,frame_seconds,playback_mode,source_monster_image_rel,source_monster_ruid,source_monster_sha256,sheet_original_rel,sheet_normalized_rel,split_box,alpha_min,alpha_max,nonzero_alpha_pixels,border_alpha_pixels,validation_presence,validation_size,validation_mode,validation_transparency,validation_empty_frame,validation_crop_risk,user_art_approval
area_07,슬리피우드,2,m_copper_drake,코퍼드레이크,s_mon_copper_drake,청동 비늘,패시브,REFERENCE_VFX,NEW_ART,false,REFERENCE/002_m_copper_drake_s_mon_copper_drake_REFERENCE_F02.png,2,6,256,256,RGBA,0.10,preview-only non-loop,SOURCE_MONSTERS/002_m_copper_drake_MONSTER_IMAGE.png,da160cd4b78c479ab8dfaa225b2dcd47,a59b934824fc81a8ab2e38e430edaaf8269eae45c443d1652c5bc2ca692884c7,SOURCE_SHEETS/original/002_m_copper_drake_REFERENCE_sheet_original.png,SOURCE_SHEETS/normalized/002_m_copper_drake_REFERENCE_sheet_normalized.png,"(512, 0, 768, 256)",0,255,17599,41,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,2,m_copper_drake,코퍼드레이크,s_mon_copper_drake,청동 비늘,패시브,REFERENCE_VFX,NEW_ART,false,REFERENCE/002_m_copper_drake_s_mon_copper_drake_REFERENCE_F03.png,3,6,256,256,RGBA,0.10,preview-only non-loop,SOURCE_MONSTERS/002_m_copper_drake_MONSTER_IMAGE.png,da160cd4b78c479ab8dfaa225b2dcd47,a59b934824fc81a8ab2e38e430edaaf8269eae45c443d1652c5bc2ca692884c7,SOURCE_SHEETS/original/002_m_copper_drake_REFERENCE_sheet_original.png,SOURCE_SHEETS/normalized/002_m_copper_drake_REFERENCE_sheet_normalized.png,"(0, 256, 256, 512)",0,255,25154,0,PASS,PASS,PASS,PASS,PASS,PASS,PENDING
area_07,슬리피우드,2,m_copper_drake,코퍼드레이크,s_mon_copper_drake,청동 비늘,패시브,REFERENCE_VFX,NEW_ART,false,REFERENCE/002_m_copper_drake_s_mon_copper_drake_REFERENCE_F04.png,4,6,256,256,RGBA,0.10,preview-only non-loop,SOURCE_MONSTERS/002_m_copper_drake_MONSTER_IMAGE.png,da160cd4b78c479ab8dfaa225b2dcd47,a59b934824fc81a8ab2e38e430edaaf8269eae45c443d1652c5bc2ca692884c7,SOURCE_SHEETS/original/002_m_copper_drake_REFERENCE_sheet_original.png,SOURCE_SHEETS/normalized/002_m_copper_drake_REFERENCE_sheet_normalized.png,"(256, 256, 512, 512)",0,255,17466,14,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,2,m_copper_drake,코퍼드레이크,s_mon_copper_drake,청동 비늘,패시브,REFERENCE_VFX,NEW_ART,false,REFERENCE/002_m_copper_drake_s_mon_copper_drake_REFERENCE_F05.png,5,6,256,256,RGBA,0.10,preview-only non-loop,SOURCE_MONSTERS/002_m_copper_drake_MONSTER_IMAGE.png,da160cd4b78c479ab8dfaa225b2dcd47,a59b934824fc81a8ab2e38e430edaaf8269eae45c443d1652c5bc2ca692884c7,SOURCE_SHEETS/original/002_m_copper_drake_REFERENCE_sheet_original.png,SOURCE_SHEETS/normalized/002_m_copper_drake_REFERENCE_sheet_normalized.png,"(512, 256, 768, 512)",0,255,12331,43,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,3,m_drake,드레이크,s_mon_drake,동굴 용염,액티브,CAST_VFX,NEW_ART,true,CAST/003_m_drake_s_mon_drake_CAST_F00.png,0,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/003_m_drake_MONSTER_IMAGE.png,f8cfac4e30394735861603f6bfcb1932,746a1d598523bcd13b041d931244179a187bcedebacd295f67f69d39c421522d,SOURCE_SHEETS/original/003_m_drake_CAST_sheet_original.png,SOURCE_SHEETS/normalized/003_m_drake_CAST_sheet_normalized.png,"(0, 0, 384, 384)",0,255,19497,2,PASS,PASS,PASS,PASS,PASS,PASS,PENDING
area_07,슬리피우드,3,m_drake,드레이크,s_mon_drake,동굴 용염,액티브,CAST_VFX,NEW_ART,true,CAST/003_m_drake_s_mon_drake_CAST_F01.png,1,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/003_m_drake_MONSTER_IMAGE.png,f8cfac4e30394735861603f6bfcb1932,746a1d598523bcd13b041d931244179a187bcedebacd295f67f69d39c421522d,SOURCE_SHEETS/original/003_m_drake_CAST_sheet_original.png,SOURCE_SHEETS/normalized/003_m_drake_CAST_sheet_normalized.png,"(384, 0, 768, 384)",0,255,37334,19,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,3,m_drake,드레이크,s_mon_drake,동굴 용염,액티브,CAST_VFX,NEW_ART,true,CAST/003_m_drake_s_mon_drake_CAST_F02.png,2,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/003_m_drake_MONSTER_IMAGE.png,f8cfac4e30394735861603f6bfcb1932,746a1d598523bcd13b041d931244179a187bcedebacd295f67f69d39c421522d,SOURCE_SHEETS/original/003_m_drake_CAST_sheet_original.png,SOURCE_SHEETS/normalized/003_m_drake_CAST_sheet_normalized.png,"(768, 0, 1152, 384)",0,255,63489,30,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,3,m_drake,드레이크,s_mon_drake,동굴 용염,액티브,CAST_VFX,NEW_ART,true,CAST/003_m_drake_s_mon_drake_CAST_F03.png,3,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/003_m_drake_MONSTER_IMAGE.png,f8cfac4e30394735861603f6bfcb1932,746a1d598523bcd13b041d931244179a187bcedebacd295f67f69d39c421522d,SOURCE_SHEETS/original/003_m_drake_CAST_sheet_original.png,SOURCE_SHEETS/normalized/003_m_drake_CAST_sheet_normalized.png,"(1152, 0, 1536, 384)",0,255,96670,23,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,3,m_drake,드레이크,s_mon_drake,동굴 용염,액티브,CAST_VFX,NEW_ART,true,CAST/003_m_drake_s_mon_drake_CAST_F04.png,4,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/003_m_drake_MONSTER_IMAGE.png,f8cfac4e30394735861603f6bfcb1932,746a1d598523bcd13b041d931244179a187bcedebacd295f67f69d39c421522d,SOURCE_SHEETS/original/003_m_drake_CAST_sheet_original.png,SOURCE_SHEETS/normalized/003_m_drake_CAST_sheet_normalized.png,"(0, 384, 384, 768)",0,255,99615,41,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,3,m_drake,드레이크,s_mon_drake,동굴 용염,액티브,CAST_VFX,NEW_ART,true,CAST/003_m_drake_s_mon_drake_CAST_F05.png,5,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/003_m_drake_MONSTER_IMAGE.png,f8cfac4e30394735861603f6bfcb1932,746a1d598523bcd13b041d931244179a187bcedebacd295f67f69d39c421522d,SOURCE_SHEETS/original/003_m_drake_CAST_sheet_original.png,SOURCE_SHEETS/normalized/003_m_drake_CAST_sheet_normalized.png,"(384, 384, 768, 768)",0,255,92505,27,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,3,m_drake,드레이크,s_mon_drake,동굴 용염,액티브,CAST_VFX,NEW_ART,true,CAST/003_m_drake_s_mon_drake_CAST_F06.png,6,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/003_m_drake_MONSTER_IMAGE.png,f8cfac4e30394735861603f6bfcb1932,746a1d598523bcd13b041d931244179a187bcedebacd295f67f69d39c421522d,SOURCE_SHEETS/original/003_m_drake_CAST_sheet_original.png,SOURCE_SHEETS/normalized/003_m_drake_CAST_sheet_normalized.png,"(768, 384, 1152, 768)",0,255,76831,39,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,3,m_drake,드레이크,s_mon_drake,동굴 용염,액티브,CAST_VFX,NEW_ART,true,CAST/003_m_drake_s_mon_drake_CAST_F07.png,7,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/003_m_drake_MONSTER_IMAGE.png,f8cfac4e30394735861603f6bfcb1932,746a1d598523bcd13b041d931244179a187bcedebacd295f67f69d39c421522d,SOURCE_SHEETS/original/003_m_drake_CAST_sheet_original.png,SOURCE_SHEETS/normalized/003_m_drake_CAST_sheet_normalized.png,"(1152, 384, 1536, 768)",0,255,50921,26,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,3,m_drake,드레이크,s_mon_drake,동굴 용염,액티브,ICON,NEW_ART,true,ICON/003_m_drake_s_mon_drake_ICON.png,0,1,256,256,RGBA,static,static,SOURCE_MONSTERS/003_m_drake_MONSTER_IMAGE.png,f8cfac4e30394735861603f6bfcb1932,746a1d598523bcd13b041d931244179a187bcedebacd295f67f69d39c421522d,SOURCE_SHEETS/original/icons_sheet_original.png,SOURCE_SHEETS/normalized/icons_sheet_normalized.png,"(512, 0, 768, 256)",0,255,45911,34,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,4,m_wild_kargo,와일드카고,s_mon_wild_kargo,야수의 그림자 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F00.png,0,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/004_m_wild_kargo_MONSTER_IMAGE.png,7d1c1d17eff44687b35ca0d5108084dc,5c97846d841cb41ca40c11a705bdecea46a02562297f65eff1b4190eb651da8f,SOURCE_SHEETS/original/004_m_wild_kargo_CAST_sheet_original.png,SOURCE_SHEETS/normalized/004_m_wild_kargo_CAST_sheet_normalized.png,"(0, 0, 384, 384)",0,255,42307,8,PASS,PASS,PASS,PASS,PASS,PASS,PENDING
area_07,슬리피우드,4,m_wild_kargo,와일드카고,s_mon_wild_kargo,야수의 그림자 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F01.png,1,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/004_m_wild_kargo_MONSTER_IMAGE.png,7d1c1d17eff44687b35ca0d5108084dc,5c97846d841cb41ca40c11a705bdecea46a02562297f65eff1b4190eb651da8f,SOURCE_SHEETS/original/004_m_wild_kargo_CAST_sheet_original.png,SOURCE_SHEETS/normalized/004_m_wild_kargo_CAST_sheet_normalized.png,"(384, 0, 768, 384)",0,255,47810,20,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,4,m_wild_kargo,와일드카고,s_mon_wild_kargo,야수의 그림자 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F02.png,2,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/004_m_wild_kargo_MONSTER_IMAGE.png,7d1c1d17eff44687b35ca0d5108084dc,5c97846d841cb41ca40c11a705bdecea46a02562297f65eff1b4190eb651da8f,SOURCE_SHEETS/original/004_m_wild_kargo_CAST_sheet_original.png,SOURCE_SHEETS/normalized/004_m_wild_kargo_CAST_sheet_normalized.png,"(768, 0, 1152, 384)",0,255,62550,21,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,4,m_wild_kargo,와일드카고,s_mon_wild_kargo,야수의 그림자 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F03.png,3,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/004_m_wild_kargo_MONSTER_IMAGE.png,7d1c1d17eff44687b35ca0d5108084dc,5c97846d841cb41ca40c11a705bdecea46a02562297f65eff1b4190eb651da8f,SOURCE_SHEETS/original/004_m_wild_kargo_CAST_sheet_original.png,SOURCE_SHEETS/normalized/004_m_wild_kargo_CAST_sheet_normalized.png,"(1152, 0, 1536, 384)",0,255,65626,27,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,4,m_wild_kargo,와일드카고,s_mon_wild_kargo,야수의 그림자 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F04.png,4,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/004_m_wild_kargo_MONSTER_IMAGE.png,7d1c1d17eff44687b35ca0d5108084dc,5c97846d841cb41ca40c11a705bdecea46a02562297f65eff1b4190eb651da8f,SOURCE_SHEETS/original/004_m_wild_kargo_CAST_sheet_original.png,SOURCE_SHEETS/normalized/004_m_wild_kargo_CAST_sheet_normalized.png,"(0, 384, 384, 768)",0,255,83495,6,PASS,PASS,PASS,PASS,PASS,PASS,PENDING
area_07,슬리피우드,4,m_wild_kargo,와일드카고,s_mon_wild_kargo,야수의 그림자 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F05.png,5,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/004_m_wild_kargo_MONSTER_IMAGE.png,7d1c1d17eff44687b35ca0d5108084dc,5c97846d841cb41ca40c11a705bdecea46a02562297f65eff1b4190eb651da8f,SOURCE_SHEETS/original/004_m_wild_kargo_CAST_sheet_original.png,SOURCE_SHEETS/normalized/004_m_wild_kargo_CAST_sheet_normalized.png,"(384, 384, 768, 768)",0,255,68070,43,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,4,m_wild_kargo,와일드카고,s_mon_wild_kargo,야수의 그림자 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F06.png,6,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/004_m_wild_kargo_MONSTER_IMAGE.png,7d1c1d17eff44687b35ca0d5108084dc,5c97846d841cb41ca40c11a705bdecea46a02562297f65eff1b4190eb651da8f,SOURCE_SHEETS/original/004_m_wild_kargo_CAST_sheet_original.png,SOURCE_SHEETS/normalized/004_m_wild_kargo_CAST_sheet_normalized.png,"(768, 384, 1152, 768)",0,255,63407,18,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,4,m_wild_kargo,와일드카고,s_mon_wild_kargo,야수의 그림자 돌진,액티브,CAST_VFX,NEW_ART,true,CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F07.png,7,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/004_m_wild_kargo_MONSTER_IMAGE.png,7d1c1d17eff44687b35ca0d5108084dc,5c97846d841cb41ca40c11a705bdecea46a02562297f65eff1b4190eb651da8f,SOURCE_SHEETS/original/004_m_wild_kargo_CAST_sheet_original.png,SOURCE_SHEETS/normalized/004_m_wild_kargo_CAST_sheet_normalized.png,"(1152, 384, 1536, 768)",0,255,42816,22,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,4,m_wild_kargo,와일드카고,s_mon_wild_kargo,야수의 그림자 돌진,액티브,ICON,NEW_ART,true,ICON/004_m_wild_kargo_s_mon_wild_kargo_ICON.png,0,1,256,256,RGBA,static,static,SOURCE_MONSTERS/004_m_wild_kargo_MONSTER_IMAGE.png,7d1c1d17eff44687b35ca0d5108084dc,5c97846d841cb41ca40c11a705bdecea46a02562297f65eff1b4190eb651da8f,SOURCE_SHEETS/original/icons_sheet_original.png,SOURCE_SHEETS/normalized/icons_sheet_normalized.png,"(0, 256, 256, 512)",0,255,41971,0,PASS,PASS,PASS,PASS,PASS,PASS,PENDING
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F00.png,0,12,512,512,RGBA,0.08,non-loop one-shot,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/005_m_jr_balrog_CAST_sheet_original.png,SOURCE_SHEETS/normalized/005_m_jr_balrog_CAST_sheet_normalized.png,"(0, 0, 512, 512)",0,250,31094,29,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F01.png,1,12,512,512,RGBA,0.08,non-loop one-shot,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/005_m_jr_balrog_CAST_sheet_original.png,SOURCE_SHEETS/normalized/005_m_jr_balrog_CAST_sheet_normalized.png,"(512, 0, 1024, 512)",0,255,91372,95,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F02.png,2,12,512,512,RGBA,0.08,non-loop one-shot,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/005_m_jr_balrog_CAST_sheet_original.png,SOURCE_SHEETS/normalized/005_m_jr_balrog_CAST_sheet_normalized.png,"(1024, 0, 1536, 512)",0,255,118309,135,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F03.png,3,12,512,512,RGBA,0.08,non-loop one-shot,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/005_m_jr_balrog_CAST_sheet_original.png,SOURCE_SHEETS/normalized/005_m_jr_balrog_CAST_sheet_normalized.png,"(1536, 0, 2048, 512)",0,255,144837,75,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F04.png,4,12,512,512,RGBA,0.08,non-loop one-shot,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/005_m_jr_balrog_CAST_sheet_original.png,SOURCE_SHEETS/normalized/005_m_jr_balrog_CAST_sheet_normalized.png,"(0, 512, 512, 1024)",0,255,160451,239,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
