area_id,monster_id,monster_name,skill_id,skill_name,effect_role,production_decision,runtime_use,relative_path,frame_index,frame_count,canvas,frame_seconds,playback,source_monster_image,source_generated_sheet,split_coord,mode,alpha_bbox,visible_pixels,auto_validation,user_art_approval,notes
area_08,m_star_pixie,스타픽시,s_mon_star_pixie,별빛 탄환,CAST_VFX,NEW_ART,true,CAST/001_m_star_pixie_s_mon_star_pixie_CAST_F05.png,F05,8,384x384,0.10,non-loop one-shot,area08_input/ascii_refs2/m_star_pixie.png,SOURCE_SHEETS/wide_transparent_background_sprite_sheet_image_n_1_batch_1.png,"(444, 444, 887, 887)",RGBA,"(0, 0, 384, 384)",41005,PASS,PENDING,New art generated and split from source sheet.
area_08,m_star_pixie,스타픽시,s_mon_star_pixie,별빛 탄환,CAST_VFX,NEW_ART,true,CAST/001_m_star_pixie_s_mon_star_pixie_CAST_F06.png,F06,8,384x384,0.10,non-loop one-shot,area08_input/ascii_refs2/m_star_pixie.png,SOURCE_SHEETS/wide_transparent_background_sprite_sheet_image_n_1_batch_1.png,"(887, 444, 1330, 887)",RGBA,"(0, 0, 384, 384)",31022,PASS,PENDING,New art generated and split from source sheet.
area_08,m_star_pixie,스타픽시,s_mon_star_pixie,별빛 탄환,CAST_VFX,NEW_ART,true,CAST/001_m_star_pixie_s_mon_star_pixie_CAST_F07.png,F07,8,384x384,0.10,non-loop one-shot,area08_input/ascii_refs2/m_star_pixie.png,SOURCE_SHEETS/wide_transparent_background_sprite_sheet_image_n_1_batch_1.png,"(1330, 444, 1774, 887)",RGBA,"(0, 0, 383, 384)",18215,PASS,PENDING,New art generated and split from source sheet.
area_08,m_star_pixie,스타픽시,s_mon_star_pixie,별빛 탄환,PROJECTILE,NEW_ART,true,PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F00.png,F00,4,384x384,0.08,non-loop complete playback within 0.35s entity lifetime,area08_input/ascii_refs2/m_star_pixie.png,SOURCE_SHEETS/a_clean_sprite_sheet_game_asset_image_with_a_tra_2_batch_2.png,"(0, 0, 627, 627)",RGBA,"(0, 14, 379, 384)",34394,PASS,PENDING,New art generated and split from source sheet.
area_08,m_star_pixie,스타픽시,s_mon_star_pixie,별빛 탄환,PROJECTILE,NEW_ART,true,PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F01.png,F01,4,384x384,0.08,non-loop complete playback within 0.35s entity lifetime,area08_input/ascii_refs2/m_star_pixie.png,SOURCE_SHEETS/a_clean_sprite_sheet_game_asset_image_with_a_tra_2_batch_2.png,"(627, 0, 1254, 627)",RGBA,"(5, 0, 372, 384)",41653,PASS,PENDING,New art generated and split from source sheet.
area_08,m_star_pixie,스타픽시,s_mon_star_pixie,별빛 탄환,PROJECTILE,NEW_ART,true,PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F02.png,F02,4,384x384,0.08,non-loop complete playback within 0.35s entity lifetime,area08_input/ascii_refs2/m_star_pixie.png,SOURCE_SHEETS/a_clean_sprite_sheet_game_asset_image_with_a_tra_2_batch_2.png,"(0, 627, 627, 1254)",RGBA,"(10, 0, 384, 384)",56267,PASS,PENDING,New art generated and split from source sheet.
area_08,m_star_pixie,스타픽시,s_mon_star_pixie,별빛 탄환,PROJECTILE,NEW_ART,true,PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F03.png,F03,4,384x384,0.08,non-loop complete playback within 0.35s entity lifetime,area08_input/ascii_refs2/m_star_pixie.png,SOURCE_SHEETS/a_clean_sprite_sheet_game_asset_image_with_a_tra_2_batch_2.png,"(627, 627, 1254, 1254)",RGBA,"(1, 0, 378, 384)",35115,PASS,PENDING,New art generated and split from source sheet.
area_08,m_jr_cellion,주니어 샐리온,s_mon_jr_cellion,붉은 뿔의 기백,REFERENCE_VFX,NEW_ART,false,REFERENCE/002_m_jr_cellion_s_mon_jr_cellion_REFERENCE_F00.png,F00,6,256x256,0.10,preview-only non-loop,area08_input/ascii_refs2/m_jr_cellion.png,SOURCE_SHEETS/a_clean_transparent_background_game_asset_sprite_s_6_batch_6.png,"(0, 0, 512, 512)",RGBA,"(13, 15, 250, 244)",10252,PASS,PENDING,New art generated and split from source sheet.
area_08,m_jr_cellion,주니어 샐리온,s_mon_jr_cellion,붉은 뿔의 기백,REFERENCE_VFX,NEW_ART,false,REFERENCE/002_m_jr_cellion_s_mon_jr_cellion_REFERENCE_F01.png,F01,6,256x256,0.10,preview-only non-loop,area08_input/ascii_refs2/m_jr_cellion.png,SOURCE_SHEETS/a_clean_transparent_background_game_asset_sprite_s_6_batch_6.png,"(512, 0, 1024, 512)",RGBA,"(25, 6, 256, 256)",20327,PASS,PENDING,New art generated and split from source sheet.
area_08,m_jr_cellion,주니어 샐리온,s_mon_jr_cellion,붉은 뿔의 기백,REFERENCE_VFX,NEW_ART,false,REFERENCE/002_m_jr_cellion_s_mon_jr_cellion_REFERENCE_F02.png,F02,6,256x256,0.10,preview-only non-loop,area08_input/ascii_refs2/m_jr_cellion.png,SOURCE_SHEETS/a_clean_transparent_background_game_asset_sprite_s_6_batch_6.png,"(1024, 0, 1536, 512)",RGBA,"(0, 15, 246, 256)",37187,PASS,PENDING,New art generated and split from source sheet.
area_08,m_jr_cellion,주니어 샐리온,s_mon_jr_cellion,붉은 뿔의 기백,REFERENCE_VFX,NEW_ART,false,REFERENCE/002_m_jr_cellion_s_mon_jr_cellion_REFERENCE_F03.png,F03,6,256x256,0.10,preview-only non-loop,area08_input/ascii_refs2/m_jr_cellion.png,SOURCE_SHEETS/a_clean_transparent_background_game_asset_sprite_s_6_batch_6.png,"(0, 512, 512, 1024)",RGBA,"(20, 10, 248, 233)",27086,PASS,PENDING,New art generated and split from source sheet.
area_08,m_jr_cellion,주니어 샐리온,s_mon_jr_cellion,붉은 뿔의 기백,REFERENCE_VFX,NEW_ART,false,REFERENCE/002_m_jr_cellion_s_mon_jr_cellion_REFERENCE_F04.png,F04,6,256x256,0.10,preview-only non-loop,area08_input/ascii_refs2/m_jr_cellion.png,SOURCE_SHEETS/a_clean_transparent_background_game_asset_sprite_s_6_batch_6.png,"(512, 512, 1024, 1024)",RGBA,"(10, 8, 256, 224)",17338,PASS,PENDING,New art generated and split from source sheet.
area_08,m_jr_cellion,주니어 샐리온,s_mon_jr_cellion,붉은 뿔의 기백,REFERENCE_VFX,NEW_ART,false,REFERENCE/002_m_jr_cellion_s_mon_jr_cellion_REFERENCE_F05.png,F05,6,256x256,0.10,preview-only non-loop,area08_input/ascii_refs2/m_jr_cellion.png,SOURCE_SHEETS/a_clean_transparent_background_game_asset_sprite_s_6_batch_6.png,"(1024, 512, 1536, 1024)",RGBA,"(0, 1, 247, 207)",9913,PASS,PENDING,New art generated and split from source sheet.
area_08,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,CAST_VFX,NEW_ART,true,CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F00.png,F00,8,384x384,0.10,non-loop one-shot,area08_input/ascii_refs2/m_lunar_pixie.png,SOURCE_SHEETS/a_clean_digital_graphic_sprite_sheet_style_image_o_3_batch_3.png,"(0, 0, 444, 444)",RGBA,"(0, 13, 384, 384)",15800,PASS,PENDING,New art generated and split from source sheet.
area_08,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,CAST_VFX,NEW_ART,true,CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F01.png,F01,8,384x384,0.10,non-loop one-shot,area08_input/ascii_refs2/m_lunar_pixie.png,SOURCE_SHEETS/a_clean_digital_graphic_sprite_sheet_style_image_o_3_batch_3.png,"(444, 0, 887, 444)",RGBA,"(0, 9, 384, 384)",46548,PASS,PENDING,New art generated and split from source sheet.
area_08,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,CAST_VFX,NEW_ART,true,CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F02.png,F02,8,384x384,0.10,non-loop one-shot,area08_input/ascii_refs2/m_lunar_pixie.png,SOURCE_SHEETS/a_clean_digital_graphic_sprite_sheet_style_image_o_3_batch_3.png,"(887, 0, 1330, 444)",RGBA,"(0, 27, 384, 384)",52159,PASS,PENDING,New art generated and split from source sheet.
area_08,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,CAST_VFX,NEW_ART,true,CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F03.png,F03,8,384x384,0.10,non-loop one-shot,area08_input/ascii_refs2/m_lunar_pixie.png,SOURCE_SHEETS/a_clean_digital_graphic_sprite_sheet_style_image_o_3_batch_3.png,"(1330, 0, 1774, 444)",RGBA,"(0, 18, 383, 384)",70795,PASS,PENDING,New art generated and split from source sheet.
area_08,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,CAST_VFX,NEW_ART,true,CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F04.png,F04,8,384x384,0.10,non-loop one-shot,area08_input/ascii_refs2/m_lunar_pixie.png,SOURCE_SHEETS/a_clean_digital_graphic_sprite_sheet_style_image_o_3_batch_3.png,"(0, 444, 444, 887)",RGBA,"(20, 0, 384, 384)",92469,PASS,PENDING,New art generated and split from source sheet.
area_08,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,CAST_VFX,NEW_ART,true,CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F05.png,F05,8,384x384,0.10,non-loop one-shot,area08_input/ascii_refs2/m_lunar_pixie.png,SOURCE_SHEETS/a_clean_digital_graphic_sprite_sheet_style_image_o_3_batch_3.png,"(444, 444, 887, 887)",RGBA,"(0, 0, 384, 384)",65403,PASS,PENDING,New art generated and split from source sheet.
area_08,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,CAST_VFX,NEW_ART,true,CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F06.png,F06,8,384x384,0.10,non-loop one-shot,area08_input/ascii_refs2/m_lunar_pixie.png,SOURCE_SHEETS/a_clean_digital_graphic_sprite_sheet_style_image_o_3_batch_3.png,"(887, 444, 1330, 887)",RGBA,"(0, 0, 384, 384)",53415,PASS,PENDING,New art generated and split from source sheet.
area_08,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,CAST_VFX,NEW_ART,true,CAST/003_m_lunar_pixie_s_mon_lunar_pixie_CAST_F07.png,F07,8,384x384,0.10,non-loop one-shot,area08_input/ascii_refs2/m_lunar_pixie.png,SOURCE_SHEETS/a_clean_digital_graphic_sprite_sheet_style_image_o_3_batch_3.png,"(1330, 444, 1774, 887)",RGBA,"(0, 0, 384, 384)",31634,PASS,PENDING,New art generated and split from source sheet.
area_08,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,PROJECTILE,NEW_ART,true,PROJECTILE/003_m_lunar_pixie_s_mon_lunar_pixie_PROJECTILE_F00.png,F00,4,384x384,0.08,non-loop complete playback within 0.35s entity lifetime,area08_input/ascii_refs2/m_lunar_pixie.png,SOURCE_SHEETS/a_high_resolution_transparent_background_png_style_4_batch_4.png,"(0, 0, 627, 627)",RGBA,"(0, 14, 384, 384)",48171,PASS,PENDING,New art generated and split from source sheet.
area_08,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,PROJECTILE,NEW_ART,true,PROJECTILE/003_m_lunar_pixie_s_mon_lunar_pixie_PROJECTILE_F01.png,F01,4,384x384,0.08,non-loop complete playback within 0.35s entity lifetime,area08_input/ascii_refs2/m_lunar_pixie.png,SOURCE_SHEETS/a_high_resolution_transparent_background_png_style_4_batch_4.png,"(627, 0, 1254, 627)",RGBA,"(1, 6, 368, 384)",67751,PASS,PENDING,New art generated and split from source sheet.
area_08,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,PROJECTILE,NEW_ART,true,PROJECTILE/003_m_lunar_pixie_s_mon_lunar_pixie_PROJECTILE_F02.png,F02,4,384x384,0.08,non-loop complete playback within 0.35s entity lifetime,area08_input/ascii_refs2/m_lunar_pixie.png,SOURCE_SHEETS/a_high_resolution_transparent_background_png_style_4_batch_4.png,"(0, 627, 627, 1254)",RGBA,"(0, 0, 384, 384)",87048,PASS,PENDING,New art generated and split from source sheet.
area_08,m_lunar_pixie,루나픽시,s_mon_lunar_pixie,월광 구슬,PROJECTILE,NEW_ART,true,PROJECTILE/003_m_lunar_pixie_s_mon_lunar_pixie_PROJECTILE_F03.png,F03,4,384x384,0.08,non-loop complete playback within 0.35s entity lifetime,area08_input/ascii_refs2/m_lunar_pixie.png,SOURCE_SHEETS/a_high_resolution_transparent_background_png_style_4_batch_4.png,"(627, 627, 1254, 1254)",RGBA,"(0, 0, 378, 384)",50294,PASS,PENDING,New art generated and split from source sheet.
area_08,m_luster_pixie,러스터픽시,s_mon_luster_pixie,태양빛 잔상,REFERENCE_VFX,NEW_ART,false,REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F00.png,F00,6,256x256,0.10,preview-only non-loop,area08_input/ascii_refs2/m_luster_pixie.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_game_7_batch_7.png,"(0, 0, 512, 512)",RGBA,"(0, 19, 251, 251)",8637,PASS,PENDING,New art generated and split from source sheet.
area_08,m_luster_pixie,러스터픽시,s_mon_luster_pixie,태양빛 잔상,REFERENCE_VFX,NEW_ART,false,REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F01.png,F01,6,256x256,0.10,preview-only non-loop,area08_input/ascii_refs2/m_luster_pixie.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_game_7_batch_7.png,"(512, 0, 1024, 512)",RGBA,"(1, 0, 256, 256)",21612,PASS,PENDING,New art generated and split from source sheet.
area_08,m_luster_pixie,러스터픽시,s_mon_luster_pixie,태양빛 잔상,REFERENCE_VFX,NEW_ART,false,REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F02.png,F02,6,256x256,0.10,preview-only non-loop,area08_input/ascii_refs2/m_luster_pixie.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_game_7_batch_7.png,"(1024, 0, 1536, 512)",RGBA,"(0, 4, 247, 256)",31596,PASS,PENDING,New art generated and split from source sheet.
area_08,m_luster_pixie,러스터픽시,s_mon_luster_pixie,태양빛 잔상,REFERENCE_VFX,NEW_ART,false,REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F03.png,F03,6,256x256,0.10,preview-only non-loop,area08_input/ascii_refs2/m_luster_pixie.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_game_7_batch_7.png,"(0, 512, 512, 1024)",RGBA,"(17, 0, 256, 244)",24293,PASS,PENDING,New art generated and split from source sheet.
area_08,m_luster_pixie,러스터픽시,s_mon_luster_pixie,태양빛 잔상,REFERENCE_VFX,NEW_ART,false,REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F04.png,F04,6,256x256,0.10,preview-only non-loop,area08_input/ascii_refs2/m_luster_pixie.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_game_7_batch_7.png,"(512, 512, 1024, 1024)",RGBA,"(0, 1, 256, 251)",17524,PASS,PENDING,New art generated and split from source sheet.
area_08,m_luster_pixie,러스터픽시,s_mon_luster_pixie,태양빛 잔상,REFERENCE_VFX,NEW_ART,false,REFERENCE/004_m_luster_pixie_s_mon_luster_pixie_REFERENCE_F05.png,F05,6,256x256,0.10,preview-only non-loop,area08_input/ascii_refs2/m_luster_pixie.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_game_7_batch_7.png,"(1024, 512, 1536, 1024)",RGBA,"(0, 0, 251, 231)",11192,PASS,PENDING,New art generated and split from source sheet.
area_08,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,CAST_VFX,NEW_ART,true,CAST/005_m_eliza_s_mon_eliza_CAST_F00.png,F00,12,512x512,0.08,non-loop one-shot,area08_input/ascii_refs2/m_eliza.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_conc_5_batch_5.png,"(0, 0, 362, 362)",RGBA,"(0, 0, 512, 512)",72223,PASS,PENDING,New art generated and split from source sheet.
area_08,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,CAST_VFX,NEW_ART,true,CAST/005_m_eliza_s_mon_eliza_CAST_F01.png,F01,12,512x512,0.08,non-loop one-shot,area08_input/ascii_refs2/m_eliza.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_conc_5_batch_5.png,"(362, 0, 724, 362)",RGBA,"(0, 0, 512, 512)",146894,PASS,PENDING,New art generated and split from source sheet.
area_08,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,CAST_VFX,NEW_ART,true,CAST/005_m_eliza_s_mon_eliza_CAST_F02.png,F02,12,512x512,0.08,non-loop one-shot,area08_input/ascii_refs2/m_eliza.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_conc_5_batch_5.png,"(724, 0, 1086, 362)",RGBA,"(0, 10, 512, 512)",183210,PASS,PENDING,New art generated and split from source sheet.
area_08,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,CAST_VFX,NEW_ART,true,CAST/005_m_eliza_s_mon_eliza_CAST_F03.png,F03,12,512x512,0.08,non-loop one-shot,area08_input/ascii_refs2/m_eliza.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_conc_5_batch_5.png,"(1086, 0, 1448, 362)",RGBA,"(0, 0, 512, 512)",182575,PASS,PENDING,New art generated and split from source sheet.
area_08,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,CAST_VFX,NEW_ART,true,CAST/005_m_eliza_s_mon_eliza_CAST_F04.png,F04,12,512x512,0.08,non-loop one-shot,area08_input/ascii_refs2/m_eliza.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_conc_5_batch_5.png,"(0, 362, 362, 724)",RGBA,"(0, 0, 512, 512)",212238,PASS,PENDING,New art generated and split from source sheet.
area_08,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,CAST_VFX,NEW_ART,true,CAST/005_m_eliza_s_mon_eliza_CAST_F05.png,F05,12,512x512,0.08,non-loop one-shot,area08_input/ascii_refs2/m_eliza.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_conc_5_batch_5.png,"(362, 362, 724, 724)",RGBA,"(0, 0, 512, 512)",227116,PASS,PENDING,New art generated and split from source sheet.
area_08,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,CAST_VFX,NEW_ART,true,CAST/005_m_eliza_s_mon_eliza_CAST_F06.png,F06,12,512x512,0.08,non-loop one-shot,area08_input/ascii_refs2/m_eliza.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_conc_5_batch_5.png,"(724, 362, 1086, 724)",RGBA,"(0, 0, 512, 512)",254144,PASS,PENDING,New art generated and split from source sheet.
area_08,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,CAST_VFX,NEW_ART,true,CAST/005_m_eliza_s_mon_eliza_CAST_F07.png,F07,12,512x512,0.08,non-loop one-shot,area08_input/ascii_refs2/m_eliza.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_conc_5_batch_5.png,"(1086, 362, 1448, 724)",RGBA,"(0, 0, 512, 512)",226995,PASS,PENDING,New art generated and split from source sheet.
area_08,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,CAST_VFX,NEW_ART,true,CAST/005_m_eliza_s_mon_eliza_CAST_F08.png,F08,12,512x512,0.08,non-loop one-shot,area08_input/ascii_refs2/m_eliza.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_conc_5_batch_5.png,"(0, 724, 362, 1086)",RGBA,"(0, 0, 512, 512)",193901,PASS,PENDING,New art generated and split from source sheet.
area_08,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,CAST_VFX,NEW_ART,true,CAST/005_m_eliza_s_mon_eliza_CAST_F09.png,F09,12,512x512,0.08,non-loop one-shot,area08_input/ascii_refs2/m_eliza.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_conc_5_batch_5.png,"(362, 724, 724, 1086)",RGBA,"(0, 0, 512, 512)",152283,PASS,PENDING,New art generated and split from source sheet.
area_08,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,CAST_VFX,NEW_ART,true,CAST/005_m_eliza_s_mon_eliza_CAST_F10.png,F10,12,512x512,0.08,non-loop one-shot,area08_input/ascii_refs2/m_eliza.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_conc_5_batch_5.png,"(724, 724, 1086, 1086)",RGBA,"(0, 0, 512, 512)",130287,PASS,PENDING,New art generated and split from source sheet.
area_08,m_eliza,엘리쟈,s_mon_eliza,여신의 정원 폭풍,CAST_VFX,NEW_ART,true,CAST/005_m_eliza_s_mon_eliza_CAST_F11.png,F11,12,512x512,0.08,non-loop one-shot,area08_input/ascii_refs2/m_eliza.png,SOURCE_SHEETS/a_clean_transparent_background_sprite_sheet_conc_5_batch_5.png,"(1086, 724, 1448, 1086)",RGBA,"(0, 0, 508, 512)",86299,PASS,PENDING,New art generated and split from source sheet.
