area_id,monster_id,skill_id,role,frame_index,source_zip,source_path,output_path,source_sha256,output_sha256,change_class,byte_preserved
area_12,m_toy_trojan,s_mon_toy_trojan,CAST_VFX,2,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F02.png,AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F02.png,7eb4f915f098fd99d5010a47f29d55af4f784dfb548f410c683b89a70b352ae5,7eb4f915f098fd99d5010a47f29d55af4f784dfb548f410c683b89a70b352ae5,PRESERVED,True
area_12,m_toy_trojan,s_mon_toy_trojan,CAST_VFX,3,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F03.png,AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F03.png,4480d571e73acaec4f9cb7bb7cde59392e2074315be4068f8418d9e82067f766,4480d571e73acaec4f9cb7bb7cde59392e2074315be4068f8418d9e82067f766,PRESERVED,True
area_12,m_toy_trojan,s_mon_toy_trojan,CAST_VFX,4,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F04.png,AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F04.png,cfc60379205fd1025bcb1fa643b19f3b5734d76d94f445082dbe224608a720cc,cfc60379205fd1025bcb1fa643b19f3b5734d76d94f445082dbe224608a720cc,PRESERVED,True
area_12,m_toy_trojan,s_mon_toy_trojan,CAST_VFX,5,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F05.png,AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F05.png,b48114f1dc9aee8b87d5793803b5b1ca7384682df759b390fe9ff047cf15058c,b48114f1dc9aee8b87d5793803b5b1ca7384682df759b390fe9ff047cf15058c,PRESERVED,True
area_12,m_toy_trojan,s_mon_toy_trojan,CAST_VFX,6,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F06.png,AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F06.png,258f2cc983b54b7e020b22d92fa1770fa87240307e06ae0c32d0e7324609d8b7,258f2cc983b54b7e020b22d92fa1770fa87240307e06ae0c32d0e7324609d8b7,PRESERVED,True
area_12,m_toy_trojan,s_mon_toy_trojan,CAST_VFX,7,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F07.png,AREA_12_IMAGES_OUTPUT/monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F07.png,33a4406c94938715328a7f9ea45584e788e811f25f3dbcc5c22fc1bbdbadd921,33a4406c94938715328a7f9ea45584e788e811f25f3dbcc5c22fc1bbdbadd921,PRESERVED,True
area_12,m_master_robo,s_mon_master_robo,ICON,0,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/ICON/003_m_master_robo_s_mon_master_robo_ICON.png,AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/ICON/003_m_master_robo_s_mon_master_robo_ICON.png,b8ee2b0d6bcc00b388c33f0ab4a94e03adfb53d69c2fbc0e3f8f2353ede20153,b8ee2b0d6bcc00b388c33f0ab4a94e03adfb53d69c2fbc0e3f8f2353ede20153,PRESERVED,True
area_12,m_master_robo,s_mon_master_robo,REFERENCE_VFX,0,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F00.png,AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F00.png,77fa39d3cff7e98d9b73dcd1ef6bf279b438b2fc2828468a9594362f9662699c,77fa39d3cff7e98d9b73dcd1ef6bf279b438b2fc2828468a9594362f9662699c,PRESERVED,True
area_12,m_master_robo,s_mon_master_robo,REFERENCE_VFX,1,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F01.png,AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F01.png,2532e417e487f1bd5483f403c9109f9b62d346e183c96cf526d75c02819be330,2532e417e487f1bd5483f403c9109f9b62d346e183c96cf526d75c02819be330,PRESERVED,True
area_12,m_master_robo,s_mon_master_robo,REFERENCE_VFX,2,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F02.png,AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F02.png,10fc26c57559d6b6110df98386dac153cb0ca16710c74706fae5d6455cb31e00,10fc26c57559d6b6110df98386dac153cb0ca16710c74706fae5d6455cb31e00,PRESERVED,True
area_12,m_master_robo,s_mon_master_robo,REFERENCE_VFX,3,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F03.png,AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F03.png,b4bb94108fa01ff1e51dffaeca74ad31ca9716684b0b6aaff46b7a1349987b5d,b4bb94108fa01ff1e51dffaeca74ad31ca9716684b0b6aaff46b7a1349987b5d,PRESERVED,True
area_12,m_master_robo,s_mon_master_robo,REFERENCE_VFX,4,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F04.png,AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F04.png,3645eb08604c9e3a752b83019a037b752410ddb26a84b99d36b1eef3014ab871,3645eb08604c9e3a752b83019a037b752410ddb26a84b99d36b1eef3014ab871,PRESERVED,True
area_12,m_master_robo,s_mon_master_robo,REFERENCE_VFX,5,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F05.png,AREA_12_IMAGES_OUTPUT/monsters/003_m_master_robo_마스터_로보/REFERENCE/003_m_master_robo_s_mon_master_robo_REFERENCE_F05.png,503c1e3dc30f22c5bfab2e01232465c12033250cb97bbfb09c5676c83bac73d0,503c1e3dc30f22c5bfab2e01232465c12033250cb97bbfb09c5676c83bac73d0,PRESERVED,True
area_12,m_chronos,s_mon_chronos,ICON,0,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/ICON/004_m_chronos_s_mon_chronos_ICON.png,AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/ICON/004_m_chronos_s_mon_chronos_ICON.png,d194ef0ef199273632d6174bd4dc72a6aa0883ec38b7eebad7cbeabf7829b62f,d194ef0ef199273632d6174bd4dc72a6aa0883ec38b7eebad7cbeabf7829b62f,PRESERVED,True
area_12,m_chronos,s_mon_chronos,CAST_VFX,0,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/004_m_chronos_s_mon_chronos_CAST_F00.png,AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F00.png,bef69bedac74bf051c4f000ac838b5393968c6d646eb627c80180de07a1c77bf,bef69bedac74bf051c4f000ac838b5393968c6d646eb627c80180de07a1c77bf,PRESERVED,True
area_12,m_chronos,s_mon_chronos,CAST_VFX,1,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/004_m_chronos_s_mon_chronos_CAST_F01.png,AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F01.png,2cd7c9eca8bcb0fa208068dbdc2bf10e4f570b8afb69df0e6b671c6a6cb00e9b,2cd7c9eca8bcb0fa208068dbdc2bf10e4f570b8afb69df0e6b671c6a6cb00e9b,PRESERVED,True
area_12,m_chronos,s_mon_chronos,CAST_VFX,2,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/004_m_chronos_s_mon_chronos_CAST_F02.png,AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F02.png,7463f4d17e52f071c818414a8f47ae78a8f1fe703cac6f3e3d3469fe1b174604,7463f4d17e52f071c818414a8f47ae78a8f1fe703cac6f3e3d3469fe1b174604,PRESERVED,True
area_12,m_chronos,s_mon_chronos,CAST_VFX,3,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/004_m_chronos_s_mon_chronos_CAST_F03.png,AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F03.png,1317c3af41f7bc9344657b927f396ae20a4cf36efc4a1d83a548304bcd7d987b,1317c3af41f7bc9344657b927f396ae20a4cf36efc4a1d83a548304bcd7d987b,PRESERVED,True
area_12,m_chronos,s_mon_chronos,CAST_VFX,4,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/004_m_chronos_s_mon_chronos_CAST_F04.png,AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F04.png,3d5da1b65cac8bc70dffd52d8e9e9f04bf3328eca02af7b136ee913d4770a6d6,3d5da1b65cac8bc70dffd52d8e9e9f04bf3328eca02af7b136ee913d4770a6d6,PRESERVED,True
area_12,m_chronos,s_mon_chronos,CAST_VFX,5,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/004_m_chronos_s_mon_chronos_CAST_F05.png,AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F05.png,552fd4094c28d1c3f26b5c77f0f0aa8502fb01575979a253ebb27a1c810bcceb,552fd4094c28d1c3f26b5c77f0f0aa8502fb01575979a253ebb27a1c810bcceb,PRESERVED,True
area_12,m_chronos,s_mon_chronos,CAST_VFX,6,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/004_m_chronos_s_mon_chronos_CAST_F06.png,AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F06.png,b37d2a3f1157861be2e3970984869bb3fb2fe616bea31a5942cefcdc730acd71,b37d2a3f1157861be2e3970984869bb3fb2fe616bea31a5942cefcdc730acd71,PRESERVED,True
area_12,m_chronos,s_mon_chronos,CAST_VFX,7,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/004_m_chronos_s_mon_chronos_CAST_F07.png,AREA_12_IMAGES_OUTPUT/monsters/004_m_chronos_크로노스/CAST/004_m_chronos_s_mon_chronos_CAST_F07.png,816ce05d227ac9f21ba146d2df7f3334a43e2234f4b9a39bb46fe1671a072ffc,816ce05d227ac9f21ba146d2df7f3334a43e2234f4b9a39bb46fe1671a072ffc,PRESERVED,True
area_12,m_timer,s_mon_timer,ICON,0,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/ICON/005_m_timer_s_mon_timer_ICON.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/ICON/005_m_timer_s_mon_timer_ICON.png,4b22d046780677f6437fa8b0989eb365f85e4bfaa158f2a1e819c43eab9cfdb9,4b22d046780677f6437fa8b0989eb365f85e4bfaa158f2a1e819c43eab9cfdb9,PRESERVED,True
area_12,m_timer,s_mon_timer,CAST_VFX,0,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/005_m_timer_s_mon_timer_CAST_F00.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F00.png,4338daa0657c962da3e18a1aedb0d29bfafa12bcafe78495644f8d4dbce10303,4338daa0657c962da3e18a1aedb0d29bfafa12bcafe78495644f8d4dbce10303,PRESERVED,True
area_12,m_timer,s_mon_timer,CAST_VFX,1,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/005_m_timer_s_mon_timer_CAST_F01.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F01.png,1668923efac2117c4ce0664fe0f8252ca97b35e21a0789400b4e8de6776e304c,1668923efac2117c4ce0664fe0f8252ca97b35e21a0789400b4e8de6776e304c,PRESERVED,True
area_12,m_timer,s_mon_timer,CAST_VFX,2,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/005_m_timer_s_mon_timer_CAST_F02.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F02.png,e835fa818800e06dcd03d2f2f05394a0998c5b53ca6d01a98a7ed42627366b3f,e835fa818800e06dcd03d2f2f05394a0998c5b53ca6d01a98a7ed42627366b3f,PRESERVED,True
area_12,m_timer,s_mon_timer,CAST_VFX,3,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/005_m_timer_s_mon_timer_CAST_F03.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F03.png,f1bbf537955dc6c42926d358b3947586774b3eb69659b347eb9598d0ba0e9739,f1bbf537955dc6c42926d358b3947586774b3eb69659b347eb9598d0ba0e9739,PRESERVED,True
area_12,m_timer,s_mon_timer,CAST_VFX,4,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/005_m_timer_s_mon_timer_CAST_F04.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F04.png,e12ecaf217df4fb9e26552308d37695c8d514eb68f8f3b8ba083f95888f7344c,e12ecaf217df4fb9e26552308d37695c8d514eb68f8f3b8ba083f95888f7344c,PRESERVED,True
area_12,m_timer,s_mon_timer,CAST_VFX,5,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/005_m_timer_s_mon_timer_CAST_F05.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F05.png,bf3e6ad292b8cd8bd6c32148bdfa182ec013004069785848d210fa4766cb8b5c,bf3e6ad292b8cd8bd6c32148bdfa182ec013004069785848d210fa4766cb8b5c,PRESERVED,True
area_12,m_timer,s_mon_timer,CAST_VFX,6,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/005_m_timer_s_mon_timer_CAST_F06.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F06.png,54612af2d8523e350062f3d40b3e33bb8f8e4410910b960139be2a9ab9952674,54612af2d8523e350062f3d40b3e33bb8f8e4410910b960139be2a9ab9952674,PRESERVED,True
area_12,m_timer,s_mon_timer,CAST_VFX,7,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/005_m_timer_s_mon_timer_CAST_F07.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F07.png,815e685f82ca21e59035576bb31102b90627f1931ac7e223e83f8a28a4b35d5a,815e685f82ca21e59035576bb31102b90627f1931ac7e223e83f8a28a4b35d5a,PRESERVED,True
area_12,m_timer,s_mon_timer,CAST_VFX,8,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/005_m_timer_s_mon_timer_CAST_F08.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F08.png,818c9ca247b94dcf11cde147a37ce4a7294ab227183f3d0e9b0586c0039ca06e,818c9ca247b94dcf11cde147a37ce4a7294ab227183f3d0e9b0586c0039ca06e,PRESERVED,True
area_12,m_timer,s_mon_timer,CAST_VFX,9,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/005_m_timer_s_mon_timer_CAST_F09.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F09.png,d3cdeb6f81870503d82b40ad5dd4277f56bf4173db20a92cc8094075ed12b719,d3cdeb6f81870503d82b40ad5dd4277f56bf4173db20a92cc8094075ed12b719,PRESERVED,True
area_12,m_timer,s_mon_timer,CAST_VFX,10,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/005_m_timer_s_mon_timer_CAST_F10.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F10.png,430a2f9e2f430f34e561a465d373eae7e5a83a8613d449319a88e23691297bae,430a2f9e2f430f34e561a465d373eae7e5a83a8613d449319a88e23691297bae,PRESERVED,True
area_12,m_timer,s_mon_timer,CAST_VFX,11,D:\maplestory_levup\docs\art\output\AREA_12_IMAGES_OUTPUT.zip,AREA_12_IMAGES_OUTPUT/CAST/005_m_timer_s_mon_timer_CAST_F11.png,AREA_12_IMAGES_OUTPUT/monsters/005_m_timer_타이머/CAST/005_m_timer_s_mon_timer_CAST_F11.png,938882c46b6d862e174bcb8f8c4677fba4c6027713f18300925117004ad0d66b,938882c46b6d862e174bcb8f8c4677fba4c6027713f18300925117004ad0d66b,PRESERVED,True
