area_id,monster_id,skill_id,skill_type,effect_role,current_field,current_layer,current_ruid,decision,new_file_set,target_field,target_layer,attach_to,player_behavior,monster_behavior,delay_seconds,duration_seconds,loop,frame_timing,coordinate_unit,direction,flip_x,scale,pivot,offset,image_internal_vs_engine,source_evidence,notes,generation_required,runtime_use,targeting_range,monster_targeting_range,impact_radius,impact_delay,max_targets,contract_status
area_01,m_mushmom,s_mon_mushmom,액티브,CURRENT_CAST_LAYER,layer_ruids,L3,9c927f6388e74628b1050dfc8490246c,KEEP,none until approved replacement,layer_ruids,L3,map entity spawned at caster position sampled when delayed SpawnLayer executes,current layer recipe,current layer recipe,0.22,0.7,false,12 frames × 0.08s; same 512×512 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,0.72,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0,0) world unit",position sampled at execution; after spawn map entity applies configured drift and does not follow caster,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_01,m_mushmom,s_mon_mushmom,액티브,ICON,icon_ruid,UI,0b09a6a325c54caca2282859ae624b22,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,12 frames × 0.08s; same 512×512 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_01,m_horny_mushroom,s_mon_horny_mushroom,패시브,REFERENCE_VFX,none,none,,REFERENCE_ONLY,VFX/F00... (preview/reference only),none,none,not runtime,inventory ownership applies stat; no CAST,no passive CAST path,n/a,preview only,false,6 frames × 0.10s; same 256×256 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,art reference only,n/a,n/a,"(0.5,0.5) planned registration pivot; no autocrop/recenter",n/a,reference animation only; never auto-import,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,현행 런타임 VFX 없음,true,false,n/a,n/a,n/a,n/a,n/a,READY
area_01,m_horny_mushroom,s_mon_horny_mushroom,패시브,ICON,icon_ruid,UI,0928f98bbd114efc935696c1200c9d39,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,6 frames × 0.10s; same 256×256 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_02,m_stone_golem,s_mon_stone,버프,SELF_BUFF_CAST_VFX,layer_ruids,visual stack L1..L2,05113e9dc86448cb8581731824106d75|86734a2715504c10b1e50ae810609e25,REPLACE_PLANNED,VFX/F00... -> accepted AnimationClip,layer_ruids,replace visual stack as one accepted primary clip; do not duplicate across old layers automatically,caster at PlayCast time,"플레이어/몬스터 모두 자기 자신에게 효과 적용 성공 후 시전자 원점+h에 CAST 재생, FlipX 없음. L1 05113e9dc86448cb8581731824106d75 animationclip/clip delay=0s duration=0.65s scale=0.8 offset=(0,-0.06)wu drift=(0,0)wu/s; L2 86734a2715504c10b1e50ae810609e25 animationclip/clip delay=0.12s duration=0.72s scale=0.9 offset=(0,-0.06)wu drift=(0,0)wu/s","플레이어/몬스터 모두 자기 자신에게 효과 적용 성공 후 시전자 원점+h에 CAST 재생, FlipX 없음. L1 05113e9dc86448cb8581731824106d75 animationclip/clip delay=0s duration=0.65s scale=0.8 offset=(0,-0.06)wu drift=(0,0)wu/s; L2 86734a2715504c10b1e50ae810609e25 animationclip/clip delay=0.12s duration=0.72s scale=0.9 offset=(0,-0.06)wu drift=(0,0)wu/s",0 planned primary clip,0.80,false,8 frames × 0.10s; same 256×256 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,right-authored; role contract controls use,defense=false; attack based on player look/monster hit target,UNRESOLVED_IMPORT_PREVIEW,"(0.5,0.5) planned registration pivot; no autocrop/recenter",preserve current gameplay origin; final visual offset unresolved until labeled preview,"local build-up/impact only; layer drift, dash, projectile translation remain engine-owned",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,old layers remain KEEP until art approval; exact final scale/offset is not invented in INPUT,true,true,n/a,n/a,n/a,n/a,n/a,READY
area_02,m_stone_golem,s_mon_stone,버프,CURRENT_CAST_LAYER,layer_ruids,L1,05113e9dc86448cb8581731824106d75,KEEP,none until approved replacement,layer_ruids,L1,caster,current layer recipe,current layer recipe,0,0.65,false,8 frames × 0.10s; same 256×256 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,0.8,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0,-0.06) world unit","engine drift (0,0) world unit/s",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_02,m_stone_golem,s_mon_stone,버프,CURRENT_CAST_LAYER,layer_ruids,L2,86734a2715504c10b1e50ae810609e25,KEEP,none until approved replacement,layer_ruids,L2,map entity spawned at caster position sampled when delayed SpawnLayer executes,current layer recipe,current layer recipe,0.12,0.72,false,8 frames × 0.10s; same 256×256 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,0.9,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0,-0.06) world unit",position sampled at execution; after spawn map entity applies configured drift and does not follow caster,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_02,m_stone_golem,s_mon_stone,버프,ICON,icon_ruid,UI,cba9471e009f46ee9c786f31d29c3848,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,8 frames × 0.10s; same 256×256 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_02,m_axe_stump,s_mon_axe_stump,액티브,CAST_VFX,layer_ruids,visual stack L1..L2,0207c85c05dd4c4eac12f9ee735d0545|997628810df4448f9e534bc426d6794a,REPLACE_PLANNED,VFX/F00... -> accepted AnimationClip,layer_ruids,replace visual stack as one accepted primary clip; do not duplicate across old layers automatically,caster at PlayCast time,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 0207c85c05dd4c4eac12f9ee735d0545 animationclip/clip delay=0s duration=0.55s scale=0.7 offset=(0.05,0)wu drift=(0.3,0)wu/s; L2 997628810df4448f9e534bc426d6794a animationclip/clip delay=0.14s duration=0.48s scale=0.62 offset=(0.65,0)wu drift=(0,0)wu/s","플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 0207c85c05dd4c4eac12f9ee735d0545 animationclip/clip delay=0s duration=0.55s scale=0.7 offset=(0.05,0)wu drift=(0.3,0)wu/s; L2 997628810df4448f9e534bc426d6794a animationclip/clip delay=0.14s duration=0.48s scale=0.62 offset=(0.65,0)wu drift=(0,0)wu/s",0 planned primary clip,0.80,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,right-authored; role contract controls use,defense=false; attack based on player look/monster hit target,UNRESOLVED_IMPORT_PREVIEW,"(0.5,0.5) planned registration pivot; no autocrop/recenter",preserve current gameplay origin; final visual offset unresolved until labeled preview,"local build-up/impact only; layer drift, dash, projectile translation remain engine-owned",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,old layers remain KEEP until art approval; exact final scale/offset is not invented in INPUT,true,true,n/a,n/a,n/a,n/a,n/a,READY
area_02,m_axe_stump,s_mon_axe_stump,액티브,CURRENT_CAST_LAYER,layer_ruids,L1,0207c85c05dd4c4eac12f9ee735d0545,KEEP,none until approved replacement,layer_ruids,L1,caster,current layer recipe,current layer recipe,0,0.55,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,0.7,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0.05,0) world unit","engine drift (0.3,0) world unit/s",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_02,m_axe_stump,s_mon_axe_stump,액티브,CURRENT_CAST_LAYER,layer_ruids,L2,997628810df4448f9e534bc426d6794a,KEEP,none until approved replacement,layer_ruids,L2,map entity spawned at caster position sampled when delayed SpawnLayer executes,current layer recipe,current layer recipe,0.14,0.48,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,0.62,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0.65,0) world unit",position sampled at execution; after spawn map entity applies configured drift and does not follow caster,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_02,m_axe_stump,s_mon_axe_stump,액티브,ICON,icon_ruid,UI,b03001aaa4cf4dfe82d34a48c58cb342,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_02,m_dark_axe_stump,s_mon_dark_axe_stump,액티브,CAST_VFX,layer_ruids,visual stack L1..L2,a77ea54c400e4b56a44ed05091a0ae53|a77ea54c400e4b56a44ed05091a0ae53,REPLACE_PLANNED,VFX/F00... -> accepted AnimationClip,layer_ruids,replace visual stack as one accepted primary clip; do not duplicate across old layers automatically,caster at PlayCast time,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 a77ea54c400e4b56a44ed05091a0ae53 animationclip/clip delay=0s duration=0.82s scale=0.82 offset=(-0.28,-0.12)wu drift=(0,0)wu/s; L2 a77ea54c400e4b56a44ed05091a0ae53 animationclip/clip delay=0.12s duration=0.82s scale=0.82 offset=(0.28,-0.12)wu drift=(0,0)wu/s","플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 a77ea54c400e4b56a44ed05091a0ae53 animationclip/clip delay=0s duration=0.82s scale=0.82 offset=(-0.28,-0.12)wu drift=(0,0)wu/s; L2 a77ea54c400e4b56a44ed05091a0ae53 animationclip/clip delay=0.12s duration=0.82s scale=0.82 offset=(0.28,-0.12)wu drift=(0,0)wu/s",0 planned primary clip,0.80,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,right-authored; role contract controls use,defense=false; attack based on player look/monster hit target,UNRESOLVED_IMPORT_PREVIEW,"(0.5,0.5) planned registration pivot; no autocrop/recenter",preserve current gameplay origin; final visual offset unresolved until labeled preview,"local build-up/impact only; layer drift, dash, projectile translation remain engine-owned",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,old layers remain KEEP until art approval; exact final scale/offset is not invented in INPUT,true,true,n/a,n/a,n/a,n/a,n/a,READY
area_02,m_dark_axe_stump,s_mon_dark_axe_stump,액티브,CURRENT_CAST_LAYER,layer_ruids,L1,a77ea54c400e4b56a44ed05091a0ae53,KEEP,none until approved replacement,layer_ruids,L1,caster,current layer recipe,current layer recipe,0,0.82,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,0.82,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(-0.28,-0.12) world unit","engine drift (0,0) world unit/s",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_02,m_dark_axe_stump,s_mon_dark_axe_stump,액티브,CURRENT_CAST_LAYER,layer_ruids,L2,a77ea54c400e4b56a44ed05091a0ae53,KEEP,none until approved replacement,layer_ruids,L2,map entity spawned at caster position sampled when delayed SpawnLayer executes,current layer recipe,current layer recipe,0.12,0.82,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,0.82,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0.28,-0.12) world unit",position sampled at execution; after spawn map entity applies configured drift and does not follow caster,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_02,m_dark_axe_stump,s_mon_dark_axe_stump,액티브,ICON,icon_ruid,UI,0fbbe12552664c5f87944ff56a630178,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
