area_id,area_name,monster_order,monster_id,monster_name,skill_id,skill_name,skill_type,effect_role,production_decision,runtime_use,relative_file_path,frame_index,width,height,mode,alpha_min,alpha_max,nonzero_alpha_pixels,playback_mode,frame_seconds,source_type,source_monster_image,user_art_approval,sha256
area_16,미나르숲,4,m_dark_wyvern,다크 와이번,s_mon_dark_wyvern,검은 비늘의 근력,패시브,REFERENCE,NEW_ART,false,REFERENCE/004_m_dark_wyvern_s_mon_dark_wyvern_REFERENCE_F05.png,5,256,256,RGBA,0,255,12784,preview-only non-loop,0.10,generated_source_sheet_split,monsters/004_m_dark_wyvern_다크_와이번/MONSTER_IMAGE.png,PENDING,b7226d16d85398a6a73d9df6dda3691222ec567bc95679a10525fec175cdb973
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,ICON,NEW_ART,ui,ICON/005_m_manon_s_mon_manon_ICON.png,0,256,256,RGBA,0,255,46338,static,static,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,41818f520a6a255ecefe84653ae84c4ab1fa25ba48afb120ae3c44b2273c72f6
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,CAST,NEW_ART,true,CAST/005_m_manon_s_mon_manon_CAST_F00.png,0,512,512,RGBA,0,252,53346,non-loop one-shot,0.08,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,e9ed15e1a61555aa8ad5c5e2ffdc95be2c2ea1f03ca9ab3bf17b38a2aceace5f
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,CAST,NEW_ART,true,CAST/005_m_manon_s_mon_manon_CAST_F01.png,1,512,512,RGBA,0,253,93193,non-loop one-shot,0.08,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,def3d48519dd6b7cae4706082183d02f71f0c1c3092ef728d8f6de8c0fe31064
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,CAST,NEW_ART,true,CAST/005_m_manon_s_mon_manon_CAST_F02.png,2,512,512,RGBA,0,253,128151,non-loop one-shot,0.08,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,3f9453a1cb9f2c5554c04a2a2fa2742588bc9246ff3ede3652c686334c4527f5
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,CAST,NEW_ART,true,CAST/005_m_manon_s_mon_manon_CAST_F03.png,3,512,512,RGBA,0,255,169611,non-loop one-shot,0.08,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,cc2017c1946dda83da3ca4a913fe8301aed996e5f99cf54e99e4bb58e95ef34b
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,CAST,NEW_ART,true,CAST/005_m_manon_s_mon_manon_CAST_F04.png,4,512,512,RGBA,0,255,182971,non-loop one-shot,0.08,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,cc8e60b74f8fb1d9cd35a9af15327e3f7210ce5251ab658d857fbff203386347
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,CAST,NEW_ART,true,CAST/005_m_manon_s_mon_manon_CAST_F05.png,5,512,512,RGBA,0,255,189570,non-loop one-shot,0.08,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,d4fc7f808ff6b09c49fe8c5727e4dc4a3decaf313ad3515a3c71a2218069666d
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,CAST,NEW_ART,true,CAST/005_m_manon_s_mon_manon_CAST_F06.png,6,512,512,RGBA,0,255,224631,non-loop one-shot,0.08,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,224b2ae56f68db552ec5345ff74d5de20bce08748cb7bd64bf2be5e13ea45550
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,CAST,NEW_ART,true,CAST/005_m_manon_s_mon_manon_CAST_F07.png,7,512,512,RGBA,0,255,206011,non-loop one-shot,0.08,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,a23ab204a414e6b8a73d9ba6237d8094ad0126056788160a657283295d0c8aee
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,CAST,NEW_ART,true,CAST/005_m_manon_s_mon_manon_CAST_F08.png,8,512,512,RGBA,0,255,166162,non-loop one-shot,0.08,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,e7c88d1047e0cfe779bede533f485c951d187cde4fc7f459d4daa97b7c6c6229
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,CAST,NEW_ART,true,CAST/005_m_manon_s_mon_manon_CAST_F09.png,9,512,512,RGBA,0,255,125439,non-loop one-shot,0.08,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,e0924678c2a86934636abb02327e7a62e80de736ca6a21a39bf1566d54bf26a0
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,CAST,NEW_ART,true,CAST/005_m_manon_s_mon_manon_CAST_F10.png,10,512,512,RGBA,0,255,95826,non-loop one-shot,0.08,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,39ecbc1a94f5811792ac6a3488ee02a4c20d440a0bf3b44bcaa3c63926298a2a
area_16,미나르숲,5,m_manon,마뇽,s_mon_manon,마뇽의 용화염,액티브,CAST,NEW_ART,true,CAST/005_m_manon_s_mon_manon_CAST_F11.png,11,512,512,RGBA,0,255,59067,non-loop one-shot,0.08,generated_source_sheet_split,monsters/005_m_manon_마뇽/MONSTER_IMAGE.png,PENDING,f851aa50ab20558a6fb6f9375da587696ca7e09f6f36358324eb493f1d143433
