area_id,monster_id,skill_id,effect_role,production_decision,output_relpath,file_name,frame_index,width,height,mode,alpha_min,alpha_max,visible_bbox,nonempty,canvas_contract,frame_seconds,playback_mode,runtime_use,source_monster_image,source_generation_sheet,split_box_on_sheet,validation,user_art_approval
area_18,m_plateon,s_mon_plateon,REFERENCE_VFX,NEW_ART,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F00.png,002_m_plateon_s_mon_plateon_REFERENCE_F00.png,F00,256,256,RGBA,0,255,"(0, 5, 256, 256)",True,256x256 RGBA,0.10,preview-only non-loop,false,monsters/002_m_plateon_플라티안/MONSTER_IMAGE.png,SOURCE_SHEETS/002_m_plateon_sheet.png,"(444, 0, 887, 444)",PASS,PENDING
area_18,m_plateon,s_mon_plateon,REFERENCE_VFX,NEW_ART,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F01.png,002_m_plateon_s_mon_plateon_REFERENCE_F01.png,F01,256,256,RGBA,0,255,"(0, 5, 256, 256)",True,256x256 RGBA,0.10,preview-only non-loop,false,monsters/002_m_plateon_플라티안/MONSTER_IMAGE.png,SOURCE_SHEETS/002_m_plateon_sheet.png,"(887, 0, 1330, 444)",PASS,PENDING
area_18,m_plateon,s_mon_plateon,REFERENCE_VFX,NEW_ART,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F02.png,002_m_plateon_s_mon_plateon_REFERENCE_F02.png,F02,256,256,RGBA,0,255,"(0, 13, 249, 256)",True,256x256 RGBA,0.10,preview-only non-loop,false,monsters/002_m_plateon_플라티안/MONSTER_IMAGE.png,SOURCE_SHEETS/002_m_plateon_sheet.png,"(1330, 0, 1774, 444)",PASS,PENDING
area_18,m_plateon,s_mon_plateon,REFERENCE_VFX,NEW_ART,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F03.png,002_m_plateon_s_mon_plateon_REFERENCE_F03.png,F03,256,256,RGBA,0,255,"(18, 1, 256, 239)",True,256x256 RGBA,0.10,preview-only non-loop,false,monsters/002_m_plateon_플라티안/MONSTER_IMAGE.png,SOURCE_SHEETS/002_m_plateon_sheet.png,"(0, 444, 444, 887)",PASS,PENDING
area_18,m_plateon,s_mon_plateon,REFERENCE_VFX,NEW_ART,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F04.png,002_m_plateon_s_mon_plateon_REFERENCE_F04.png,F04,256,256,RGBA,0,255,"(0, 0, 256, 256)",True,256x256 RGBA,0.10,preview-only non-loop,false,monsters/002_m_plateon_플라티안/MONSTER_IMAGE.png,SOURCE_SHEETS/002_m_plateon_sheet.png,"(444, 444, 887, 887)",PASS,PENDING
area_18,m_plateon,s_mon_plateon,REFERENCE_VFX,NEW_ART,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F05.png,002_m_plateon_s_mon_plateon_REFERENCE_F05.png,F05,256,256,RGBA,0,255,"(0, 0, 256, 256)",True,256x256 RGBA,0.10,preview-only non-loop,false,monsters/002_m_plateon_플라티안/MONSTER_IMAGE.png,SOURCE_SHEETS/002_m_plateon_sheet.png,"(887, 444, 1330, 887)",PASS,PENDING
area_18,m_mecateon,s_mon_mecateon,ICON,NEW_ART,ICON/003_m_mecateon_s_mon_mecateon_ICON.png,003_m_mecateon_s_mon_mecateon_ICON.png,,256,256,RGBA,0,255,"(0, 0, 256, 256)",True,256x256 RGBA,static,static,ui,monsters/003_m_mecateon_메카티안/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_mecateon_sheet.png,"(0, 0, 418, 418)",PASS,PENDING
area_18,m_mecateon,s_mon_mecateon,CAST_VFX,NEW_ART,CAST/003_m_mecateon_s_mon_mecateon_CAST_F00.png,003_m_mecateon_s_mon_mecateon_CAST_F00.png,F00,384,384,RGBA,0,254,"(0, 7, 384, 384)",True,384x384 RGBA,0.10,non-loop one-shot,true,monsters/003_m_mecateon_메카티안/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_mecateon_sheet.png,"(418, 0, 836, 418)",PASS,PENDING
area_18,m_mecateon,s_mon_mecateon,CAST_VFX,NEW_ART,CAST/003_m_mecateon_s_mon_mecateon_CAST_F01.png,003_m_mecateon_s_mon_mecateon_CAST_F01.png,F01,384,384,RGBA,0,255,"(0, 8, 384, 384)",True,384x384 RGBA,0.10,non-loop one-shot,true,monsters/003_m_mecateon_메카티안/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_mecateon_sheet.png,"(836, 0, 1254, 418)",PASS,PENDING
area_18,m_mecateon,s_mon_mecateon,CAST_VFX,NEW_ART,CAST/003_m_mecateon_s_mon_mecateon_CAST_F02.png,003_m_mecateon_s_mon_mecateon_CAST_F02.png,F02,384,384,RGBA,0,255,"(0, 0, 384, 384)",True,384x384 RGBA,0.10,non-loop one-shot,true,monsters/003_m_mecateon_메카티안/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_mecateon_sheet.png,"(0, 418, 418, 836)",PASS,PENDING
area_18,m_mecateon,s_mon_mecateon,CAST_VFX,NEW_ART,CAST/003_m_mecateon_s_mon_mecateon_CAST_F03.png,003_m_mecateon_s_mon_mecateon_CAST_F03.png,F03,384,384,RGBA,0,254,"(0, 0, 384, 384)",True,384x384 RGBA,0.10,non-loop one-shot,true,monsters/003_m_mecateon_메카티안/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_mecateon_sheet.png,"(418, 418, 836, 836)",PASS,PENDING
area_18,m_mecateon,s_mon_mecateon,CAST_VFX,NEW_ART,CAST/003_m_mecateon_s_mon_mecateon_CAST_F04.png,003_m_mecateon_s_mon_mecateon_CAST_F04.png,F04,384,384,RGBA,0,255,"(0, 0, 384, 384)",True,384x384 RGBA,0.10,non-loop one-shot,true,monsters/003_m_mecateon_메카티안/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_mecateon_sheet.png,"(836, 418, 1254, 836)",PASS,PENDING
area_18,m_mecateon,s_mon_mecateon,CAST_VFX,NEW_ART,CAST/003_m_mecateon_s_mon_mecateon_CAST_F05.png,003_m_mecateon_s_mon_mecateon_CAST_F05.png,F05,384,384,RGBA,0,253,"(0, 0, 384, 384)",True,384x384 RGBA,0.10,non-loop one-shot,true,monsters/003_m_mecateon_메카티안/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_mecateon_sheet.png,"(0, 836, 418, 1254)",PASS,PENDING
area_18,m_mecateon,s_mon_mecateon,CAST_VFX,NEW_ART,CAST/003_m_mecateon_s_mon_mecateon_CAST_F06.png,003_m_mecateon_s_mon_mecateon_CAST_F06.png,F06,384,384,RGBA,0,255,"(0, 0, 384, 384)",True,384x384 RGBA,0.10,non-loop one-shot,true,monsters/003_m_mecateon_메카티안/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_mecateon_sheet.png,"(418, 836, 836, 1254)",PASS,PENDING
area_18,m_mecateon,s_mon_mecateon,CAST_VFX,NEW_ART,CAST/003_m_mecateon_s_mon_mecateon_CAST_F07.png,003_m_mecateon_s_mon_mecateon_CAST_F07.png,F07,384,384,RGBA,0,255,"(0, 0, 384, 384)",True,384x384 RGBA,0.10,non-loop one-shot,true,monsters/003_m_mecateon_메카티안/MONSTER_IMAGE.png,SOURCE_SHEETS/003_m_mecateon_sheet.png,"(836, 836, 1254, 1254)",PASS,PENDING
area_18,m_chief_gray,s_mon_chief_gray,ICON,NEW_ART,ICON/004_m_chief_gray_s_mon_chief_gray_ICON.png,004_m_chief_gray_s_mon_chief_gray_ICON.png,,256,256,RGBA,0,255,"(0, 0, 256, 256)",True,256x256 RGBA,static,static,ui,monsters/004_m_chief_gray_원로_그레이/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chief_gray_sheet.png,"(0, 0, 444, 444)",PASS,PENDING
area_18,m_chief_gray,s_mon_chief_gray,REFERENCE_VFX,NEW_ART,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F00.png,004_m_chief_gray_s_mon_chief_gray_REFERENCE_F00.png,F00,256,256,RGBA,0,253,"(0, 9, 256, 256)",True,256x256 RGBA,0.10,preview-only non-loop,false,monsters/004_m_chief_gray_원로_그레이/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chief_gray_sheet.png,"(444, 0, 887, 444)",PASS,PENDING
area_18,m_chief_gray,s_mon_chief_gray,REFERENCE_VFX,NEW_ART,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F01.png,004_m_chief_gray_s_mon_chief_gray_REFERENCE_F01.png,F01,256,256,RGBA,0,253,"(0, 5, 256, 256)",True,256x256 RGBA,0.10,preview-only non-loop,false,monsters/004_m_chief_gray_원로_그레이/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chief_gray_sheet.png,"(887, 0, 1330, 444)",PASS,PENDING
area_18,m_chief_gray,s_mon_chief_gray,REFERENCE_VFX,NEW_ART,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F02.png,004_m_chief_gray_s_mon_chief_gray_REFERENCE_F02.png,F02,256,256,RGBA,0,255,"(0, 12, 255, 256)",True,256x256 RGBA,0.10,preview-only non-loop,false,monsters/004_m_chief_gray_원로_그레이/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chief_gray_sheet.png,"(1330, 0, 1774, 444)",PASS,PENDING
area_18,m_chief_gray,s_mon_chief_gray,REFERENCE_VFX,NEW_ART,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F03.png,004_m_chief_gray_s_mon_chief_gray_REFERENCE_F03.png,F03,256,256,RGBA,0,254,"(0, 0, 256, 256)",True,256x256 RGBA,0.10,preview-only non-loop,false,monsters/004_m_chief_gray_원로_그레이/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chief_gray_sheet.png,"(0, 444, 444, 887)",PASS,PENDING
area_18,m_chief_gray,s_mon_chief_gray,REFERENCE_VFX,NEW_ART,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F04.png,004_m_chief_gray_s_mon_chief_gray_REFERENCE_F04.png,F04,256,256,RGBA,0,253,"(0, 0, 256, 256)",True,256x256 RGBA,0.10,preview-only non-loop,false,monsters/004_m_chief_gray_원로_그레이/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chief_gray_sheet.png,"(444, 444, 887, 887)",PASS,PENDING
area_18,m_chief_gray,s_mon_chief_gray,REFERENCE_VFX,NEW_ART,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F05.png,004_m_chief_gray_s_mon_chief_gray_REFERENCE_F05.png,F05,256,256,RGBA,0,253,"(0, 0, 256, 256)",True,256x256 RGBA,0.10,preview-only non-loop,false,monsters/004_m_chief_gray_원로_그레이/MONSTER_IMAGE.png,SOURCE_SHEETS/004_m_chief_gray_sheet.png,"(887, 444, 1330, 887)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,ICON,NEW_ART,ICON/005_m_zeno_s_mon_zeno_ICON.png,005_m_zeno_s_mon_zeno_ICON.png,,256,256,RGBA,0,253,"(0, 15, 256, 256)",True,256x256 RGBA,static,static,ui,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(0, 0, 314, 314)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,CAST_VFX,NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F00.png,005_m_zeno_s_mon_zeno_CAST_F00.png,F00,512,512,RGBA,0,253,"(0, 50, 506, 512)",True,512x512 RGBA,0.08,non-loop one-shot,true,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(314, 0, 627, 314)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,CAST_VFX,NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F01.png,005_m_zeno_s_mon_zeno_CAST_F01.png,F01,512,512,RGBA,0,253,"(2, 37, 512, 512)",True,512x512 RGBA,0.08,non-loop one-shot,true,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(627, 0, 940, 314)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,CAST_VFX,NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F02.png,005_m_zeno_s_mon_zeno_CAST_F02.png,F02,512,512,RGBA,0,253,"(0, 31, 507, 512)",True,512x512 RGBA,0.08,non-loop one-shot,true,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(940, 0, 1254, 314)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,CAST_VFX,NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F03.png,005_m_zeno_s_mon_zeno_CAST_F03.png,F03,512,512,RGBA,0,253,"(0, 7, 512, 512)",True,512x512 RGBA,0.08,non-loop one-shot,true,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(0, 314, 314, 627)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,CAST_VFX,NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F04.png,005_m_zeno_s_mon_zeno_CAST_F04.png,F04,512,512,RGBA,0,253,"(0, 0, 512, 512)",True,512x512 RGBA,0.08,non-loop one-shot,true,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(314, 314, 627, 627)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,CAST_VFX,NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F05.png,005_m_zeno_s_mon_zeno_CAST_F05.png,F05,512,512,RGBA,0,255,"(0, 0, 512, 512)",True,512x512 RGBA,0.08,non-loop one-shot,true,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(627, 314, 940, 627)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,CAST_VFX,NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F06.png,005_m_zeno_s_mon_zeno_CAST_F06.png,F06,512,512,RGBA,0,254,"(0, 0, 512, 512)",True,512x512 RGBA,0.08,non-loop one-shot,true,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(940, 314, 1254, 627)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,CAST_VFX,NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F07.png,005_m_zeno_s_mon_zeno_CAST_F07.png,F07,512,512,RGBA,0,255,"(0, 0, 512, 512)",True,512x512 RGBA,0.08,non-loop one-shot,true,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(0, 627, 314, 940)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,CAST_VFX,NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F08.png,005_m_zeno_s_mon_zeno_CAST_F08.png,F08,512,512,RGBA,0,255,"(0, 0, 512, 512)",True,512x512 RGBA,0.08,non-loop one-shot,true,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(314, 627, 627, 940)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,CAST_VFX,NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F09.png,005_m_zeno_s_mon_zeno_CAST_F09.png,F09,512,512,RGBA,0,254,"(0, 0, 512, 512)",True,512x512 RGBA,0.08,non-loop one-shot,true,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(627, 627, 940, 940)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,CAST_VFX,NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F10.png,005_m_zeno_s_mon_zeno_CAST_F10.png,F10,512,512,RGBA,0,253,"(0, 0, 512, 512)",True,512x512 RGBA,0.08,non-loop one-shot,true,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(940, 627, 1254, 940)",PASS,PENDING
area_18,m_zeno,s_mon_zeno,CAST_VFX,NEW_ART,CAST/005_m_zeno_s_mon_zeno_CAST_F11.png,005_m_zeno_s_mon_zeno_CAST_F11.png,F11,512,512,RGBA,0,253,"(0, 0, 512, 512)",True,512x512 RGBA,0.08,non-loop one-shot,true,monsters/005_m_zeno_제노/MONSTER_IMAGE.png,SOURCE_SHEETS/005_m_zeno_sheet.png,"(0, 940, 314, 1254)",PASS,PENDING
